CaseID,Activity,Timestamp,Resource,Cost
PO-1063,Receive Goods,2024-01-13 08:53:32,Warehouse,165
PO-1063,Receive Invoice,2024-01-15 08:31:19,AP Clerk 2,115
PO-1063,Pay,2024-01-24 08:32:59,AP Clerk 1,120
PO-1064,Create PO,2024-03-06 05:12:04,Buyer A,76
PO-1064,Approve,2024-03-06 16:04:29,Manager X,141
PO-1064,Send to Vendor,2024-03-06 19:25:12,System,86
PO-1064,Receive Invoice,2024-03-09 03:49:01,AP Clerk 1,26
PO-1064,Receive Goods,2024-03-10 07:11:19,Warehouse,139
PO-1064,Pay,2024-03-17 14:37:11,AP Clerk 2,101
PO-1065,Create PO,2024-02-06 00:11:50,Buyer C,174
PO-1065,Approve,2024-02-06 18:46:06,Manager Y,136
PO-1065,Send to Vendor,2024-02-07 01:43:03,System,28
PO-1065,Receive Goods,2024-02-13 03:33:45,Warehouse,34
PO-1065,Receive Invoice,2024-02-16 18:15:59,AP Clerk 2,93
PO-1065,Pay,2024-02-21 12:09:18,AP Clerk 2,40
PO-1066,Create PO,2024-02-07 12:12:28,Buyer C,82
PO-1066,Approve,2024-02-08 13:44:43,Manager Y,103
PO-1066,Reject,2024-02-08 16:24:32,Manager X,41
PO-1066,Revise,2024-02-10 14:15:38,Buyer B,89
PO-1066,Approve,2024-02-11 09:44:42,Manager Y,36
PO-1066,Send to Vendor,2024-02-11 16:36:46,System,31
PO-1066,Receive Goods,2024-02-17 14:10:51,Warehouse,79
PO-1066,Receive Invoice,2024-02-19 09:17:53,AP Clerk 1,58
PO-1066,Pay,2024-02-23 00:03:41,AP Clerk 1,93
PO-1067,Create PO,2024-02-09 05:52:52,Buyer A,117
PO-1067,Approve,2024-02-09 23:45:56,Manager X,78
PO-1067,Send to Vendor,2024-02-10 01:18:04,System,81
PO-1067,Receive Goods,2024-02-17 01:13:44,Warehouse,172
PO-1067,Receive Invoice,2024-02-20 06:15:27,AP Clerk 1,181
PO-1067,Pay,2024-02-27 09:32:20,AP Clerk 2,128
PO-1068,Create PO,2024-01-30 18:17:15,Buyer B,63
PO-1068,Approve,2024-01-31 12:03:37,Manager X,199
PO-1068,Send to Vendor,2024-01-31 14:08:30,System,75
PO-1068,Receive Goods,2024-02-07 18:24:42,Warehouse,163
PO-1068,Receive Invoice,2024-02-08 07:49:52,AP Clerk 2,82
PO-1068,Pay,2024-02-11 18:39:35,AP Clerk 2,104
PO-1069,Create PO,2024-01-12 14:36:31,Buyer B,40
PO-1069,Send to Vendor,2024-01-12 17:29:02,System,19
PO-1069,Receive Goods,2024-01-22 12:38:34,Warehouse,134
PO-1069,Receive Invoice,2024-01-26 02:58:32,AP Clerk 1,145
PO-1069,Pay,2024-01-27 17:22:53,AP Clerk 2,36
PO-1070,Create PO,2024-03-08 23:40:39,Buyer A,19
PO-1070,Approve,2024-03-09 11:42:41,Manager X,163
PO-1070,Reject,2024-03-09 20:14:31,Manager Y,129
PO-1070,Revise,2024-03-11 03:36:15,Buyer B,128
PO-1070,Approve,2024-03-12 03:22:19,Manager Y,172
PO-1070,Send to Vendor,2024-03-12 08:41:01,System,123
PO-1070,Receive Goods,2024-03-22 05:23:01,Warehouse,82
PO-1070,Receive Invoice,2024-03-23 17:06:16,AP Clerk 2,89
PO-1070,Pay,2024-03-27 01:53:40,AP Clerk 2,158
PO-1071,Create PO,2024-03-05 02:01:24,Buyer A,159
PO-1071,Approve,2024-03-05 11:17:45,Manager X,90
PO-1071,Send to Vendor,2024-03-05 14:42:14,System,98
PO-1071,Receive Invoice,2024-03-07 19:10:05,AP Clerk 2,36
PO-1071,Receive Goods,2024-03-10 02:24:13,Warehouse,48
PO-1071,Pay,2024-03-11 03:20:01,AP Clerk 2,110
PO-1072,Create PO,2024-01-18 15:45:16,Buyer A,162
PO-1072,Send to Vendor,2024-01-18 21:06:45,System,197
PO-1072,Receive Goods,2024-01-27 13:53:52,Warehouse,152
PO-1072,Receive Invoice,2024-01-30 02:50:47,AP Clerk 1,115
PO-1072,Pay,2024-02-03 23:44:53,AP Clerk 1,147
PO-1073,Create PO,2024-01-28 09:08:48,Buyer B,185
PO-1073,Approve,2024-01-29 06:08:47,Manager Y,169
PO-1073,Reject,2024-01-29 12:55:51,Manager X,106
PO-1073,Revise,2024-01-30 22:06:38,Buyer B,115
PO-1073,Approve,2024-01-31 13:49:27,Manager X,91
PO-1073,Send to Vendor,2024-01-31 17:04:57,System,199
PO-1073,Receive Goods,2024-02-04 00:07:21,Warehouse,66
PO-1073,Receive Invoice,2024-02-07 22:08:23,AP Clerk 1,180
PO-1073,Pay,2024-02-21 07:16:04,AP Clerk 2,192
PO-1074,Create PO,2024-03-19 03:28:25,Buyer C,96
PO-1074,Approve,2024-03-20 09:17:44,Manager Y,29
PO-1074,Send to Vendor,2024-03-20 10:56:04,System,95
PO-1074,Receive Goods,2024-03-29 04:45:36,Warehouse,181
PO-1074,Receive Invoice,2024-03-31 05:18:56,AP Clerk 2,180
PO-1074,Pay,2024-04-12 14:08:35,AP Clerk 1,127
PO-1075,Create PO,2024-03-11 01:25:10,Buyer C,56
PO-1075,Approve,2024-03-11 10:05:21,Manager Y,176
PO-1075,Reject,2024-03-11 14:22:36,Manager X,158
PO-1075,Revise,2024-03-12 19:52:54,Buyer B,127
PO-1075,Approve,2024-03-13 11:50:40,Manager X,17
PO-1075,Send to Vendor,2024-03-13 14:58:01,System,172
PO-1075,Receive Goods,2024-03-17 11:47:14,Warehouse,119
PO-1075,Receive Invoice,2024-03-18 07:57:37,AP Clerk 2,21
PO-1075,Pay,2024-03-25 14:21:39,AP Clerk 2,117
PO-1076,Create PO,2024-02-12 04:49:42,Buyer A,34
PO-1076,Approve,2024-02-12 22:00:37,Manager X,156
PO-1076,Reject,2024-02-13 03:50:34,Manager Y,101
PO-1076,Revise,2024-02-14 01:04:24,Buyer A,107
PO-1076,Approve,2024-02-15 00:52:42,Manager Y,135
PO-1076,Send to Vendor,2024-02-15 07:18:51,System,50
PO-1076,Receive Goods,2024-02-19 00:21:54,Warehouse,90
PO-1076,Receive Invoice,2024-02-22 04:22:05,AP Clerk 1,182
PO-1076,Pay,2024-02-26 11:18:20,AP Clerk 1,122
PO-1077,Create PO,2024-02-10 20:26:17,Buyer B,66
PO-1077,Approve,2024-02-11 09:57:52,Manager X,46
PO-1077,Send to Vendor,2024-02-11 11:22:28,System,198
PO-1077,Receive Goods,2024-02-19 06:53:06,Warehouse,184
PO-1077,Receive Invoice,2024-02-20 23:17:36,AP Clerk 1,147
PO-1077,Pay,2024-03-04 18:34:14,AP Clerk 2,78
PO-1078,Create PO,2024-02-20 18:42:52,Buyer A,178
PO-1078,Approve,2024-02-20 21:45:14,Manager X,49
PO-1078,Send to Vendor,2024-02-20 23:13:01,System,161
PO-1078,Receive Goods,2024-02-26 10:18:22,Warehouse,83
PO-1078,Receive Invoice,2024-02-28 10:05:15,AP Clerk 1,148
PO-1078,Pay,2024-03-11 10:28:29,AP Clerk 1,92
PO-1079,Create PO,2024-02-27 10:15:31,Buyer A,198
PO-1079,Approve,2024-02-27 21:40:40,Manager Y,16
PO-1079,Send to Vendor,2024-02-28 02:47:39,System,103
PO-1079,Receive Invoice,2024-03-05 15:02:39,AP Clerk 2,127
PO-1079,Receive Goods,2024-03-10 07:12:02,Warehouse,121
PO-1079,Pay,2024-03-21 15:01:39,AP Clerk 2,131
PO-1080,Create PO,2024-01-22 13:02:40,Buyer C,168
PO-1080,Approve,2024-01-22 15:12:13,Manager Y,177
PO-1080,Send to Vendor,2024-01-22 17:41:34,System,59
PO-1080,Receive Goods,2024-01-29 23:41:10,Warehouse,184
PO-1080,Receive Invoice,2024-02-01 10:35:15,AP Clerk 1,188
PO-1080,Pay,2024-02-12 05:22:37,AP Clerk 1,29
PO-1081,Create PO,2024-03-18 12:43:48,Buyer B,24
PO-1081,Approve,2024-03-18 20:34:36,Manager Y,116
PO-1081,Send to Vendor,2024-03-19 04:29:24,System,106
PO-1081,Receive Goods,2024-03-22 05:51:03,Warehouse,18
PO-1081,Receive Invoice,2024-03-25 14:52:46,AP Clerk 2,119
PO-1081,Pay,2024-04-09 03:01:32,AP Clerk 2,157
PO-1082,Create PO,2024-03-07 05:22:37,Buyer B,98
PO-1082,Approve,2024-03-07 22:12:39,Manager Y,70
PO-1082,Send to Vendor,2024-03-08 02:28:48,System,42
PO-1082,Receive Goods,2024-03-14 18:15:21,Warehouse,75
PO-1082,Receive Invoice,2024-03-17 19:38:18,AP Clerk 1,115
PO-1082,Pay,2024-03-28 20:59:24,AP Clerk 1,38
PO-1083,Create PO,2024-01-23 06:05:23,Buyer B,69
PO-1083,Approve,2024-01-24 06:44:28,Manager X,44
PO-1083,Send to Vendor,2024-01-24 08:14:41,System,69
PO-1083,Receive Invoice,2024-01-27 22:56:53,AP Clerk 1,23
PO-1083,Receive Goods,2024-01-31 13:04:28,Warehouse,69
PO-1083,Pay,2024-02-10 12:00:32,AP Clerk 1,18
PO-1084,Create PO,2024-02-07 13:40:35,Buyer C,83
PO-1084,Approve,2024-02-07 15:43:36,Manager X,182
PO-1084,Reject,2024-02-07 18:59:45,Manager X,43
PO-1084,Revise,2024-02-08 13:33:47,Buyer B,17
PO-1084,Approve,2024-02-09 10:00:53,Manager Y,55
PO-1084,Send to Vendor,2024-02-09 12:23:27,System,154
PO-1084,Receive Goods,2024-02-15 15:20:55,Warehouse,93
PO-1084,Receive Invoice,2024-02-18 12:49:36,AP Clerk 1,111
PO-1084,Pay,2024-02-23 17:59:48,AP Clerk 2,78
PO-1085,Create PO,2024-03-30 09:26:27,Buyer C,79
PO-1085,Approve,2024-03-30 17:12:48,Manager Y,83
PO-1085,Send to Vendor,2024-03-30 21:17:20,System,37
PO-1085,Receive Goods,2024-04-05 17:19:36,Warehouse,130
PO-1085,Receive Invoice,2024-04-09 12:51:43,AP Clerk 2,50
PO-1085,Pay,2024-04-19 10:32:39,AP Clerk 1,126
PO-1086,Create PO,2024-03-13 07:42:17,Buyer A,192
PO-1086,Approve,2024-03-14 13:32:26,Manager Y,111
PO-1086,Send to Vendor,2024-03-14 15:33:02,System,106
PO-1086,Receive Goods,2024-03-21 04:57:32,Warehouse,111
PO-1086,Receive Invoice,2024-03-23 13:41:46,AP Clerk 1,66
PO-1086,Pay,2024-03-30 06:55:12,AP Clerk 1,168
PO-1087,Create PO,2024-01-09 20:38:31,Buyer C,146
PO-1087,Approve,2024-01-10 11:02:10,Manager Y,31
PO-1087,Send to Vendor,2024-01-10 14:52:32,System,156
PO-1087,Receive Goods,2024-01-19 13:15:33,Warehouse,164
PO-1087,Receive Invoice,2024-01-22 21:40:10,AP Clerk 1,159
PO-1087,Pay,2024-01-29 01:37:03,AP Clerk 2,82
PO-1088,Create PO,2024-03-14 15:54:02,Buyer A,142
PO-1088,Approve,2024-03-15 10:16:24,Manager X,184
PO-1088,Send to Vendor,2024-03-15 16:01:10,System,157
PO-1088,Cancel,2024-03-16 23:26:29,Buyer A,185
PO-1089,Create PO,2024-01-04 04:59:12,Buyer A,20
PO-1089,Approve,2024-01-04 18:10:14,Manager X,156
PO-1089,Send to Vendor,2024-01-04 22:39:47,System,153
PO-1089,Receive Goods,2024-01-12 15:48:17,Warehouse,129
PO-1089,Receive Invoice,2024-01-14 05:28:11,AP Clerk 2,24
PO-1089,Pay,2024-01-17 07:14:01,AP Clerk 1,59
PO-1090,Create PO,2024-02-04 22:28:45,Buyer C,93
PO-1090,Send to Vendor,2024-02-05 04:09:30,System,124
PO-1090,Receive Goods,2024-02-12 10:14:23,Warehouse,18
PO-1090,Receive Invoice,2024-02-15 13:31:49,AP Clerk 2,152
PO-1090,Pay,2024-02-18 03:42:22,AP Clerk 1,102
PO-1091,Create PO,2024-01-04 19:03:02,Buyer B,180
PO-1091,Approve,2024-01-05 01:47:21,Manager X,86
PO-1091,Send to Vendor,2024-01-05 08:44:47,System,30
PO-1091,Receive Goods,2024-01-10 01:59:35,Warehouse,130
PO-1091,Receive Invoice,2024-01-11 05:43:09,AP Clerk 2,144
PO-1091,Pay,2024-01-21 05:36:26,AP Clerk 1,84
PO-1092,Create PO,2024-02-03 08:05:13,Buyer A,176
PO-1092,Approve,2024-02-04 09:28:52,Manager Y,161
PO-1092,Reject,2024-02-04 21:09:27,Manager Y,115
PO-1092,Revise,2024-02-05 17:49:20,Buyer C,141
PO-1092,Approve,2024-02-06 03:51:05,Manager Y,63
PO-1092,Send to Vendor,2024-02-06 05:47:39,System,195
PO-1092,Receive Goods,2024-02-10 05:19:06,Warehouse,141
PO-1092,Receive Invoice,2024-02-11 08:42:48,AP Clerk 1,155
PO-1092,Pay,2024-02-17 22:30:14,AP Clerk 1,161
PO-1093,Create PO,2024-01-18 07:39:04,Buyer B,67
PO-1093,Send to Vendor,2024-01-18 10:52:00,System,37
PO-1093,Receive Goods,2024-01-26 16:24:23,Warehouse,101
PO-1093,Receive Invoice,2024-01-28 01:54:51,AP Clerk 2,117
PO-1093,Pay,2024-02-04 01:14:04,AP Clerk 2,193
PO-1094,Create PO,2024-02-05 03:09:46,Buyer B,123
PO-1094,Approve,2024-02-05 15:47:13,Manager X,23
PO-1094,Reject,2024-02-06 00:10:01,Manager X,136
PO-1094,Revise,2024-02-06 21:24:50,Buyer B,165
PO-1094,Approve,2024-02-07 03:08:53,Manager Y,88
PO-1094,Send to Vendor,2024-02-07 08:40:17,System,51
PO-1094,Receive Goods,2024-02-12 18:02:15,Warehouse,62
PO-1094,Receive Invoice,2024-02-14 16:01:31,AP Clerk 1,184
PO-1094,Pay,2024-02-21 00:02:29,AP Clerk 1,45
PO-1095,Create PO,2024-02-06 21:04:18,Buyer A,39
PO-1095,Approve,2024-02-08 01:06:59,Manager Y,58
PO-1095,Send to Vendor,2024-02-08 08:45:08,System,136
PO-1095,Receive Goods,2024-02-11 19:57:44,Warehouse,145
PO-1095,Receive Invoice,2024-02-13 02:15:00,AP Clerk 1,78
PO-1095,Pay,2024-02-18 18:00:56,AP Clerk 1,137
PO-1096,Create PO,2024-02-19 04:07:28,Buyer C,42
PO-1096,Approve,2024-02-19 21:39:18,Manager X,35
PO-1096,Send to Vendor,2024-02-20 00:08:52,System,76
PO-1096,Receive Goods,2024-02-25 05:39:56,Warehouse,180
PO-1096,Receive Invoice,2024-02-26 06:53:00,AP Clerk 2,127
PO-1096,Pay,2024-03-01 16:22:03,AP Clerk 1,95
PO-1097,Create PO,2024-01-06 02:38:25,Buyer A,52
PO-1097,Approve,2024-01-06 17:31:27,Manager Y,109
PO-1097,Send to Vendor,2024-01-06 21:51:30,System,32
PO-1097,Receive Goods,2024-01-14 09:32:21,Warehouse,106
PO-1097,Receive Invoice,2024-01-18 05:29:51,AP Clerk 2,103
PO-1097,Pay,2024-01-28 17:37:57,AP Clerk 2,91
PO-1098,Create PO,2024-01-05 18:25:43,Buyer C,42
PO-1098,Approve,2024-01-06 09:12:54,Manager X,71
PO-1098,Send to Vendor,2024-01-06 12:03:16,System,195
PO-1098,Receive Goods,2024-01-16 11:52:08,Warehouse,38
PO-1098,Receive Invoice,2024-01-20 09:42:57,AP Clerk 2,50
PO-1098,Pay,2024-01-21 12:25:57,AP Clerk 2,180
PO-1099,Create PO,2024-03-03 21:41:04,Buyer A,65
PO-1099,Approve,2024-03-05 01:19:01,Manager Y,146
PO-1099,Send to Vendor,2024-03-05 05:08:38,System,153
PO-1099,Receive Goods,2024-03-11 20:07:17,Warehouse,147
PO-1099,Receive Invoice,2024-03-14 02:46:47,AP Clerk 2,189
PO-1099,Pay,2024-03-25 22:19:21,AP Clerk 1,39
PO-1100,Create PO,2024-03-18 23:40:45,Buyer A,74
PO-1100,Approve,2024-03-19 14:42:05,Manager X,41
PO-1100,Send to Vendor,2024-03-19 22:21:41,System,113
PO-1100,Cancel,2024-03-21 02:43:58,Buyer A,78
PO-1101,Create PO,2024-01-15 14:13:37,Buyer C,108
PO-1101,Approve,2024-01-16 10:05:04,Manager Y,160
PO-1101,Send to Vendor,2024-01-16 13:40:00,System,148
PO-1101,Receive Goods,2024-01-20 14:43:53,Warehouse,189
PO-1101,Receive Invoice,2024-01-22 13:33:45,AP Clerk 1,78
PO-1101,Pay,2024-02-02 18:01:41,AP Clerk 2,196
PO-1102,Create PO,2024-01-15 00:34:42,Buyer C,193
PO-1102,Approve,2024-01-15 11:56:57,Manager X,17
PO-1102,Reject,2024-01-15 20:33:25,Manager Y,90
PO-1102,Revise,2024-01-17 10:04:49,Buyer B,157
PO-1102,Approve,2024-01-17 21:17:59,Manager X,155
PO-1102,Send to Vendor,2024-01-18 02:51:16,System,45
PO-1102,Receive Goods,2024-01-24 01:11:05,Warehouse,165
PO-1102,Receive Invoice,2024-01-25 19:41:11,AP Clerk 1,167
PO-1102,Pay,2024-02-04 04:27:42,AP Clerk 1,145
PO-1103,Create PO,2024-01-28 13:48:01,Buyer B,149
PO-1103,Approve,2024-01-28 20:38:29,Manager Y,16
PO-1103,Reject,2024-01-29 02:32:37,Manager Y,51
PO-1103,Revise,2024-01-30 20:14:28,Buyer C,79
PO-1103,Approve,2024-01-31 08:15:05,Manager X,155
PO-1103,Send to Vendor,2024-01-31 11:57:29,System,37
PO-1103,Receive Goods,2024-02-05 12:04:58,Warehouse,97
PO-1103,Receive Invoice,2024-02-07 09:23:45,AP Clerk 2,125
PO-1103,Pay,2024-02-08 17:45:26,AP Clerk 1,142
PO-1104,Create PO,2024-03-24 06:31:47,Buyer B,146
PO-1104,Approve,2024-03-24 20:14:55,Manager Y,105
PO-1104,Reject,2024-03-25 00:58:07,Manager Y,168
PO-1104,Revise,2024-03-25 18:43:43,Buyer B,42
PO-1104,Approve,2024-03-25 21:25:06,Manager Y,87
PO-1104,Reject,2024-03-26 07:32:00,Manager Y,164
PO-1104,Revise,2024-03-26 17:35:10,Buyer B,135
PO-1104,Approve,2024-03-27 11:54:16,Manager Y,59
PO-1104,Send to Vendor,2024-03-27 13:53:28,System,119
PO-1104,Receive Goods,2024-03-31 22:07:37,Warehouse,39
PO-1104,Receive Invoice,2024-04-02 02:37:28,AP Clerk 1,82
PO-1104,Pay,2024-04-15 03:56:53,AP Clerk 1,83
PO-1105,Create PO,2024-03-30 19:02:28,Buyer A,160
PO-1105,Approve,2024-03-31 20:06:36,Manager Y,134
PO-1105,Send to Vendor,2024-04-01 04:06:22,System,59
PO-1105,Receive Invoice,2024-04-05 17:36:35,AP Clerk 2,155
PO-1105,Receive Goods,2024-04-06 21:57:51,Warehouse,91
PO-1105,Pay,2024-04-08 05:57:22,AP Clerk 1,40
PO-1106,Create PO,2024-02-13 07:19:56,Buyer C,49
PO-1106,Approve,2024-02-14 12:41:19,Manager Y,139
PO-1106,Send to Vendor,2024-02-14 17:46:10,System,64
PO-1106,Cancel,2024-02-19 14:08:59,Buyer A,90
PO-1107,Create PO,2024-03-23 13:06:11,Buyer A,167
PO-1107,Approve,2024-03-24 12:21:57,Manager X,197
PO-1107,Reject,2024-03-24 22:40:52,Manager Y,113
PO-1107,Revise,2024-03-25 16:58:58,Buyer C,155
PO-1107,Approve,2024-03-26 14:34:47,Manager Y,78
PO-1107,Reject,2024-03-26 20:05:45,Manager X,163
PO-1107,Revise,2024-03-27 13:14:12,Buyer B,114
PO-1107,Approve,2024-03-28 01:34:02,Manager X,43
PO-1107,Send to Vendor,2024-03-28 07:04:39,System,120
PO-1107,Receive Goods,2024-04-06 17:36:41,Warehouse,59
PO-1107,Receive Invoice,2024-04-08 10:00:23,AP Clerk 2,101
PO-1107,Pay,2024-04-22 22:23:27,AP Clerk 1,16
PO-1108,Create PO,2024-01-25 11:10:04,Buyer B,33
PO-1108,Approve,2024-01-25 19:10:13,Manager X,190
PO-1108,Send to Vendor,2024-01-25 20:33:39,System,133
PO-1108,Cancel,2024-01-30 19:42:34,Manager X,44
PO-1109,Create PO,2024-03-18 17:50:45,Buyer A,59
PO-1109,Approve,2024-03-18 22:39:36,Manager Y,132
PO-1109,Send to Vendor,2024-03-18 23:54:14,System,91
PO-1109,Receive Goods,2024-03-24 19:23:26,Warehouse,34
PO-1109,Receive Invoice,2024-03-25 15:25:26,AP Clerk 1,70
PO-1109,Pay,2024-03-26 15:25:37,AP Clerk 1,117
PO-1110,Create PO,2024-03-23 11:36:51,Buyer B,180
PO-1110,Approve,2024-03-23 14:36:31,Manager X,27
PO-1110,Send to Vendor,2024-03-23 18:00:35,System,87
PO-1110,Receive Goods,2024-03-30 06:14:38,Warehouse,140
PO-1110,Receive Invoice,2024-03-31 22:33:46,AP Clerk 2,142
PO-1110,Pay,2024-04-15 18:38:26,AP Clerk 2,108
PO-1111,Create PO,2024-02-11 08:39:38,Buyer A,54
PO-1111,Approve,2024-02-11 16:19:32,Manager Y,71
PO-1111,Send to Vendor,2024-02-11 20:36:39,System,43
PO-1111,Receive Goods,2024-02-20 16:40:12,Warehouse,81
PO-1111,Receive Invoice,2024-02-22 18:05:41,AP Clerk 1,91
PO-1111,Pay,2024-03-08 12:24:35,AP Clerk 2,123
PO-1112,Create PO,2024-01-13 03:56:36,Buyer A,90
PO-1112,Approve,2024-01-14 09:32:00,Manager Y,187
PO-1112,Send to Vendor,2024-01-14 14:27:34,System,43
PO-1112,Receive Goods,2024-01-18 09:15:29,Warehouse,181
PO-1112,Receive Invoice,2024-01-21 17:05:11,AP Clerk 2,139
PO-1112,Pay,2024-02-01 21:10:20,AP Clerk 1,199
PO-1113,Create PO,2024-02-26 00:56:30,Buyer A,105
PO-1113,Approve,2024-02-26 22:33:54,Manager Y,53
PO-1113,Send to Vendor,2024-02-27 01:25:37,System,115
PO-1113,Receive Goods,2024-03-03 16:53:26,Warehouse,144
PO-1113,Receive Invoice,2024-03-04 08:37:28,AP Clerk 2,160
PO-1113,Pay,2024-03-16 20:31:34,AP Clerk 2,28
PO-1114,Create PO,2024-01-13 20:54:42,Buyer B,22
PO-1114,Approve,2024-01-14 22:41:20,Manager Y,87
PO-1114,Reject,2024-01-15 07:47:35,Manager X,114
PO-1114,Revise,2024-01-15 23:07:02,Buyer B,69
PO-1114,Approve,2024-01-16 05:22:58,Manager Y,22
PO-1114,Send to Vendor,2024-01-16 13:16:01,System,199
PO-1114,Receive Goods,2024-01-20 05:53:45,Warehouse,36
PO-1114,Receive Invoice,2024-01-23 21:10:49,AP Clerk 1,191
PO-1114,Pay,2024-01-28 10:43:56,AP Clerk 2,69
PO-1115,Create PO,2024-01-07 10:20:43,Buyer A,32
PO-1115,Approve,2024-01-08 04:07:00,Manager Y,81
PO-1115,Send to Vendor,2024-01-08 11:45:40,System,178
PO-1115,Receive Invoice,2024-01-10 20:15:07,AP Clerk 2,95
PO-1115,Receive Goods,2024-01-14 04:58:34,Warehouse,61
PO-1115,Pay,2024-01-18 10:56:43,AP Clerk 2,180
PO-1116,Create PO,2024-01-20 04:27:42,Buyer A,62
PO-1116,Approve,2024-01-21 00:57:51,Manager Y,167
PO-1116,Send to Vendor,2024-01-21 03:45:26,System,84
PO-1116,Receive Goods,2024-01-25 15:11:55,Warehouse,21
PO-1116,Receive Invoice,2024-01-28 03:26:57,AP Clerk 2,136
PO-1116,Pay,2024-02-04 13:04:43,AP Clerk 2,116
PO-1117,Create PO,2024-03-29 11:42:51,Buyer C,68
PO-1117,Approve,2024-03-30 07:08:18,Manager X,146
PO-1117,Reject,2024-03-30 12:44:19,Manager X,92
PO-1117,Revise,2024-03-31 02:03:43,Buyer A,124
PO-1117,Approve,2024-03-31 06:12:48,Manager X,168
PO-1117,Send to Vendor,2024-03-31 13:55:00,System,17
PO-1117,Receive Goods,2024-04-08 06:38:44,Warehouse,129
PO-1117,Receive Invoice,2024-04-09 01:12:19,AP Clerk 2,131
PO-1117,Pay,2024-04-17 15:54:36,AP Clerk 1,77
PO-1118,Create PO,2024-02-06 23:38:24,Buyer A,152
PO-1118,Approve,2024-02-07 18:02:48,Manager X,106
PO-1118,Send to Vendor,2024-02-07 19:11:18,System,137
PO-1118,Receive Invoice,2024-02-10 11:50:00,AP Clerk 1,114
PO-1118,Receive Goods,2024-02-12 04:11:02,Warehouse,58
PO-1118,Pay,2024-02-22 03:14:10,AP Clerk 2,93
PO-1119,Create PO,2024-02-19 06:11:23,Buyer B,31
PO-1119,Approve,2024-02-20 07:19:51,Manager Y,182
PO-1119,Send to Vendor,2024-02-20 13:24:39,System,47
PO-1119,Receive Invoice,2024-02-24 03:21:09,AP Clerk 2,161
PO-1119,Receive Goods,2024-02-27 14:10:04,Warehouse,198
PO-1119,Pay,2024-03-10 17:15:26,AP Clerk 1,148
PO-1120,Create PO,2024-02-02 12:10:08,Buyer A,132
PO-1120,Approve,2024-02-02 18:43:25,Manager Y,24
PO-1120,Reject,2024-02-03 00:22:19,Manager Y,188
PO-1120,Revise,2024-02-03 16:33:24,Buyer B,41
PO-1120,Approve,2024-02-04 06:48:29,Manager X,40
PO-1120,Send to Vendor,2024-02-04 11:14:27,System,35
PO-1120,Receive Goods,2024-02-10 07:36:17,Warehouse,39
PO-1120,Pay,2024-02-14 03:02:32,AP Clerk 2,185
PO-1121,Create PO,2024-01-12 03:03:50,Buyer C,178
PO-1121,Approve,2024-01-13 06:21:39,Manager X,67
PO-1121,Send to Vendor,2024-01-13 10:45:54,System,39
PO-1121,Receive Goods,2024-01-20 12:05:39,Warehouse,189
PO-1121,Receive Invoice,2024-01-23 01:28:06,AP Clerk 2,47
PO-1121,Pay,2024-01-25 15:05:57,AP Clerk 2,22
PO-1122,Create PO,2024-03-29 07:01:28,Buyer A,158
PO-1122,Approve,2024-03-30 02:47:04,Manager Y,79
PO-1122,Send to Vendor,2024-03-30 07:49:22,System,23
PO-1122,Receive Goods,2024-04-04 23:13:15,Warehouse,168
PO-1122,Receive Invoice,2024-04-07 14:01:10,AP Clerk 2,23
PO-1122,Pay,2024-04-17 09:23:02,AP Clerk 1,65
PO-1123,Create PO,2024-03-25 23:56:18,Buyer A,92
PO-1123,Approve,2024-03-26 20:07:55,Manager X,31
PO-1123,Send to Vendor,2024-03-27 01:04:41,System,146
PO-1123,Receive Goods,2024-03-30 17:31:14,Warehouse,116
PO-1123,Receive Invoice,2024-04-01 20:42:24,AP Clerk 2,19
PO-1123,Pay,2024-04-11 07:30:19,AP Clerk 1,72
PO-1124,Create PO,2024-01-11 08:42:14,Buyer B,146
PO-1124,Send to Vendor,2024-01-11 12:22:34,System,151
PO-1124,Receive Goods,2024-01-14 22:12:50,Warehouse,141
PO-1124,Receive Invoice,2024-01-18 04:16:37,AP Clerk 2,145
PO-1124,Pay,2024-01-19 18:35:12,AP Clerk 2,37
PO-1125,Create PO,2024-02-27 20:45:48,Buyer C,113
PO-1125,Approve,2024-02-29 02:04:36,Manager Y,64
PO-1125,Reject,2024-02-29 08:14:21,Manager Y,27
PO-1125,Revise,2024-03-01 02:12:26,Buyer A,103
PO-1125,Approve,2024-03-01 13:39:45,Manager Y,80
PO-1125,Send to Vendor,2024-03-01 14:46:53,System,195
PO-1125,Receive Goods,2024-03-06 02:47:27,Warehouse,143
PO-1125,Pay,2024-03-14 09:51:39,AP Clerk 2,36
PO-1126,Create PO,2024-02-16 20:35:52,Buyer B,36
PO-1126,Approve,2024-02-18 00:12:30,Manager Y,51
PO-1126,Reject,2024-02-18 01:32:48,Manager X,156
PO-1126,Revise,2024-02-18 23:48:47,Buyer A,73
PO-1126,Approve,2024-02-19 14:59:13,Manager Y,172
PO-1126,Send to Vendor,2024-02-19 16:28:27,System,185
PO-1126,Receive Goods,2024-02-23 14:18:30,Warehouse,136
PO-1126,Receive Invoice,2024-02-27 03:44:27,AP Clerk 1,131
PO-1126,Pay,2024-03-10 06:04:00,AP Clerk 2,51
PO-1127,Create PO,2024-02-08 10:40:09,Buyer C,160
PO-1127,Approve,2024-02-09 00:48:35,Manager X,45
