SampleIndex,Amplitude
1779,0.08499
1780,-0.25520
1781,-0.87692
1782,-1.10365
1783,0.04154
1784,0.74069
1785,0.92884
1786,0.47745
1787,0.38236
1788,0.03339
1789,-0.92760
1790,-1.20890
1791,-0.51661
1792,0.63641
1793,1.23060
1794,0.85496
1795,0.32249
1796,0.29035
1797,-0.50022
1798,-1.31043
1799,-0.95572
1800,-0.09878
1801,0.85121
1802,0.76042
1803,0.30100
1804,0.28958
1805,-0.37325
1806,-1.03348
1807,-1.15420
1808,-0.08482
1809,0.76942
1810,0.80213
1811,0.40868
1812,0.35191
1813,-0.22188
1814,-0.99698
1815,-1.32791
1816,-0.64889
1817,0.35529
1818,1.21066
1819,0.72475
1820,0.11596
1821,-0.00036
1822,-0.54984
1823,-1.33786
1824,-0.98332
1825,0.02297
1826,1.05264
1827,1.16431
1828,0.43633
1829,0.03181
1830,-0.32587
1831,-0.93313
1832,-1.09761
1833,0.20129
1834,0.84659
1835,0.84547
1836,0.24374
1837,0.36284
1838,-0.18965
1839,-0.92893
1840,-1.09432
1841,-0.60538
1842,0.60788
1843,1.02748
1844,0.70536
1845,0.59634
1846,0.19177
1847,-0.69847
1848,-1.08772
1849,-0.68694
1850,0.27118
1851,0.71923
1852,0.86612
1853,0.16273
1854,0.22965
1855,-0.15386
1856,-1.05842
1857,-1.17239
1858,-0.20995
1859,0.73303
1860,0.92831
1861,0.66213
1862,0.35197
1863,0.14634
1864,-1.00564
1865,-1.20006
1866,-0.79350
1867,0.75811
1868,0.92011
1869,0.71661
1870,0.48347
1871,0.13398
1872,-0.47841
1873,-1.44684
1874,-0.86084
1875,0.14692
1876,0.92558
1877,0.96077
1878,0.52739
1879,0.05273
1880,-0.56163
1881,-0.96023
1882,-1.27179
1883,-0.47636
1884,0.60475
1885,0.95401
1886,0.52059
1887,0.26193
1888,0.00989
1889,-0.70854
1890,-1.19077
1891,-0.59376
1892,0.20590
1893,1.01853
1894,0.55905
1895,0.48608
1896,0.14517
1897,-0.53289
1898,-1.16968
1899,-1.06911
1900,0.38004
1901,1.12683
1902,0.91540
1903,0.22310
1904,0.51415
1905,-0.25525
1906,-1.17599
1907,-1.37570
1908,-0.27984
1909,0.97368
1910,0.92744
1911,0.43019
1912,0.30043
1913,0.01035
1914,-0.82345
1915,-1.13238
1916,-0.47239
1917,0.69085
1918,0.99103
1919,0.61107
1920,0.39202
1921,0.09678
1922,-0.38986
1923,-1.48403
1924,-0.92948
1925,0.27316
1926,1.13048
1927,0.85091
1928,0.42264
1929,0.49485
1930,-0.27085
1931,-0.90671
1932,-1.04049
1933,-0.12761
1934,0.91285
1935,0.97926
1936,0.59991
1937,0.54466
1938,-0.10508
1939,-0.72084
1940,-1.41785
1941,-0.44686
1942,0.70099
1943,0.94318
1944,0.65603
1945,0.24661
1946,0.05196
1947,-0.64453
1948,-1.20650
1949,-0.87224
1950,0.13126
1951,0.64840
1952,0.75476
1953,0.37760
1954,0.10935
1955,-0.17994
1956,-0.93557
1957,-1.23118
1958,-0.03053
1959,0.49509
1960,0.75624
1961,0.62655
1962,0.57172
1963,0.05700
1964,-0.74414
1965,-1.36047
1966,-0.31324
1967,0.59535
1968,0.89499
1969,0.53621
1970,0.25452
1971,0.31038
1972,-0.62797
1973,-1.03800
1974,-0.75613
1975,0.16584
1976,0.96887
1977,0.78907
1978,0.40826
1979,0.15875
1980,-0.13950
1981,-1.36856
1982,-1.22990
1983,-0.09696
1984,0.59950
1985,0.81412
1986,0.62544
1987,0.24338
1988,-0.09756
1989,-1.01537
1990,-1.33957
1991,-0.48302
1992,0.76246
1993,1.06437
1994,0.50397
1995,0.37936
1996,0.00640
1997,-0.69646
1998,-1.38402
1999,-0.85630
2000,0.01446
2001,0.90065
2002,0.87143
2003,0.35250
2004,-0.03588
2005,-0.45759
2006,-1.14354
2007,-1.09797
2008,-0.46404
2009,0.81172
2010,0.93483
2011,0.55317
2012,0.12325
2013,-0.19752
2014,-1.10910
2015,-1.31721
2016,-0.72179
2017,0.85241
2018,0.98118
2019,0.47155
2020,0.41420
2021,0.16475
2022,-0.61418
2023,-1.15119
2024,-0.85304
2025,0.24471
2026,0.89202
2027,0.82953
2028,0.72138
2029,0.34968
2030,-0.23929
2031,-1.28857
2032,-1.41959
2033,-0.25140
2034,0.80268
2035,0.70611
2036,0.45606
2037,0.27869
2038,-0.17661
2039,-0.75670
2040,-1.42005
2041,-0.35980
2042,0.63121
2043,0.98561
2044,0.55008
2045,0.15372
2046,0.10728
2047,-0.55197
2048,-1.31561
2049,-0.85626
2050,0.37980
2051,1.14024
2052,0.61258
2053,0.35467
2054,0.13130
2055,-0.34684
2056,-1.54080
2057,-1.19964
2058,0.00440
2059,0.93760
2060,0.77421
2061,0.59978
2062,0.38080
2063,-0.08826
2064,-0.70835
2065,-1.27572
2066,-0.74437
2067,0.38208
2068,0.90783
2069,0.63418
2070,0.30206
2071,0.24815
2072,-0.73798
2073,-1.20115
2074,-1.19023
2075,0.16395
2076,1.17660
2077,0.61273
2078,0.42593
2079,-0.01745
2080,-0.29070
2081,-1.00736
2082,-1.19946
2083,-0.21081
2084,0.78076
2085,0.98099
2086,0.57332
2087,0.33922
2088,-0.04181
2089,-0.86842
2090,-1.31095
2091,-0.46516
2092,0.69872
2093,1.00320
2094,0.70680
2095,0.65991
2096,0.05972
2097,-0.66675
2098,-1.06511
2099,-1.10054
2100,0.14503
2101,1.08219
2102,0.76304
2103,0.37695
2104,0.22625
2105,-0.06682
2106,-1.02941
2107,-1.34710
2108,-0.32936
2109,0.55063
2110,0.87837
2111,0.52947
2112,0.50082
2113,-0.20109
2114,-0.99274
2115,-1.34429
2116,-0.70158
2117,0.71768
2118,0.80880
2119,0.73918
2120,0.61556
2121,0.44026
2122,-0.71425
2123,-1.09966
2124,-0.70609
2125,0.25083
2126,0.98588
2127,0.72172
2128,0.61249
2129,0.39784
2130,-0.48838
2131,-1.23011
2132,-1.27726
2133,-0.20849
2134,0.78654
2135,0.86232
2136,0.48943
2137,0.16053
2138,0.02409
2139,-0.83269
2140,-1.22084
2141,-0.69911
2142,0.48228
2143,0.79938
2144,0.81433
2145,0.56076
2146,0.03114
2147,-0.56708
2148,-1.24359
2149,-0.96083
2150,0.20542
2151,0.78095
2152,0.87688
2153,0.60026
2154,0.44764
2155,-0.44400
2156,-1.31331
2157,-1.03711
2158,-0.03067
2159,0.83133
2160,0.86137
2161,0.38324
2162,0.21260
2163,-0.23238
2164,-0.77425
2165,-1.34773
2166,-0.69289
2167,0.63208
2168,1.02026
2169,0.41357
2170,0.16455
2171,0.08925
2172,-0.73713
2173,-1.30772
2174,-0.86571
2175,0.00940
2176,0.86680
2177,0.83520
2178,0.46633
2179,0.30550
2180,-0.41589
2181,-1.02902
2182,-1.17672
2183,-0.11735
2184,0.87099
2185,0.83002
2186,0.65901
2187,0.34404
2188,-0.00269
2189,-0.78572
2190,-1.47199
2191,-0.67173
2192,0.61300
2193,0.87358
2194,0.54394
2195,0.42797
2196,0.39563
2197,-0.58198
2198,-1.52319
2199,-0.97932
2200,0.04635
2201,1.08520
2202,1.12227
2203,0.63956
2204,0.10302
2205,-0.44548
2206,-0.99318
2207,-1.17462
2208,-0.10366
2209,0.71600
2210,0.71258
2211,0.67429
2212,0.22005
2213,-0.15402
2214,-0.77406
2215,-1.03921
2216,-0.72706
2217,0.62976
2218,1.25447
2219,0.60662
2220,0.41309
2221,0.22891
2222,-0.57032
2223,-1.23280
2224,-0.71230
2225,0.30505
2226,1.16190
2227,0.86913
2228,0.62569
2229,0.42599
2230,-0.13941
2231,-1.01617
2232,-0.93594
2233,-0.35287
2234,0.62114
2235,0.90293
2236,0.66826
2237,0.34300
2238,0.11109
2239,-1.02459
2240,-1.29137
2241,-0.73912
2242,0.76749
2243,0.69065
2244,0.95618
2245,0.32501
2246,0.10263
2247,-0.42598
2248,-1.25951
2249,-0.90328
2250,0.49893
2251,1.05700
2252,0.86943
2253,0.28149
2254,0.24956
2255,-0.19202
2256,-0.98115
2257,-1.05338
2258,0.14630
2259,0.80186
2260,0.94840
2261,0.30003
2262,0.52190
2263,-0.03263
2264,-0.58502
2265,-1.22607
2266,-0.71948
2267,0.39753
2268,0.92659
2269,0.70916
2270,0.12408
2271,0.07090
2272,-0.72893
2273,-1.01811
2274,-0.91671
2275,0.28026
2276,0.75818
2277,0.58276
2278,0.66495
2279,0.22380
2280,-0.35030
2281,-0.97077
2282,-1.16090
2283,-0.03904
2284,0.93228
2285,0.94831
2286,0.49346
2287,0.48087
2288,-0.12514
2289,-0.79503
2290,-1.36050
2291,-0.42154
2292,0.66750
2293,1.08499
2294,0.76194
2295,0.55924
2296,0.23642
2297,-0.41249
2298,-1.14708
2299,-1.11344
2300,0.15054
2301,0.78326
2302,0.65310
2303,0.41270
2304,0.51354
2305,-0.13908
2306,-1.06169
2307,-1.16377
2308,-0.17896
2309,0.77284
2310,1.07930
2311,0.64461
2312,0.36217
2313,-0.12097
2314,-0.81069
2315,-1.05685
2316,-0.63640
2317,0.51365
2318,0.89204
2319,0.82663
2320,0.22479
2321,0.06812
2322,-0.71143
2323,-1.63398
2324,-0.81123
2325,0.27635
2326,0.70375
2327,0.61173
2328,0.55484
2329,0.53078
2330,-0.32697
2331,-1.28255
2332,-1.29753
2333,-0.07116
2334,0.91663
2335,0.90120
2336,0.63064
2337,0.30835
2338,-0.40747
2339,-0.56751
2340,-1.02795
2341,-0.68553
2342,0.35673
2343,0.81521
2344,0.79491
2345,0.46882
2346,0.45303
2347,-0.53578
2348,-1.23837
2349,-1.07631
2350,0.21858
2351,1.05857
2352,0.90882
2353,0.55741
2354,0.32376
2355,-0.04158
2356,-1.18272
2357,-1.38148
2358,-0.21035
2359,0.88518
2360,1.15272
2361,0.68868
2362,0.48984
2363,0.05401
2364,-1.09827
2365,-1.47649
2366,-0.43432
2367,0.47711
2368,0.98263
2369,0.45029
2370,0.27788
2371,0.34114
2372,-0.29465
2373,-1.27323
2374,-1.07695
2375,0.13395
2376,1.08030
2377,0.99860
2378,0.35835
2379,0.22839
2380,-0.46298
2381,-0.94136
2382,-1.00320
2383,-0.37434
2384,0.65114
2385,0.92292
2386,0.57178
2387,0.50074
2388,0.06421
2389,-0.82357
2390,-1.08816
2391,-0.27141
2392,0.34781
2393,0.65994
2394,0.51557
2395,0.41626
2396,0.15246
2397,-0.32349
2398,-1.23528
2399,-0.95225
2400,0.27223
2401,0.89563
2402,0.65416
2403,0.56088
2404,0.46753
2405,-0.02436
2406,-0.98447
2407,-1.05821
2408,-0.19770
2409,0.74855
2410,0.94150
2411,0.47776
2412,0.41372
2413,-0.06472
2414,-0.76712
2415,-1.47451
2416,-0.32823
2417,0.61268
2418,1.24295
2419,0.43865
2420,0.29847
2421,0.31106
2422,-0.47999
2423,-1.28674
2424,-0.83699
2425,-0.04514
2426,0.85659
2427,0.66000
2428,0.46839
2429,0.43682
2430,-0.54028
2431,-1.10810
2432,-0.98860
2433,-0.21057
2434,0.85880
2435,0.81169
2436,0.43594
2437,0.77219
2438,-0.15789
2439,-1.00573
2440,-1.19095
2441,-0.52513
2442,0.78098
2443,0.99290
2444,0.69178
2445,0.47877
2446,0.31601
2447,-0.71399
2448,-1.17765
2449,-0.83255
2450,0.17869
2451,0.88991
2452,0.90190
2453,0.37016
2454,0.16680
2455,-0.07688
2456,-1.07690
2457,-1.24912
2458,-0.22295
2459,0.76404
2460,0.93257
2461,0.75377
2462,0.31835
2463,0.14956
2464,-0.76986
2465,-1.25433
2466,-0.69982
2467,0.40608
2468,1.20531
2469,1.04715
2470,0.31582
2471,0.25977
2472,-0.16924
2473,-1.34521
2474,-0.82535
2475,0.15862
2476,1.00102
2477,0.87691
2478,0.39015
2479,0.24314
2480,-0.66199
2481,-0.96005
2482,-0.97226
2483,-0.22186
2484,0.77792
2485,0.95200
2486,0.71298
2487,0.24093
2488,-0.24563
2489,-0.91383
2490,-1.36650
2491,-0.35780
2492,0.73672
2493,0.90343
2494,0.71650
2495,0.34227
2496,0.29932
2497,-0.65342
2498,-1.17719
2499,-0.96683
2500,0.24866
2501,1.12336
2502,0.57775
2503,0.64675
2504,0.21823
2505,-0.03444
2506,-1.06147
2507,-1.38916
2508,-0.32289
2509,0.89018
2510,0.95584
2511,0.41970
2512,0.18148
2513,-0.02562
2514,-0.74952
2515,-1.41987
2516,-0.67837
2517,0.75106
2518,1.10565
2519,0.82030
2520,0.24452
2521,-0.03838
2522,-0.53409
2523,-1.13229
2524,-1.29314
2525,0.16058
2526,0.97978
2527,0.84458
2528,0.30758
2529,0.19988
2530,-0.37270
2531,-1.13049
2532,-1.18639
2533,-0.34895
2534,0.77764
2535,1.14218
2536,0.47678
2537,0.59576
2538,0.08216
2539,-0.97343
2540,-1.08451
2541,-0.64503
2542,0.54518
2543,0.85654
2544,1.03731
2545,0.31121
2546,0.53785
2547,-0.62325
2548,-1.13841
2549,-0.74146
2550,0.52840
2551,1.02136
2552,0.94799
2553,0.45906
2554,0.30377
2555,-0.18970
2556,-1.15162
2557,-1.21753
2558,-0.19592
2559,1.05752
2560,0.55977
2561,0.29162
2562,0.24887
2563,-0.02002
2564,-0.81089
2565,-1.41268
2566,-0.79951
2567,0.69797
2568,1.23639
2569,0.69625
2570,0.31398
2571,-0.19011
2572,-0.48077
2573,-1.33505
2574,-0.99748
2575,-0.19652
2576,0.93415
2577,0.78551
2578,0.49420
2579,0.23751
2580,-0.29771
2581,-1.27492
2582,-1.08857
2583,-0.32110
2584,0.88585
2585,0.89093
2586,0.54771
2587,0.53816
2588,0.22202
2589,-0.66743
2590,-1.17876
2591,-0.93474
2592,0.50127
2593,0.90986
2594,0.83670
2595,0.45351
2596,0.07000
2597,-0.49705
2598,-1.09102
2599,-1.07346
2600,0.28578
2601,0.83936
2602,0.72600
2603,0.64706
2604,0.43580
2605,-0.48003
2606,-1.06950
2607,-0.99755
2608,-0.29079
2609,0.79805
2610,0.93962
2611,0.66340
2612,0.83959
2613,0.15251
2614,-1.08700
2615,-1.35970
2616,-0.44664
2617,0.73806
2618,1.02025
2619,0.42402
2620,0.21572
2621,0.18456
2622,-0.41968
2623,-1.22402
2624,-0.98292
2625,0.25165
2626,1.15812
2627,0.82255
2628,0.52832
2629,0.32727
2630,-0.12193
2631,-1.20262
2632,-1.15587
2633,-0.11109
2634,0.93282
2635,1.02679
2636,0.47358
2637,0.37126
2638,-0.00846
2639,-0.52522
2640,-1.05490
2641,-0.44267
2642,0.70322
2643,1.09413
2644,0.65978
2645,0.32897
2646,0.02965
2647,-0.56637
2648,-0.99423
2649,-0.84007
2650,0.21038
2651,0.90938
2652,0.85229
2653,0.39094
2654,0.08469
2655,-0.27230
2656,-0.99756
2657,-1.32500
2658,-0.22359
2659,0.70329
2660,0.67041
2661,0.67473
2662,0.34197
2663,-0.13005
2664,-0.74805
2665,-1.23839
2666,-0.67490
2667,0.71507
2668,0.87672
2669,1.15623
2670,0.42202
2671,0.05102
2672,-0.44808
2673,-1.38808
2674,-0.70851
2675,0.48284
2676,0.77134
2677,0.61577
2678,0.53758
2679,0.48578
2680,-0.37976
2681,-1.20110
2682,-1.00026
2683,-0.07379
2684,0.76198
2685,0.91943
2686,0.44071
2687,0.57700
2688,-0.07063
2689,-1.03637
2690,-1.24257
2691,-0.46645
2692,1.00495
2693,0.97487
2694,0.69781
2695,0.45629
2696,0.33309
2697,-0.57888
2698,-1.23445
2699,-0.74594
2700,0.39145
2701,0.96275
2702,0.90390
2703,0.51718
2704,0.38683
2705,-0.25152
2706,-1.24494
2707,-1.46189
2708,-0.19202
2709,0.99973
2710,0.92561
2711,0.40396
2712,0.33760
2713,0.01038
2714,-0.85564
2715,-1.51546
2716,-0.60785
2717,0.62243
2718,1.23004
2719,0.59905
2720,0.42910
2721,0.18612
2722,-0.57774
2723,-0.93194
2724,-1.06569
2725,0.19096
2726,1.16049
2727,0.86056
2728,0.37288
2729,0.20621
2730,-0.36499
2731,-1.21429
2732,-1.34618
2733,-0.43411
2734,0.94258
2735,1.05445
2736,0.49208
2737,-0.06761
2738,-0.08169
2739,-0.80855
2740,-1.42884
2741,-0.83790
2742,0.37061
2743,1.02653
2744,0.79477
2745,0.43546
2746,0.07963
2747,-0.48103
2748,-1.07957
2749,-0.64067
2750,0.12529
2751,1.02340
2752,1.02539
2753,0.54415
2754,0.13198
2755,-0.47310
2756,-1.19963
2757,-1.20224
2758,-0.01210
2759,0.99409
2760,1.06324
2761,0.79484
2762,0.24619
2763,-0.27955
2764,-0.60760
2765,-0.99858
2766,-0.70647
2767,0.14436
2768,0.79148
2769,0.96716
2770,0.70844
2771,-0.10317
2772,-0.30069
2773,-1.19545
2774,-0.69862
2775,0.20872
2776,0.86275
2777,0.91149
2778,0.49953
2779,0.50890
2780,-0.40670
2781,-1.11777
2782,-1.10878
2783,-0.22475
2784,0.82100
2785,1.09672
2786,0.68584
2787,0.46474
2788,-0.35860
2789,-1.12813
2790,-1.18471
2791,-0.33236
2792,0.68204
2793,0.81731
2794,0.99511
2795,0.50997
2796,0.44219
2797,-0.78421
2798,-1.51074
2799,-0.85457
2800,0.31862
2801,0.79278
2802,0.40894
2803,0.53856
2804,0.11715
2805,-0.14281
2806,-1.44561
2807,-0.89672
2808,0.04728
2809,0.99207
2810,1.03174
2811,0.45010
2812,0.34176
2813,0.22765
2814,-0.79618
2815,-1.19663
2816,-0.45978
2817,0.54329
2818,0.94472
2819,0.44359
2820,0.56710
2821,0.42172
2822,-0.53720
2823,-1.53820
2824,-0.74019
2825,0.41699
2826,0.98415
2827,0.72086
2828,0.39977
2829,0.36006
2830,-0.25959
2831,-1.17301
2832,-1.46230
2833,-0.19215
2834,0.77668
2835,0.76852
2836,0.44922
2837,0.15645
2838,0.06530
2839,-0.80466
2840,-1.54883
2841,-0.65302
2842,0.63641
2843,1.03172
2844,0.37837
2845,0.29663
2846,0.38540
2847,-0.39816
2848,-1.12180
2849,-0.99511
2850,0.29875
2851,0.92678
2852,0.68849
2853,0.44689
2854,0.22888
2855,-0.32971
2856,-1.27009
2857,-1.19566
2858,-0.43753
2859,0.89060
2860,1.06778
2861,0.08682
2862,0.10077
2863,-0.36027
2864,-0.56554
2865,-1.35328
2866,-0.81099
2867,0.70384
2868,1.20126
2869,0.72848
2870,0.06910
2871,0.37916
2872,-0.47078
2873,-1.26762
2874,-1.17468
2875,-0.03510
2876,1.32989
2877,0.79156
2878,0.25567
2879,0.13447
2880,-0.37316
2881,-0.73755
2882,-1.20772
2883,-0.17518
2884,0.95904
2885,1.08134
2886,0.33808
2887,0.19496
2888,0.19619
2889,-0.96570
2890,-1.12728
2891,-0.74307
2892,0.60945
2893,1.26780
2894,0.64128
2895,0.31414
2896,-0.11288
2897,-0.53153
2898,-1.23606
2899,-0.77217
2900,-0.11996
2901,1.10432
2902,0.92831
2903,0.65625
2904,0.36640
2905,-0.22881
2906,-0.75224
2907,-1.11240
2908,-0.39027
2909,0.77269
2910,0.89629
2911,0.70603
2912,0.16766
2913,-0.15762
2914,-0.83081
2915,-1.47774
2916,-0.70217
2917,0.46307
2918,0.99505
2919,1.04871
2920,0.47339
2921,-0.16138
2922,-0.43740
2923,-1.31585
2924,-1.03858
2925,0.17248
2926,0.86387
2927,0.75421
2928,0.44179
2929,0.25425
2930,-0.27551
2931,-1.00615
2932,-1.31253
2933,-0.29838
2934,0.81491
2935,0.94237
2936,0.47163
2937,0.25823
2938,-0.27114
2939,-0.51639
2940,-1.28636
2941,-0.79452
2942,0.45296
2943,1.11730
2944,0.79608
2945,0.33893
2946,-0.15972
2947,-0.53418
2948,-0.92209
2949,-0.98397
2950,0.12998
2951,1.06801
2952,0.96559
2953,0.43738
2954,0.28338
2955,-0.36867
2956,-0.89251
2957,-1.28483
2958,-0.28755
2959,0.71339
2960,1.26092
2961,0.78368
2962,0.19245
2963,-0.11847
2964,-0.75277
2965,-1.05169
2966,-0.62930
2967,0.47231
2968,0.98558
2969,0.74993
2970,0.10660
2971,0.03887
2972,-0.45228
2973,-1.11370
2974,-1.31687
2975,0.14933
2976,1.03874
2977,0.80053
2978,0.33666
2979,0.44285
2980,-0.33886
2981,-1.00498
2982,-1.31324
2983,-0.67543
2984,0.58987
2985,1.29536
2986,0.29485
2987,0.32555
2988,-0.14155
2989,-0.52325
2990,-1.26887
2991,-0.67890
2992,0.64319
2993,1.01539
2994,0.83989
2995,0.42579
2996,0.23363
2997,-0.51812
2998,-0.98875
2999,-0.99856
3000,0.09568
3001,1.03380
3002,1.02099
3003,0.54935
3004,0.21770
3005,0.06936
3006,-0.80413
3007,-1.07798
3008,-0.22308
3009,0.91609
3010,1.13056
3011,0.83668
3012,0.37587
3013,0.19327
3014,-0.61928
3015,-1.17987
3016,-0.51226
3017,0.58008
3018,1.23485
3019,0.40510
3020,0.27171
3021,-0.02823
3022,-0.66834
3023,-1.20469
3024,-0.91456
3025,0.19681
3026,0.99115
3027,1.00756
3028,0.52537
3029,0.16800
3030,-0.38404
3031,-0.57248
3032,-1.29757
3033,-0.04936
3034,0.90278
3035,1.16486
3036,0.50848
3037,0.26496
3038,0.04657
3039,-0.71880
3040,-1.31881
3041,-0.87212
3042,0.60709
3043,1.18888
3044,0.69334
3045,0.13929
3046,0.10221
3047,-0.32845
3048,-1.38631
3049,-0.98456
3050,0.08459
3051,1.26797
3052,1.03173
3053,0.26297
3054,0.24786
3055,-0.05895
3056,-1.04072
3057,-1.17783
3058,-0.31209
3059,1.05575
3060,1.29688
3061,0.39517
3062,0.34646
3063,0.10794
3064,-0.82200
3065,-1.00940
3066,-0.83935
3067,0.42838
3068,1.09671
3069,0.63553
3070,0.33202
3071,0.04057
3072,-0.68197
3073,-1.42253
3074,-1.20542
3075,0.44018
3076,1.05807
3077,0.93311
3078,0.61804
3079,0.16257
3080,0.06016
3081,-0.94664
3082,-1.15173
3083,0.04753
3084,0.97619
3085,0.89986
3086,0.28612
3087,0.54248
3088,0.00912
3089,-0.62173
3090,-1.31230
3091,-0.50921
3092,0.97972
3093,0.92849
3094,0.54758
3095,0.64339
3096,0.35967
3097,-0.50435
3098,-1.16593
3099,-1.00305
3100,0.55145
3101,0.96624
3102,0.73718
3103,0.22648
3104,0.35460
3105,-0.22619
3106,-1.26699
3107,-1.15203
3108,0.01943
3109,0.88102
3110,0.89580
3111,0.61829
3112,0.59847
3113,0.01098
3114,-0.92101
3115,-1.65412
3116,-0.59959
3117,1.04037
3118,0.81026
3119,0.55416
3120,0.72528
3121,0.40665
3122,-0.69902
3123,-1.16709
3124,-0.75898
3125,0.25539
3126,0.74924
3127,0.76139
3128,0.43379
3129,0.66846
3130,-0.27712
3131,-1.09396
3132,-0.92402
3133,-0.14107
3134,0.58643
3135,0.63051
3136,0.57679
3137,0.15444
3138,-0.13980
3139,-0.70451
3140,-0.93579
3141,-0.47988
3142,0.44766
3143,0.57987
3144,0.66435
3145,0.56695
3146,0.38407
3147,-0.53442
3148,-1.07408
3149,-0.77919
3150,0.31449
3151,1.05374
3152,0.81120
3153,0.82063
3154,0.42397
3155,-0.67470
3156,-0.98899
3157,-1.09016
3158,-0.19342
3159,0.78341
3160,0.91545
3161,0.74238
3162,0.13881
3163,-0.23271
3164,-0.75170
3165,-1.04923
3166,-0.37763
3167,0.27106
3168,1.01886
3169,0.76769
3170,0.43406
3171,-0.03665
3172,-0.38531
3173,-1.45177
3174,-0.72856
3175,0.22811
3176,0.86160
3177,0.97391
3178,0.34655
3179,0.25199
3180,-0.21181
3181,-0.85283
3182,-1.35650
3183,-0.50635
3184,0.70881
3185,0.94239
3186,0.54581
3187,0.11618
3188,-0.16820
3189,-0.58676
3190,-1.38195
3191,-0.73488
3192,0.76822
3193,1.36995
3194,0.48078
3195,0.23795
3196,0.13765
3197,-0.31431
3198,-1.24047
3199,-0.81514
3200,0.21355
3201,1.22714
3202,0.87426
3203,0.39973
3204,0.28109
3205,-0.16978
3206,-1.03375
3207,-1.42148
3208,0.04264
3209,0.98690
3210,1.07898
3211,0.46370
3212,0.59022
3213,0.26022
3214,-0.64969
3215,-1.34038
3216,-0.64946
3217,0.80555
3218,0.98153
3219,0.40752
3220,0.33688
3221,0.31408
3222,-0.69062
3223,-1.65766
3224,-1.12309
3225,0.45675
3226,0.81289
3227,0.67922
3228,0.42454
3229,0.18686
3230,-0.23598
3231,-1.16669
3232,-1.07017
3233,0.09005
3234,0.81833
3235,0.77188
3236,0.49828
3237,0.55907
3238,0.05283
3239,-1.08057
3240,-1.32182
3241,-0.52402
3242,0.65466
3243,0.81847
3244,0.71995
3245,0.53808
3246,0.01810
3247,-0.79871
3248,-1.50590
3249,-0.73407
3250,0.16359
3251,0.77628
3252,0.85905
3253,0.50608
3254,0.50731
3255,-0.44569
3256,-1.24903
3257,-1.35889
3258,-0.28026
3259,0.47391
3260,0.99177
3261,0.78474
3262,0.31277
3263,-0.28963
3264,-0.73740
3265,-1.07986
3266,-0.81008
3267,0.63213
3268,1.07529
3269,0.47739
3270,0.55196
3271,0.10584
3272,-0.47476
3273,-0.99624
3274,-1.06751
3275,0.40568
3276,1.02989
3277,0.83406
3278,0.35189
3279,0.04938
3280,0.07798
3281,-0.78570
3282,-1.58448
3283,-0.49229
3284,0.78477
3285,1.17879
3286,0.35192
3287,0.42368
3288,0.13678
3289,-0.68591
3290,-1.50959
3291,-0.68937
3292,0.48952
3293,1.25581
3294,0.45122
3295,0.14316
3296,0.28404
3297,-0.95330
3298,-1.64065
3299,-0.79194
3300,0.39239
3301,1.14637
3302,0.89089
3303,0.14876
3304,0.27481
3305,-0.15560
3306,-1.37460
3307,-1.20179
3308,0.18531
3309,1.00416
3310,0.87727
3311,0.38787
3312,0.63948
3313,0.12189
3314,-1.12601
3315,-1.49074
3316,-0.29940
3317,0.53989
3318,0.89227
3319,0.72929
3320,0.80457
3321,0.34003
3322,-0.75645
3323,-1.14433
3324,-0.58671
3325,-0.08258
3326,0.65972
3327,0.84256
3328,0.64558
3329,0.17556
3330,-0.51966
3331,-0.83127
3332,-1.08720
3333,-0.19563
3334,0.57363
3335,0.86059
3336,0.62349
3337,0.11985
3338,0.01971
3339,-0.59086
3340,-1.24157
3341,-0.79981
3342,0.14715
3343,1.26752
3344,0.51701
3345,0.17957
3346,0.09305
3347,-0.48227
3348,-1.13846
3349,-1.05977
3350,0.27239
3351,1.09445
3352,0.86847
3353,0.38258
3354,0.43035
3355,-0.28084
3356,-1.14663
3357,-1.12628
3358,-0.14325
3359,0.97228
3360,0.70798
3361,0.50815
3362,0.32202
3363,0.11542
3364,-1.05183
3365,-1.19178
3366,-0.54446
3367,0.77373
3368,0.78458
3369,0.25605
3370,0.43181
3371,0.36948
3372,-0.38342
3373,-1.35317
3374,-0.72155
3375,0.43672
3376,0.73102
3377,0.61153
3378,0.57879
3379,0.45374
3380,-0.35802
3381,-0.92608
3382,-1.05156
3383,-0.06809
3384,0.52689
3385,0.73988
3386,0.87213
3387,0.37472
3388,-0.02845
3389,-0.79644
3390,-1.23304
3391,-0.39275
3392,0.41315
3393,1.05500
3394,0.98822
3395,0.23185
3396,-0.03104
3397,-0.59041
3398,-1.01884
3399,-1.39359
3400,0.12705
3401,1.00235
3402,0.63571
3403,0.09301
3404,0.21191
3405,-0.36634
3406,-0.98230
3407,-1.37581
3408,-0.14145
3409,0.77201
3410,0.97938
3411,0.19468
3412,0.35253
3413,0.00630
3414,-0.74155
3415,-1.45898
3416,-0.60556
3417,0.69575
3418,0.85585
3419,0.32794
3420,0.56648
3421,0.23938
3422,-0.67384
3423,-1.40137
3424,-0.99622
3425,0.56587
3426,0.90449
3427,0.80716
3428,0.42680
3429,0.33186
3430,-0.42826
3431,-1.12027
3432,-0.94874
3433,0.07272
3434,0.70514
3435,0.79184
3436,0.80384
3437,0.46006
3438,-0.02928
