SampleIndex,Amplitude,RPM
3966,0.55528,1343.63
3967,0.60148,1343.81
3968,0.75793,1344.00
3969,0.49341,1344.19
3970,1.05679,1344.38
3971,1.00559,1344.56
3972,1.25332,1344.75
3973,1.31954,1344.94
3974,1.40386,1345.13
3975,0.74719,1345.31
3976,0.58032,1345.50
3977,0.16101,1345.69
3978,0.19750,1345.88
3979,-0.16744,1346.06
3980,-0.17177,1346.25
3981,-0.14834,1346.44
3982,0.20492,1346.63
3983,0.32822,1346.81
3984,0.49433,1347.00
3985,0.90039,1347.19
3986,1.28602,1347.38
3987,1.29242,1347.56
3988,1.12999,1347.75
3989,1.63810,1347.94
3990,1.67611,1348.13
3991,1.44195,1348.31
3992,1.28329,1348.50
3993,1.18740,1348.69
3994,0.54115,1348.88
3995,0.15877,1349.06
3996,0.06344,1349.25
3997,-0.32779,1349.44
3998,-0.58119,1349.63
3999,-0.30298,1349.81
4000,-0.52781,1350.00
4001,-0.54938,1350.19
4002,-0.26803,1350.38
4003,-0.16567,1350.56
4004,-0.08650,1350.75
4005,-0.27133,1350.94
4006,-0.28403,1351.13
4007,-0.29239,1351.31
4008,-0.75032,1351.50
4009,-0.87874,1351.69
4010,-0.84676,1351.88
4011,-1.21210,1352.06
4012,-1.16294,1352.25
4013,-1.08166,1352.44
4014,-1.36511,1352.63
4015,-1.11809,1352.81
4016,-0.83279,1353.00
4017,-0.66442,1353.19
4018,-0.42383,1353.38
4019,0.22776,1353.56
4020,0.11158,1353.75
4021,0.36630,1353.94
4022,0.14677,1354.13
4023,0.01070,1354.31
4024,-0.42376,1354.50
4025,-0.53405,1354.69
4026,-0.64602,1354.88
4027,-0.79665,1355.06
4028,-1.08592,1355.25
4029,-1.51407,1355.44
4030,-1.74737,1355.63
4031,-1.50713,1355.81
4032,-1.14647,1356.00
4033,-1.36579,1356.19
4034,-0.96533,1356.38
4035,-0.79131,1356.56
4036,-0.63081,1356.75
4037,-0.29998,1356.94
4038,-0.35734,1357.13
4039,-0.28007,1357.31
4040,-0.34842,1357.50
4041,-0.52780,1357.69
4042,-0.57828,1357.88
4043,-0.44343,1358.06
4044,-0.48219,1358.25
4045,-0.39253,1358.44
4046,-0.13655,1358.63
4047,-0.01875,1358.81
4048,-0.03175,1359.00
4049,0.87927,1359.19
4050,0.82207,1359.38
4051,1.24968,1359.56
4052,1.44484,1359.75
4053,1.57816,1359.94
4054,1.55111,1360.13
4055,1.46488,1360.31
4056,1.20020,1360.50
4057,0.82263,1360.69
4058,0.72765,1360.88
4059,0.12657,1361.06
4060,-0.02766,1361.25
4061,0.01541,1361.44
4062,-0.32706,1361.63
4063,-0.12712,1361.81
4064,-0.08791,1362.00
4065,0.16549,1362.19
4066,0.40171,1362.38
4067,0.93702,1362.56
4068,0.79403,1362.75
4069,1.33285,1362.94
4070,1.29421,1363.13
4071,1.15395,1363.31
4072,1.21356,1363.50
4073,0.75923,1363.69
4074,0.72885,1363.88
4075,1.08385,1364.06
4076,0.42053,1364.25
4077,0.34739,1364.44
4078,0.52137,1364.63
4079,0.46860,1364.81
4080,0.66813,1365.00
4081,0.91381,1365.19
4082,0.95402,1365.38
4083,0.98945,1365.56
4084,1.11389,1365.75
4085,1.04273,1365.94
4086,0.92484,1366.13
4087,0.37479,1366.31
4088,0.20551,1366.50
4089,-0.36662,1366.69
4090,-0.86930,1366.88
4091,-0.87988,1367.06
4092,-1.38680,1367.25
4093,-1.32902,1367.44
4094,-1.33853,1367.63
4095,-1.38511,1367.81
4096,-1.27633,1368.00
4097,-1.11125,1368.19
4098,-0.75404,1368.38
4099,-0.70134,1368.56
4100,-0.16576,1368.75
4101,-0.24656,1368.94
4102,-0.26436,1369.13
4103,-0.09853,1369.31
4104,-0.17005,1369.50
4105,-0.27451,1369.69
4106,-0.53653,1369.88
4107,-0.67162,1370.06
4108,-0.88682,1370.25
4109,-0.84534,1370.44
4110,-0.92213,1370.63
4111,-0.75166,1370.81
4112,-0.91221,1371.00
4113,-0.64093,1371.19
4114,-0.47148,1371.38
4115,-0.38740,1371.56
4116,-0.20022,1371.75
4117,-0.10892,1371.94
4118,-0.54433,1372.13
4119,-0.20678,1372.31
4120,-0.79143,1372.50
4121,-0.82226,1372.69
4122,-1.11463,1372.88
4123,-1.43942,1373.06
4124,-1.67349,1373.25
4125,-1.21587,1373.44
4126,-1.54738,1373.63
4127,-1.19250,1373.81
4128,-0.92539,1374.00
4129,-0.72590,1374.19
4130,-0.27275,1374.38
4131,0.27046,1374.56
4132,0.70507,1374.75
4133,0.97589,1374.94
4134,1.24032,1375.13
4135,0.83994,1375.31
4136,0.73941,1375.50
4137,0.78444,1375.69
4138,0.66506,1375.88
4139,0.62988,1376.06
4140,0.44396,1376.25
4141,0.41230,1376.44
4142,0.46476,1376.63
4143,0.16785,1376.81
4144,0.55477,1377.00
4145,0.41550,1377.19
4146,0.91485,1377.38
4147,0.84914,1377.56
4148,1.11491,1377.75
4149,0.97812,1377.94
4150,1.03955,1378.13
4151,0.75198,1378.31
4152,0.62854,1378.50
4153,0.52703,1378.69
4154,-0.05917,1378.88
4155,0.01482,1379.06
4156,-0.11085,1379.25
4157,-0.04631,1379.44
4158,0.08691,1379.63
4159,0.22748,1379.81
4160,0.61744,1380.00
4161,0.89568,1380.19
4162,1.00543,1380.38
4163,1.41008,1380.56
4164,1.98748,1380.75
4165,1.94265,1380.94
4166,1.63824,1381.13
4167,1.37021,1381.31
4168,1.09638,1381.50
4169,0.99713,1381.69
4170,0.48147,1381.88
4171,0.17136,1382.06
4172,-0.15031,1382.25
4173,-0.61623,1382.44
4174,-0.44174,1382.63
4175,-0.62863,1382.81
4176,-0.36910,1383.00
4177,-0.19317,1383.19
4178,-0.27119,1383.38
4179,-0.04107,1383.56
4180,-0.11962,1383.75
4181,-0.10630,1383.94
4182,-0.26936,1384.13
4183,-0.79397,1384.31
4184,-0.46592,1384.50
4185,-0.94650,1384.69
4186,-1.35663,1384.88
4187,-1.49712,1385.06
4188,-1.53720,1385.25
4189,-1.42593,1385.44
4190,-1.22294,1385.63
4191,-0.94574,1385.81
4192,-0.59809,1386.00
4193,-0.33240,1386.19
4194,-0.11963,1386.38
4195,-0.13468,1386.56
4196,0.12832,1386.75
4197,-0.00566,1386.94
4198,0.27271,1387.13
4199,-0.17569,1387.31
4200,-0.26944,1387.50
4201,-0.81434,1387.69
4202,-1.19355,1387.88
4203,-1.26378,1388.06
4204,-1.50517,1388.25
4205,-1.84394,1388.44
4206,-1.61480,1388.63
4207,-1.47727,1388.81
4208,-1.27611,1389.00
4209,-0.96951,1389.19
4210,-0.58582,1389.38
4211,-0.71046,1389.56
4212,-0.12831,1389.75
4213,0.02848,1389.94
4214,-0.50779,1390.13
4215,-0.47604,1390.31
4216,-0.54205,1390.50
4217,-0.31458,1390.69
4218,-0.49739,1390.88
4219,-0.47944,1391.06
4220,-0.49412,1391.25
4221,-0.04420,1391.44
4222,0.28211,1391.63
4223,0.31252,1391.81
4224,0.87937,1392.00
4225,0.91991,1392.19
4226,1.59331,1392.38
4227,1.30856,1392.56
4228,1.51039,1392.75
4229,1.68117,1392.94
4230,1.34075,1393.13
4231,1.30651,1393.31
4232,0.67997,1393.50
4233,0.08052,1393.69
4234,-0.06440,1393.88
4235,-0.10153,1394.06
4236,-0.01580,1394.25
4237,0.07062,1394.44
4238,0.12101,1394.63
4239,0.33076,1394.81
4240,0.42006,1395.00
4241,0.80215,1395.19
4242,1.03644,1395.38
4243,1.36670,1395.56
4244,1.14052,1395.75
4245,1.41258,1395.94
4246,0.98738,1396.13
4247,1.09618,1396.31
4248,0.89162,1396.50
4249,0.75661,1396.69
4250,0.63976,1396.88
4251,0.28590,1397.06
4252,0.64867,1397.25
4253,0.71605,1397.44
4254,0.66839,1397.63
4255,0.93321,1397.81
4256,0.96198,1398.00
4257,1.04737,1398.19
4258,0.93046,1398.38
4259,1.24527,1398.56
4260,0.78145,1398.75
4261,0.27793,1398.94
4262,-0.07680,1399.13
4263,-0.43787,1399.31
4264,-0.60985,1399.50
4265,-1.20181,1399.69
4266,-1.16705,1399.88
4267,-1.45116,1400.06
4268,-1.55780,1400.25
4269,-1.17221,1400.44
4270,-1.38935,1400.63
4271,-0.83775,1400.81
4272,-0.74217,1401.00
4273,-0.43368,1401.19
4274,-0.19255,1401.38
4275,-0.01253,1401.56
4276,-0.27090,1401.75
4277,-0.36795,1401.94
4278,-0.55554,1402.13
4279,-0.69707,1402.31
4280,-0.67911,1402.50
4281,-0.74541,1402.69
4282,-0.70946,1402.88
4283,-1.21153,1403.06
4284,-0.49180,1403.25
4285,-0.71485,1403.44
4286,-0.85801,1403.63
4287,-0.77968,1403.81
4288,-0.36357,1404.00
4289,-0.40835,1404.19
4290,-0.29421,1404.38
4291,-0.34025,1404.56
4292,-0.63000,1404.75
4293,-0.94358,1404.94
4294,-0.94049,1405.13
4295,-1.33370,1405.31
4296,-1.76672,1405.50
4297,-1.45812,1405.69
4298,-1.38926,1405.88
4299,-1.34168,1406.06
4300,-1.02718,1406.25
4301,-0.68961,1406.44
4302,-0.29341,1406.63
4303,-0.03363,1406.81
4304,0.41241,1407.00
4305,0.83628,1407.19
4306,0.88674,1407.38
4307,1.10154,1407.56
4308,1.01266,1407.75
4309,1.01545,1407.94
4310,0.71940,1408.13
4311,0.88134,1408.31
4312,0.54085,1408.50
4313,0.33541,1408.69
4314,0.38083,1408.88
4315,0.56620,1409.06
4316,0.45363,1409.25
4317,0.61173,1409.44
4318,0.96599,1409.63
4319,1.07828,1409.81
4320,1.08306,1410.00
4321,1.08386,1410.19
4322,1.14440,1410.38
4323,1.17988,1410.56
4324,0.61637,1410.75
4325,0.46752,1410.94
4326,0.25017,1411.13
4327,0.08540,1411.31
4328,0.01722,1411.50
4329,0.08252,1411.69
4330,-0.07759,1411.88
4331,0.32301,1412.06
4332,0.46487,1412.25
4333,0.73600,1412.44
4334,1.16946,1412.63
4335,1.55900,1412.81
4336,1.56455,1413.00
4337,1.86803,1413.19
4338,1.62252,1413.38
4339,1.20713,1413.56
4340,1.12586,1413.75
4341,0.94463,1413.94
4342,0.46775,1414.13
4343,0.03939,1414.31
4344,-0.25123,1414.50
4345,-0.26524,1414.69
4346,-0.68978,1414.88
4347,-0.22170,1415.06
4348,-0.12797,1415.25
4349,-0.11457,1415.44
4350,-0.03263,1415.63
4351,-0.29215,1415.81
4352,-0.24625,1416.00
4353,-0.31475,1416.19
4354,-0.41985,1416.38
4355,-0.54003,1416.56
4356,-1.01208,1416.75
4357,-0.89539,1416.94
4358,-1.21295,1417.13
4359,-1.52401,1417.31
4360,-1.23638,1417.50
4361,-1.27842,1417.69
4362,-1.14987,1417.88
4363,-0.80955,1418.06
4364,-0.36356,1418.25
4365,-0.19588,1418.44
4366,-0.07489,1418.63
4367,0.51901,1418.81
4368,0.10623,1419.00
4369,0.48412,1419.19
4370,0.09212,1419.38
4371,-0.62185,1419.56
4372,-0.95331,1419.75
4373,-1.08301,1419.94
4374,-1.27622,1420.13
4375,-1.39595,1420.31
4376,-1.50370,1420.50
4377,-1.40954,1420.69
4378,-1.36702,1420.88
4379,-1.22366,1421.06
4380,-0.89181,1421.25
4381,-0.62659,1421.44
4382,-0.42854,1421.63
4383,-0.31471,1421.81
4384,-0.29276,1422.00
4385,-0.24598,1422.19
4386,-0.26683,1422.38
4387,-0.18565,1422.56
4388,-0.27334,1422.75
4389,-0.65831,1422.94
4390,-0.27007,1423.13
4391,-0.38009,1423.31
4392,0.11859,1423.50
4393,0.35998,1423.69
4394,0.70864,1423.88
4395,0.88136,1424.06
4396,1.03062,1424.25
4397,1.43996,1424.44
4398,1.18769,1424.63
4399,1.42082,1424.81
4400,1.25725,1425.00
4401,1.10207,1425.19
4402,0.67705,1425.38
4403,0.81057,1425.56
4404,0.10094,1425.75
4405,-0.24506,1425.94
4406,-0.43937,1426.13
4407,-0.28431,1426.31
4408,-0.10603,1426.50
4409,0.06728,1426.69
4410,0.06684,1426.88
4411,0.79315,1427.06
4412,1.08801,1427.25
4413,0.95126,1427.44
4414,1.18987,1427.63
4415,1.18534,1427.81
4416,1.27034,1428.00
4417,0.85106,1428.19
4418,0.93106,1428.38
4419,0.49738,1428.56
4420,0.24327,1428.75
4421,0.43310,1428.94
4422,0.37097,1429.13
4423,0.72616,1429.31
4424,0.67338,1429.50
4425,0.91817,1429.69
4426,1.20016,1429.88
4427,1.12652,1430.06
4428,0.85025,1430.25
4429,0.86942,1430.44
4430,0.83343,1430.63
4431,0.39791,1430.81
4432,-0.11161,1431.00
4433,-0.58760,1431.19
4434,-0.95292,1431.38
4435,-1.10858,1431.56
4436,-1.21609,1431.75
4437,-1.49000,1431.94
4438,-1.25198,1432.13
4439,-1.19841,1432.31
4440,-1.01670,1432.50
4441,-0.64150,1432.69
4442,-0.53722,1432.88
4443,-0.20394,1433.06
4444,-0.31959,1433.25
4445,0.07639,1433.44
4446,0.03264,1433.63
4447,-0.26789,1433.81
4448,-0.47851,1434.00
4449,-0.80963,1434.19
4450,-0.73452,1434.38
4451,-0.88648,1434.56
4452,-1.06342,1434.75
4453,-0.85379,1434.94
4454,-0.57657,1435.13
4455,-0.80520,1435.31
4456,-0.68937,1435.50
4457,-0.41936,1435.69
4458,-0.21146,1435.88
4459,-0.51100,1436.06
4460,-0.57449,1436.25
4461,-0.51194,1436.44
4462,-0.73316,1436.63
4463,-1.07091,1436.81
4464,-1.30014,1437.00
4465,-1.48768,1437.19
4466,-1.65434,1437.38
4467,-1.53476,1437.56
4468,-1.39061,1437.75
4469,-1.00555,1437.94
4470,-0.31088,1438.13
4471,-0.25179,1438.31
4472,0.00033,1438.50
4473,0.75426,1438.69
4474,0.77052,1438.88
4475,0.79880,1439.06
4476,0.94554,1439.25
4477,1.21052,1439.44
4478,1.06479,1439.63
4479,0.71212,1439.81
4480,0.64880,1440.00
4481,0.35726,1440.19
4482,0.32531,1440.38
4483,0.33857,1440.56
4484,0.58260,1440.75
4485,0.59513,1440.94
4486,0.66303,1441.13
4487,0.83387,1441.31
4488,0.89712,1441.50
4489,1.33186,1441.69
4490,0.99182,1441.88
4491,0.84385,1442.06
4492,0.46943,1442.25
4493,0.49068,1442.44
4494,0.30520,1442.63
4495,0.31703,1442.81
4496,-0.06536,1443.00
4497,-0.12206,1443.19
4498,0.00347,1443.38
4499,0.45515,1443.56
4500,0.55324,1443.75
4501,0.87006,1443.94
4502,1.30380,1444.13
4503,1.45256,1444.31
4504,1.70281,1444.50
4505,1.44162,1444.69
4506,1.62310,1444.88
4507,1.17405,1445.06
4508,0.91538,1445.25
4509,0.45148,1445.44
4510,0.61455,1445.63
4511,-0.07912,1445.81
4512,-0.35005,1446.00
4513,-0.26403,1446.19
4514,-0.21828,1446.38
4515,-0.52895,1446.56
4516,-0.22696,1446.75
4517,0.02452,1446.94
4518,-0.35604,1447.13
4519,-0.23622,1447.31
4520,-0.32891,1447.50
4521,-0.21107,1447.69
4522,-0.71505,1447.88
4523,-0.73890,1448.06
4524,-1.20738,1448.25
4525,-1.33430,1448.44
4526,-0.97624,1448.63
4527,-1.51175,1448.81
4528,-1.07406,1449.00
4529,-0.98640,1449.19
4530,-0.75115,1449.38
4531,-0.47969,1449.56
4532,-0.12679,1449.75
4533,-0.09984,1449.94
4534,0.33815,1450.13
4535,0.29584,1450.31
4536,-0.09512,1450.50
4537,0.07326,1450.69
4538,-0.39279,1450.88
4539,-0.64145,1451.06
4540,-0.79710,1451.25
4541,-1.36362,1451.44
4542,-1.64920,1451.63
4543,-1.53539,1451.81
4544,-1.35519,1452.00
4545,-1.49228,1452.19
4546,-1.08181,1452.38
4547,-0.79392,1452.56
4548,-0.73577,1452.75
4549,-0.25526,1452.94
4550,-0.15806,1453.13
4551,-0.22109,1453.31
4552,-0.12674,1453.50
4553,-0.50635,1453.69
4554,-0.23167,1453.88
4555,-0.55637,1454.06
4556,-0.24610,1454.25
4557,-0.30688,1454.44
4558,-0.06724,1454.63
4559,0.10347,1454.81
4560,0.14103,1455.00
4561,1.23354,1455.19
4562,1.14966,1455.38
4563,1.35791,1455.56
4564,1.60737,1455.75
4565,1.62172,1455.94
4566,1.23147,1456.13
4567,1.18230,1456.31
4568,1.00100,1456.50
4569,0.65233,1456.69
4570,0.36860,1456.88
4571,-0.05851,1457.06
4572,-0.09379,1457.25
4573,-0.23568,1457.44
4574,-0.03974,1457.63
4575,0.06144,1457.81
4576,0.33240,1458.00
4577,0.65953,1458.19
4578,0.99652,1458.38
4579,1.30022,1458.56
4580,1.09894,1458.75
4581,1.24509,1458.94
4582,1.31693,1459.13
4583,0.84331,1459.31
4584,0.55256,1459.50
4585,0.82218,1459.69
4586,0.50597,1459.88
4587,0.36025,1460.06
4588,0.56755,1460.25
4589,0.73985,1460.44
4590,0.76959,1460.63
4591,0.65251,1460.81
4592,0.61511,1461.00
4593,1.21137,1461.19
4594,1.28630,1461.38
4595,0.94859,1461.56
4596,0.69883,1461.75
4597,0.49968,1461.94
4598,-0.35744,1462.13
4599,-0.37653,1462.31
4600,-0.96415,1462.50
4601,-1.19350,1462.69
4602,-1.26757,1462.88
4603,-1.48044,1463.06
4604,-1.61733,1463.25
4605,-1.37396,1463.44
4606,-1.10649,1463.63
4607,-0.42488,1463.81
4608,-0.51651,1464.00
4609,-0.34035,1464.19
4610,-0.36539,1464.38
4611,0.17684,1464.56
4612,-0.33900,1464.75
4613,-0.15391,1464.94
4614,-0.81654,1465.13
4615,-0.54842,1465.31
4616,-0.78893,1465.50
4617,-0.72405,1465.69
4618,-1.08760,1465.88
4619,-0.82853,1466.06
4620,-0.89093,1466.25
4621,-0.32925,1466.44
4622,-0.32982,1466.63
4623,-0.52952,1466.81
4624,-0.18973,1467.00
4625,-0.49316,1467.19
4626,-0.25696,1467.38
4627,-0.71361,1467.56
4628,-0.90607,1467.75
4629,-1.18839,1467.94
4630,-1.57486,1468.13
4631,-1.61653,1468.31
4632,-1.45388,1468.50
4633,-1.49134,1468.69
4634,-1.04327,1468.88
4635,-0.72583,1469.06
4636,-0.13675,1469.25
4637,0.64731,1469.44
4638,0.56338,1469.63
4639,0.81888,1469.81
4640,1.14615,1470.00
4641,1.13554,1470.19
4642,0.78472,1470.38
4643,0.63337,1470.56
4644,0.43805,1470.75
4645,0.97799,1470.94
4646,0.47329,1471.13
4647,0.33375,1471.31
4648,0.20778,1471.50
4649,0.49035,1471.69
4650,0.55407,1471.88
4651,0.71922,1472.06
4652,1.04847,1472.25
4653,1.07823,1472.44
4654,0.92055,1472.63
4655,1.11674,1472.81
4656,0.84154,1473.00
4657,0.83314,1473.19
4658,-0.05244,1473.38
4659,0.10210,1473.56
4660,-0.09667,1473.75
4661,0.03845,1473.94
4662,0.19446,1474.13
4663,0.31413,1474.31
4664,0.79421,1474.50
4665,0.78288,1474.69
4666,1.28063,1474.88
4667,1.49933,1475.06
4668,1.50816,1475.25
4669,1.73776,1475.44
4670,1.70672,1475.63
4671,1.54502,1475.81
4672,1.11172,1476.00
4673,1.03359,1476.19
4674,0.58248,1476.38
4675,0.24387,1476.56
4676,-0.34439,1476.75
4677,-0.23198,1476.94
4678,-0.31821,1477.13
4679,-0.53082,1477.31
4680,-0.23722,1477.50
4681,-0.09376,1477.69
4682,-0.17588,1477.88
4683,-0.00500,1478.06
4684,-0.17003,1478.25
4685,-0.31881,1478.44
4686,-0.55143,1478.63
4687,-0.64275,1478.81
4688,-0.97139,1479.00
4689,-1.27981,1479.19
4690,-1.40748,1479.38
4691,-1.75958,1479.56
4692,-1.32468,1479.75
4693,-0.97744,1479.94
4694,-0.79312,1480.13
4695,-0.52991,1480.31
4696,-0.10282,1480.50
4697,0.05993,1480.69
4698,0.09001,1480.88
4699,0.38112,1481.06
4700,-0.07541,1481.25
4701,0.14327,1481.44
4702,-0.50164,1481.63
4703,-0.47680,1481.81
4704,-1.04762,1482.00
4705,-1.60553,1482.19
4706,-1.81149,1482.38
4707,-1.85559,1482.56
4708,-1.39016,1482.75
4709,-1.18440,1482.94
4710,-1.11841,1483.13
4711,-0.83234,1483.31
4712,-0.61651,1483.50
4713,-0.34591,1483.69
4714,-0.28076,1483.88
4715,-0.12286,1484.06
4716,-0.21090,1484.25
4717,-0.25676,1484.44
4718,-0.01763,1484.63
4719,-0.63807,1484.81
4720,-0.50743,1485.00
4721,-0.06077,1485.19
4722,-0.02414,1485.38
4723,0.31332,1485.56
4724,0.56914,1485.75
4725,1.08728,1485.94
4726,1.27311,1486.13
4727,1.27200,1486.31
4728,1.36604,1486.50
4729,1.64720,1486.69
4730,1.43622,1486.88
4731,1.04625,1487.06
4732,0.50435,1487.25
4733,0.40630,1487.44
4734,0.00193,1487.63
4735,-0.33323,1487.81
4736,0.12052,1488.00
4737,-0.02154,1488.19
4738,0.35927,1488.38
4739,0.36932,1488.56
4740,0.65502,1488.75
4741,0.72873,1488.94
4742,0.82592,1489.13
4743,1.12879,1489.31
4744,1.48858,1489.50
4745,1.41503,1489.69
4746,1.06300,1489.88
4747,0.81414,1490.06
4748,0.76752,1490.25
4749,0.60346,1490.44
4750,0.40478,1490.63
4751,0.57749,1490.81
4752,0.43169,1491.00
4753,0.71912,1491.19
4754,0.84015,1491.38
4755,1.08794,1491.56
4756,1.11842,1491.75
4757,1.04126,1491.94
4758,0.85834,1492.13
4759,0.42492,1492.31
4760,0.01935,1492.50
4761,-0.40521,1492.69
4762,-0.67121,1492.88
4763,-1.32465,1493.06
4764,-1.39150,1493.25
4765,-1.55876,1493.44
4766,-1.31189,1493.63
4767,-1.26840,1493.81
4768,-0.84326,1494.00
4769,-0.30830,1494.19
4770,-0.41789,1494.38
4771,-0.24184,1494.56
4772,-0.31744,1494.75
4773,0.04864,1494.94
4774,-0.31691,1495.13
4775,-0.31020,1495.31
4776,-0.39337,1495.50
4777,-0.62370,1495.69
4778,-0.83035,1495.88
4779,-0.99026,1496.06
4780,-1.24606,1496.25
4781,-0.77439,1496.44
4782,-0.62816,1496.63
4783,-0.52594,1496.81
4784,-0.50259,1497.00
4785,-0.43980,1497.19
4786,-0.11105,1497.38
4787,-0.29178,1497.56
4788,-0.66330,1497.75
4789,-0.93597,1497.94
4790,-0.99003,1498.13
4791,-1.20188,1498.31
4792,-1.01154,1498.50
4793,-1.26514,1498.69
4794,-1.63287,1498.88
4795,-1.55878,1499.06
4796,-1.03212,1499.25
4797,-0.56837,1499.44
4798,-0.24522,1499.63
4799,0.17598,1499.81
4800,0.55833,1500.00
4801,1.05115,1500.19
4802,0.95291,1500.38
4803,1.18543,1500.56
4804,1.09757,1500.75
4805,1.04230,1500.94
4806,0.62839,1501.13
4807,0.35274,1501.31
4808,0.11225,1501.50
4809,0.33165,1501.69
4810,0.36637,1501.88
4811,0.47418,1502.06
4812,0.80272,1502.25
4813,1.39749,1502.44
4814,1.03027,1502.63
4815,1.11448,1502.81
4816,1.07854,1503.00
4817,1.05347,1503.19
4818,0.64711,1503.38
4819,0.25949,1503.56
4820,0.33750,1503.75
4821,0.04363,1503.94
4822,0.05479,1504.13
4823,0.03330,1504.31
4824,0.23216,1504.50
4825,0.24739,1504.69
4826,0.77299,1504.88
4827,1.09349,1505.06
4828,1.25319,1505.25
4829,1.72296,1505.44
4830,1.63767,1505.63
4831,1.43528,1505.81
4832,1.52237,1506.00
4833,1.08167,1506.19
4834,0.74165,1506.38
4835,0.56979,1506.56
4836,-0.05021,1506.75
4837,-0.12460,1506.94
4838,-0.19766,1507.13
4839,-0.46983,1507.31
4840,-0.62569,1507.50
4841,-0.37416,1507.69
4842,-0.25910,1507.88
4843,-0.26321,1508.06
4844,-0.27296,1508.25
4845,-0.07961,1508.44
4846,-0.39544,1508.63
4847,-0.77998,1508.81
4848,-0.96213,1509.00
4849,-0.86263,1509.19
4850,-1.03748,1509.38
4851,-1.37264,1509.56
4852,-1.25367,1509.75
4853,-1.37991,1509.94
4854,-1.02869,1510.13
4855,-0.78626,1510.31
4856,-0.36731,1510.50
4857,0.08393,1510.69
4858,0.29947,1510.88
4859,0.38789,1511.06
4860,0.00844,1511.25
4861,-0.08081,1511.44
4862,-0.47247,1511.63
4863,-0.66169,1511.81
4864,-1.19004,1512.00
4865,-1.61529,1512.19
4866,-1.29323,1512.38
4867,-1.33517,1512.56
4868,-1.36651,1512.75
4869,-1.37585,1512.94
4870,-1.00690,1513.13
4871,-1.10215,1513.31
4872,-0.58102,1513.50
4873,-0.41688,1513.69
4874,-0.00046,1513.88
4875,-0.32925,1514.06
4876,0.00647,1514.25
4877,-0.44833,1514.44
4878,-0.52639,1514.63
4879,-0.41206,1514.81
4880,-0.25975,1515.00
4881,-0.01905,1515.19
4882,0.31100,1515.38
4883,0.22872,1515.56
4884,0.67651,1515.75
4885,1.01426,1515.94
4886,1.14061,1516.13
4887,1.46420,1516.31
4888,1.53755,1516.50
4889,1.25330,1516.69
4890,1.10273,1516.88
4891,0.88214,1517.06
4892,0.33521,1517.25
4893,0.36744,1517.44
4894,-0.07813,1517.63
4895,0.13785,1517.81
4896,-0.09969,1518.00
4897,0.17370,1518.19
4898,-0.11993,1518.38
4899,0.40424,1518.56
4900,0.53249,1518.75
4901,0.87999,1518.94
4902,1.04576,1519.13
4903,1.22845,1519.31
4904,0.98844,1519.50
4905,1.36149,1519.69
4906,0.89622,1519.88
4907,0.41559,1520.06
4908,0.51447,1520.25
4909,0.73554,1520.44
4910,0.18028,1520.63
4911,0.55654,1520.81
4912,0.86462,1521.00
4913,0.93371,1521.19
4914,0.88704,1521.38
4915,1.05144,1521.56
4916,0.96145,1521.75
4917,1.08616,1521.94
4918,0.73065,1522.13
4919,0.31897,1522.31
4920,-0.36156,1522.50
4921,-0.63400,1522.69
4922,-0.95219,1522.88
4923,-1.16957,1523.06
4924,-1.52751,1523.25
4925,-1.29141,1523.44
4926,-1.36115,1523.63
4927,-1.21089,1523.81
4928,-0.68788,1524.00
4929,-0.38819,1524.19
4930,-0.24282,1524.38
4931,-0.11665,1524.56
4932,-0.06346,1524.75
4933,-0.13663,1524.94
4934,-0.12349,1525.13
4935,-0.90899,1525.31
4936,-0.66049,1525.50
4937,-1.04184,1525.69
4938,-1.09954,1525.88
4939,-0.88501,1526.06
4940,-0.73836,1526.25
4941,-0.59901,1526.44
4942,-0.69584,1526.63
4943,-0.57861,1526.81
4944,-0.27352,1527.00
4945,-0.14114,1527.19
4946,-0.39316,1527.38
4947,-0.61252,1527.56
4948,-0.68326,1527.75
4949,-1.34289,1527.94
4950,-1.39974,1528.13
4951,-1.66301,1528.31
4952,-1.43549,1528.50
4953,-1.44657,1528.69
4954,-1.06292,1528.88
4955,-0.72410,1529.06
4956,-0.51368,1529.25
4957,-0.01830,1529.44
4958,0.27445,1529.63
4959,0.79512,1529.81
4960,0.94210,1530.00
4961,0.91014,1530.19
4962,1.14440,1530.38
4963,0.67124,1530.56
4964,0.40442,1530.75
4965,0.73012,1530.94
4966,0.61685,1531.13
4967,0.28052,1531.31
4968,0.67004,1531.50
4969,0.48329,1531.69
4970,0.68446,1531.88
4971,1.02508,1532.06
4972,1.04776,1532.25
4973,0.97471,1532.44
4974,1.27460,1532.63
4975,0.86492,1532.81
4976,0.37397,1533.00
4977,0.61520,1533.19
4978,0.05666,1533.38
4979,0.03202,1533.56
4980,-0.02365,1533.75
4981,-0.27492,1533.94
4982,-0.01884,1534.13
4983,0.68065,1534.31
4984,0.55606,1534.50
4985,1.00164,1534.69
4986,1.41621,1534.88
4987,1.51439,1535.06
4988,1.59763,1535.25
4989,1.72358,1535.44
4990,1.24737,1535.63
4991,0.81016,1535.81
4992,0.67867,1536.00
4993,0.43714,1536.19
4994,-0.03045,1536.38
4995,-0.24969,1536.56
4996,-0.11631,1536.75
4997,-0.31674,1536.94
4998,-0.47205,1537.13
4999,-0.28010,1537.31
