Id,Value
2141,25.219
2142,42.350
2143,45.844
2144,41.022
2145,42.439
2146,70.685
2147,52.636
2148,47.059
2149,45.206
2150,43.306
2151,45.993
2152,63.410
2153,50.090
2154,59.830
2155,44.706
2156,53.275
2157,54.679
2158,59.914
2159,56.456
2160,53.962
2161,60.042
2162,42.282
2163,49.860
2164,63.085
2165,68.319
2166,60.971
2167,33.162
2168,60.134
2169,47.157
2170,52.992
2171,45.649
2172,50.952
2173,53.156
2174,40.898
2175,47.941
2176,62.711
2177,52.846
2178,66.578
2179,52.189
2180,25.487
2181,61.258
2182,46.617
2183,37.230
2184,58.584
2185,28.493
2186,40.279
2187,36.757
2188,39.591
2189,45.447
2190,38.555
2191,58.085
2192,40.358
2193,64.389
2194,39.588
2195,55.578
2196,45.602
2197,44.370
2198,42.788
2199,36.801
2200,55.653
2201,38.925
2202,50.016
2203,49.140
2204,43.332
2205,59.737
2206,58.014
2207,65.554
2208,71.354
2209,28.494
2210,41.373
2211,60.483
2212,49.829
2213,41.272
2214,52.831
2215,44.958
2216,26.684
2217,37.686
2218,53.189
2219,41.846
2220,43.827
2221,42.683
2222,35.862
2223,49.182
2224,69.821
2225,52.793
2226,58.780
2227,19.966
2228,47.389
2229,42.691
2230,38.169
2231,53.744
2232,37.602
2233,44.285
2234,50.118
2235,72.651
2236,38.783
2237,52.471
2238,51.649
2239,60.465
2240,48.634
2241,54.945
2242,53.925
2243,33.385
2244,69.885
2245,52.950
2246,65.401
2247,58.760
2248,50.217
2249,40.588
2250,54.043
2251,45.424
2252,45.309
2253,50.283
2254,59.201
2255,47.083
2256,52.289
2257,67.143
2258,48.202
2259,55.759
2260,44.224
2261,47.912
2262,53.924
2263,53.395
2264,49.850
2265,42.604
2266,60.014
2267,38.783
2268,40.075
2269,46.152
2270,57.097
2271,48.028
2272,51.869
2273,60.505
2274,55.895
2275,61.062
2276,33.848
2277,48.502
2278,47.629
2279,29.573
2280,40.165
2281,69.468
2282,63.358
2283,48.314
2284,60.222
2285,35.024
2286,36.633
2287,53.560
2288,43.678
2289,60.561
2290,40.541
2291,58.640
2292,61.601
2293,50.699
2294,41.188
2295,38.814
2296,57.249
2297,45.332
2298,43.611
2299,49.067
2300,53.260
2301,49.270
2302,66.487
2303,30.509
2304,65.210
2305,55.439
2306,34.763
2307,44.500
2308,36.699
2309,44.595
2310,50.122
2311,65.480
2312,47.017
2313,45.467
2314,38.168
2315,55.322
2316,50.972
2317,58.691
2318,47.936
2319,52.008
2320,44.215
2321,50.200
2322,61.299
2323,44.588
2324,53.322
2325,61.278
2326,52.729
2327,48.489
2328,57.523
2329,51.573
2330,40.976
2331,33.460
2332,55.250
2333,40.083
2334,54.056
2335,53.245
2336,46.366
2337,55.098
2338,41.097
2339,67.525
2340,54.424
2341,64.737
2342,52.945
2343,29.863
2344,68.466
2345,45.062
2346,56.403
2347,57.110
2348,55.688
2349,54.535
2350,50.522
2351,48.072
2352,53.230
2353,60.920
2354,54.469
2355,38.517
2356,59.665
2357,60.301
2358,48.072
2359,45.810
2360,50.830
2361,39.157
2362,53.070
2363,58.108
2364,51.802
2365,52.648
2366,59.080
2367,43.118
2368,45.929
2369,37.356
2370,42.736
2371,56.064
2372,32.829
2373,54.910
2374,55.622
2375,54.371
2376,45.356
2377,47.661
2378,46.874
2379,52.647
2380,60.989
2381,42.999
2382,49.921
2383,66.151
2384,62.887
2385,59.772
2386,52.313
2387,49.829
2388,55.617
2389,34.342
2390,44.498
2391,48.317
2392,41.621
2393,44.031
2394,56.161
2395,41.445
2396,56.874
2397,58.295
2398,46.492
2399,63.402
2400,39.764
2401,60.384
2402,46.322
2403,59.232
2404,69.801
2405,62.833
2406,34.356
2407,44.795
2408,63.362
2409,49.094
2410,47.781
2411,39.820
2412,52.264
2413,60.132
2414,54.473
2415,63.015
2416,44.466
2417,51.525
2418,42.317
2419,40.642
2420,38.287
2421,37.577
2422,43.497
2423,46.835
2424,50.710
2425,49.281
2426,45.051
2427,63.788
2428,68.956
2429,61.780
2430,68.587
2431,37.142
2432,41.016
2433,51.254
2434,50.322
2435,39.957
2436,51.901
2437,56.719
2438,61.187
2439,66.166
2440,61.186
2441,49.041
2442,51.814
2443,56.201
2444,42.480
2445,75.082
2446,48.198
2447,47.117
2448,40.590
2449,45.806
2450,47.507
2451,50.182
2452,51.701
2453,40.541
2454,49.714
2455,44.510
2456,39.001
2457,54.704
2458,47.112
2459,42.268
2460,69.199
2461,52.984
2462,62.907
2463,48.906
2464,65.088
2465,51.267
2466,46.634
2467,53.257
2468,47.981
2469,39.478
2470,43.686
2471,43.570
2472,23.863
2473,54.252
2474,43.309
2475,38.684
2476,51.483
2477,67.152
2478,48.564
2479,38.666
2480,30.933
2481,45.069
2482,42.836
2483,55.801
2484,56.153
2485,43.972
2486,38.815
2487,53.580
2488,47.943
2489,62.121
2490,52.468
2491,35.172
2492,56.930
2493,49.058
2494,54.249
2495,53.166
2496,59.655
2497,64.183
2498,49.220
2499,54.718
2500,52.127
2501,61.833
2502,44.944
2503,49.973
2504,62.123
2505,51.339
2506,44.604
2507,40.059
2508,52.115
2509,37.806
2510,51.133
2511,50.364
2512,58.352
2513,41.184
2514,46.902
2515,66.852
2516,48.038
2517,42.415
2518,36.118
2519,61.368
2520,54.686
2521,38.288
2522,43.909
2523,55.627
2524,61.303
2525,61.280
2526,43.345
2527,57.193
2528,45.757
2529,53.582
2530,39.412
2531,33.890
2532,50.002
2533,55.946
2534,62.146
2535,36.455
2536,43.794
2537,50.001
2538,50.648
2539,69.592
2540,66.614
2541,36.559
2542,66.612
2543,62.572
2544,58.969
2545,43.163
2546,51.760
2547,53.965
2548,29.047
2549,59.892
2550,43.532
2551,50.170
2552,34.476
2553,63.711
2554,44.248
2555,49.136
2556,42.332
2557,48.074
2558,61.282
2559,33.277
2560,58.515
2561,64.567
2562,40.418
2563,47.002
2564,60.038
2565,51.131
2566,39.312
2567,51.258
2568,54.519
2569,58.212
2570,57.485
2571,41.701
2572,56.520
2573,42.724
2574,38.255
2575,62.559
2576,53.078
2577,51.463
2578,57.368
2579,44.829
2580,58.095
2581,64.454
2582,31.309
2583,38.343
2584,48.313
2585,37.944
2586,48.602
2587,55.275
2588,43.924
2589,38.708
2590,59.350
2591,61.017
2592,67.122
2593,43.098
2594,58.309
2595,57.514
2596,58.443
2597,48.443
2598,55.549
2599,49.131
2600,50.150
2601,55.983
2602,54.952
2603,36.745
2604,74.463
2605,73.440
2606,52.083
2607,67.041
2608,34.797
2609,42.707
2610,46.911
2611,38.645
2612,63.452
2613,41.529
2614,41.312
2615,54.784
2616,60.390
2617,49.774
2618,55.282
2619,57.999
2620,34.044
2621,45.138
2622,46.299
2623,51.205
2624,50.932
2625,57.332
2626,38.417
2627,58.010
2628,38.555
2629,55.591
2630,68.210
2631,45.414
2632,28.082
2633,41.498
2634,51.182
2635,51.202
2636,50.288
2637,41.091
2638,57.499
2639,62.286
2640,44.338
2641,50.006
2642,50.621
2643,55.784
2644,48.042
2645,48.092
2646,52.339
2647,50.454
2648,51.794
2649,46.855
2650,40.662
2651,36.992
2652,50.439
2653,37.896
2654,57.647
2655,78.207
2656,55.100
2657,55.363
2658,53.500
2659,70.823
2660,46.624
2661,71.920
2662,55.862
2663,40.280
2664,48.451
2665,59.103
2666,61.022
2667,47.905
2668,52.818
2669,71.350
2670,46.398
2671,53.967
2672,54.212
2673,38.830
2674,41.155
2675,37.475
2676,72.600
2677,49.526
2678,33.095
2679,41.290
2680,55.273
2681,53.030
2682,54.566
2683,56.826
2684,66.864
2685,49.669
2686,19.940
2687,37.943
2688,53.465
2689,51.956
2690,44.994
2691,46.232
2692,53.902
2693,59.965
2694,64.387
2695,35.255
2696,68.564
2697,56.782
2698,52.625
2699,45.187
2700,30.676
2701,21.135
2702,47.492
2703,55.133
2704,56.117
2705,52.522
2706,40.646
2707,34.858
2708,65.517
2709,51.611
2710,35.447
2711,65.819
2712,47.860
2713,47.021
2714,49.298
2715,29.020
2716,54.723
2717,38.109
2718,47.446
2719,49.737
2720,67.606
2721,57.081
2722,48.503
2723,39.380
2724,64.102
2725,64.821
2726,60.459
2727,50.997
2728,54.717
2729,46.565
2730,51.749
2731,49.260
2732,50.937
2733,69.746
2734,40.911
2735,35.559
2736,43.677
2737,43.408
2738,57.751
2739,56.584
2740,46.764
2741,50.411
2742,66.852
2743,63.511
2744,66.318
2745,44.528
2746,69.184
2747,58.739
2748,54.099
2749,58.802
2750,42.257
2751,55.871
2752,34.767
2753,49.413
2754,56.300
2755,65.140
2756,39.244
2757,52.737
2758,45.664
2759,51.673
2760,34.533
2761,38.093
2762,48.074
2763,53.602
2764,49.238
2765,50.972
2766,63.266
2767,64.442
2768,57.655
2769,55.921
2770,32.670
2771,47.835
2772,58.651
2773,45.370
2774,53.845
2775,51.501
2776,39.484
2777,39.860
2778,59.917
2779,56.609
2780,43.409
2781,58.709
2782,61.399
2783,47.621
2784,63.018
2785,57.238
2786,47.392
2787,61.407
2788,38.412
2789,36.208
2790,50.667
2791,54.767
2792,50.222
2793,65.001
2794,57.415
2795,51.059
2796,44.688
2797,57.198
2798,51.743
2799,44.938
2800,48.284
2801,49.105
2802,28.468
2803,49.715
2804,37.086
2805,40.251
2806,45.622
2807,47.230
2808,52.017
2809,40.139
2810,57.054
2811,54.387
2812,40.178
2813,56.097
2814,36.035
2815,64.856
2816,44.678
2817,51.250
2818,70.149
2819,38.870
2820,51.366
2821,37.420
2822,71.906
2823,47.282
2824,40.816
2825,53.658
2826,60.564
2827,52.004
2828,42.557
2829,58.779
2830,39.485
2831,46.086
2832,36.825
2833,44.542
2834,59.250
2835,45.797
2836,48.630
2837,35.068
2838,65.277
2839,38.214
2840,27.556
2841,51.148
2842,66.101
2843,39.896
2844,41.612
2845,43.156
2846,48.398
2847,60.512
2848,41.595
2849,50.720
2850,53.376
2851,70.825
2852,57.929
2853,54.181
2854,48.699
2855,40.952
2856,57.592
2857,58.859
2858,62.833
2859,67.247
2860,59.243
2861,37.595
2862,39.039
2863,32.976
2864,49.706
2865,45.568
2866,48.867
2867,37.469
2868,50.100
2869,62.002
2870,47.252
2871,48.909
2872,56.860
2873,58.464
2874,62.262
2875,52.930
2876,47.126
2877,58.450
2878,53.122
2879,44.861
2880,40.106
2881,55.963
2882,34.466
2883,48.686
2884,45.611
2885,45.590
2886,55.909
2887,44.075
2888,45.215
2889,61.697
2890,30.927
2891,60.033
2892,62.373
2893,52.489
2894,43.864
2895,58.824
2896,43.958
2897,55.836
2898,51.639
2899,53.931
2900,40.498
2901,64.688
2902,59.212
2903,36.317
2904,50.656
2905,60.648
2906,41.652
2907,38.373
2908,45.792
2909,52.293
2910,31.442
2911,46.204
2912,35.571
2913,33.398
2914,41.076
2915,70.370
2916,55.328
2917,52.041
2918,42.362
2919,54.908
2920,61.097
2921,43.216
2922,50.568
2923,32.447
2924,40.713
2925,53.972
2926,54.676
2927,55.681
2928,59.249
2929,45.331
2930,51.291
2931,41.223
2932,48.281
2933,62.035
2934,56.439
2935,45.695
2936,54.317
2937,44.961
2938,43.938
2939,31.093
2940,54.978
2941,48.546
2942,66.691
2943,31.836
2944,55.729
2945,36.735
2946,40.693
2947,45.045
2948,46.381
2949,40.647
2950,75.458
2951,50.212
2952,46.923
2953,43.530
2954,42.027
2955,70.495
2956,48.102
2957,49.587
2958,43.695
2959,61.565
2960,49.718
2961,16.538
2962,56.208
2963,39.610
2964,62.409
2965,47.695
2966,56.877
2967,57.145
2968,34.588
2969,61.979
2970,41.844
2971,57.324
2972,32.300
2973,53.040
2974,82.643
2975,51.408
2976,47.346
2977,49.789
2978,50.812
2979,40.697
2980,33.850
2981,53.731
2982,50.301
2983,57.587
2984,51.495
2985,51.575
2986,54.215
2987,52.213
2988,41.195
2989,34.833
2990,44.777
2991,48.289
2992,64.135
2993,46.378
2994,40.476
2995,46.832
2996,61.987
2997,35.531
2998,45.453
2999,54.617
3000,37.261
3001,26.843
3002,61.009
3003,60.898
3004,55.289
3005,54.284
3006,56.402
3007,67.989
3008,37.578
3009,65.718
3010,38.636
3011,66.209
3012,47.343
3013,62.757
3014,50.714
3015,61.788
3016,46.227
3017,46.978
3018,49.766
3019,62.954
3020,51.967
3021,48.291
3022,46.668
3023,32.695
3024,53.771
3025,44.447
3026,47.880
3027,46.734
3028,53.831
3029,47.499
3030,50.370
3031,52.336
3032,27.502
3033,46.330
3034,33.420
3035,66.609
3036,53.577
3037,59.909
3038,40.550
3039,75.645
3040,49.808
3041,59.904
3042,46.956
3043,30.126
3044,55.859
3045,60.387
3046,56.704
3047,37.300
3048,58.236
3049,50.153
3050,53.777
3051,67.344
3052,55.307
3053,44.469
3054,57.855
3055,46.814
3056,57.689
3057,40.964
3058,22.309
3059,38.809
3060,34.402
3061,57.968
3062,45.830
3063,47.700
3064,40.746
3065,50.781
3066,62.823
3067,60.379
3068,50.779
3069,48.176
3070,40.820
3071,46.192
3072,63.443
3073,55.131
3074,40.382
3075,32.549
3076,56.036
3077,48.735
3078,43.657
3079,42.826
3080,62.093
3081,46.237
3082,48.423
3083,43.221
3084,56.588
3085,42.998
3086,56.578
3087,47.215
3088,39.835
3089,46.443
3090,57.488
3091,39.918
3092,45.424
3093,38.710
3094,46.055
3095,38.038
3096,52.132
3097,49.307
3098,66.312
3099,44.870
3100,41.205
3101,52.138
3102,42.112
3103,52.896
3104,48.297
3105,56.174
3106,18.206
3107,39.877
3108,36.456
3109,40.020
3110,53.185
3111,41.178
3112,52.963
3113,49.993
3114,66.528
3115,59.453
3116,65.796
3117,52.279
3118,34.265
3119,50.942
3120,67.869
3121,56.943
3122,43.033
3123,39.464
3124,42.465
3125,33.729
3126,66.645
3127,43.507
3128,59.811
3129,56.456
3130,47.438
3131,47.703
3132,51.737
3133,54.871
3134,50.225
3135,65.201
3136,62.903
3137,62.267
3138,38.958
3139,47.248
3140,42.835
3141,64.573
3142,49.925
3143,55.026
3144,54.832
3145,67.181
3146,54.582
3147,56.721
3148,55.957
3149,45.646
3150,46.870
3151,51.078
3152,54.855
3153,41.189
3154,61.072
3155,44.379
3156,39.248
3157,51.180
3158,53.107
3159,55.854
3160,78.836
3161,57.384
3162,50.891
3163,54.017
3164,39.939
3165,53.997
3166,41.920
3167,43.060
3168,39.235
3169,61.260
3170,47.659
3171,54.458
3172,61.735
3173,54.388
3174,53.874
3175,58.824
3176,49.786
3177,46.586
3178,53.406
3179,37.367
3180,39.364
3181,61.419
3182,45.638
3183,47.512
3184,43.553
3185,71.423
3186,49.245
3187,57.800
3188,51.619
3189,46.832
3190,49.632
3191,50.726
3192,58.137
3193,47.795
3194,40.055
3195,43.452
3196,39.363
3197,61.365
3198,53.460
3199,46.245
3200,61.321
3201,50.770
3202,34.482
3203,35.068
3204,47.295
3205,38.137
3206,36.936
3207,38.306
3208,45.968
3209,49.350
3210,45.578
3211,46.189
3212,41.483
3213,51.490
3214,71.011
3215,34.904
3216,52.058
3217,50.010
3218,43.637
3219,52.599
3220,68.730
3221,52.999
3222,50.937
3223,42.567
3224,35.948
3225,38.668
3226,43.923
3227,53.776
3228,59.405
3229,44.959
3230,56.797
3231,22.673
3232,59.471
3233,43.856
3234,52.246
3235,48.703
3236,54.724
3237,51.664
3238,54.443
3239,59.459
3240,41.465
3241,52.420
3242,49.212
3243,56.201
3244,45.192
3245,54.777
3246,35.509
3247,56.391
3248,53.126
3249,69.223
3250,52.881
3251,20.717
3252,33.168
3253,62.734
3254,57.010
3255,39.436
3256,38.810
3257,40.283
3258,63.857
3259,56.043
3260,53.274
3261,47.130
3262,54.331
3263,54.262
3264,47.126
3265,53.289
3266,47.525
3267,37.427
3268,53.984
3269,54.668
3270,66.441
3271,58.062
3272,69.076
3273,55.563
3274,49.524
3275,57.517
3276,51.760
3277,52.787
3278,43.195
3279,48.731
3280,53.145
3281,56.195
3282,32.483
3283,43.939
3284,57.346
3285,52.606
3286,57.510
3287,49.654
3288,55.207
3289,69.949
3290,37.947
3291,48.004
3292,25.482
3293,34.582
3294,50.544
3295,66.143
3296,43.083
3297,50.343
3298,43.306
3299,51.898
3300,54.180
3301,33.977
3302,41.172
3303,49.265
3304,55.820
3305,53.082
3306,49.099
3307,64.947
3308,46.934
3309,58.049
3310,63.617
3311,63.486
3312,58.933
3313,54.912
3314,50.890
3315,50.307
3316,43.882
3317,27.061
3318,65.263
3319,48.613
3320,56.335
3321,63.271
3322,53.935
3323,63.654
3324,53.885
3325,46.641
3326,38.969
3327,69.179
3328,48.686
3329,43.134
3330,49.547
3331,59.112
3332,47.012
3333,63.354
3334,65.761
3335,38.389
3336,29.291
3337,50.237
3338,37.325
3339,54.623
3340,33.761
3341,51.016
3342,61.707
3343,40.374
3344,52.717
3345,43.017
3346,48.608
3347,60.370
3348,45.117
3349,30.771
3350,46.029
3351,46.499
3352,64.501
3353,61.263
3354,58.336
3355,49.330
3356,46.586
3357,55.985
3358,45.272
3359,67.566
3360,39.177
3361,38.429
3362,68.549
3363,36.294
3364,43.915
3365,47.106
3366,67.560
3367,28.976
3368,50.452
3369,61.182
3370,43.268
3371,60.882
3372,40.404
3373,44.920
3374,40.000
3375,26.663
3376,38.341
3377,36.732
3378,52.573
3379,61.297
3380,50.133
3381,36.685
3382,47.074
3383,69.911
3384,55.465
3385,55.876
3386,55.564
3387,60.299
3388,37.573
3389,44.815
3390,52.685
3391,52.911
3392,37.144
3393,49.398
3394,44.463
3395,44.501
3396,73.566
3397,36.425
3398,38.873
3399,44.405
3400,47.489
3401,53.887
3402,54.552
3403,53.237
3404,50.441
3405,35.928
3406,54.704
3407,50.161
3408,56.651
3409,40.294
3410,37.607
3411,44.383
3412,38.550
3413,33.471
3414,54.682
3415,50.685
3416,45.833
3417,52.076
3418,47.726
3419,37.497
3420,60.792
3421,47.371
3422,37.764
3423,41.159
3424,56.394
3425,57.756
3426,51.139
3427,41.426
3428,50.219
3429,30.245
3430,48.048
3431,60.108
3432,35.537
3433,52.433
3434,47.355
3435,57.012
3436,47.692
3437,42.878
3438,45.576
3439,51.595
3440,38.775
3441,56.230
3442,57.395
3443,47.794
3444,35.831
3445,37.571
3446,75.239
3447,53.388
3448,54.625
3449,35.581
3450,57.498
3451,58.469
3452,45.863
3453,51.755
3454,52.244
3455,60.651
3456,53.263
3457,50.093
3458,49.031
3459,47.991
3460,46.021
3461,44.141
3462,42.814
3463,47.194
3464,55.269
3465,34.202
3466,68.092
3467,53.083
3468,33.907
3469,58.224
3470,56.151
3471,42.297
3472,42.284
3473,47.179
3474,42.968
3475,45.117
3476,52.619
3477,59.634
3478,43.032
3479,63.975
3480,50.717
3481,58.106
3482,49.836
3483,43.700
3484,52.467
3485,48.113
3486,34.231
3487,52.999
3488,41.130
3489,54.929
3490,39.355
3491,49.788
3492,64.786
3493,69.333
3494,40.051
3495,33.543
3496,42.048
3497,35.157
3498,42.168
3499,57.547
3500,34.372
3501,53.855
3502,59.831
3503,52.487
3504,44.896
3505,52.155
3506,56.655
3507,51.258
3508,50.679
3509,44.012
3510,56.739
3511,58.467
3512,44.663
3513,49.025
3514,45.847
3515,45.255
3516,37.631
3517,39.470
3518,44.399
3519,45.279
3520,49.482
3521,51.229
3522,49.834
3523,52.136
3524,42.985
3525,43.547
3526,43.846
3527,36.586
3528,72.322
3529,56.266
3530,48.639
3531,62.538
3532,54.458
3533,48.403
3534,53.567
3535,46.246
3536,50.756
3537,61.379
3538,44.112
3539,45.733
3540,50.045
3541,42.167
3542,59.618
3543,64.987
3544,62.358
3545,34.287
3546,48.425
3547,50.929
3548,61.835
3549,35.048
3550,22.128
3551,55.847
3552,55.983
3553,46.894
3554,60.950
3555,61.740
3556,53.683
3557,48.517
3558,41.247
3559,61.322
3560,65.809
3561,44.108
3562,45.894
3563,38.255
3564,54.561
3565,50.957
3566,53.162
3567,73.151
3568,60.257
3569,47.391
3570,55.023
3571,49.440
3572,47.287
3573,44.916
3574,43.354
3575,37.367
3576,53.621
3577,71.009
3578,56.809
3579,51.164
3580,42.492
3581,63.212
3582,49.271
3583,59.867
3584,49.620
3585,36.513
3586,56.349
3587,41.190
3588,66.745
3589,45.522
3590,43.637
3591,49.015
3592,33.413
3593,54.764
3594,65.304
3595,38.770
3596,36.718
3597,47.012
3598,53.078
3599,65.641
3600,54.314
3601,47.525
3602,54.416
3603,56.734
3604,65.235
3605,41.937
3606,41.217
3607,66.464
3608,48.523
3609,50.458
3610,33.089
3611,34.565
3612,47.878
3613,49.371
3614,48.257
3615,36.566
3616,51.276
3617,61.179
3618,51.920
3619,44.758
3620,66.327
3621,69.584
3622,43.454
3623,25.380
3624,63.049
3625,35.707
3626,34.653
3627,47.038
3628,45.569
3629,51.826
3630,69.531
3631,35.425
3632,50.187
3633,58.449
3634,39.898
3635,47.191
3636,40.766
3637,46.157
3638,40.127
3639,42.500
3640,40.844
3641,46.770
3642,51.117
3643,47.207
3644,41.083
3645,42.825
3646,47.617
3647,56.493
3648,54.451
3649,33.662
3650,28.341
3651,51.745
3652,60.018
3653,46.707
3654,60.287
3655,36.575
3656,40.824
3657,60.645
3658,43.675
3659,45.692
3660,78.315
3661,48.386
3662,57.472
3663,49.210
3664,49.386
3665,42.364
3666,48.120
3667,47.584
3668,54.628
3669,47.399
3670,42.276
3671,44.074
3672,31.325
3673,28.247
3674,42.625
3675,47.390
3676,59.916
3677,68.180
3678,51.529
3679,48.642
3680,45.279
3681,61.618
3682,59.110
3683,52.449
3684,61.101
3685,29.642
3686,49.670
3687,56.976
3688,53.628
3689,53.425
3690,51.913
3691,49.162
3692,65.271
3693,63.624
3694,74.954
3695,63.564
3696,57.813
3697,52.341
3698,56.634
3699,29.673
3700,36.270
3701,43.939
3702,18.786
3703,39.527
3704,45.393
3705,47.414
3706,32.497
3707,43.431
3708,59.809
3709,59.140
3710,38.703
3711,48.136
3712,46.743
3713,57.506
3714,38.514
3715,51.083
3716,51.565
3717,40.736
3718,42.582
3719,51.629
3720,56.930
3721,34.986
3722,39.435
3723,47.830
3724,48.502
3725,39.048
3726,30.877
3727,42.009
3728,53.638
3729,49.406
3730,71.809
3731,59.368
3732,61.721
3733,53.200
3734,64.537
3735,32.080
3736,41.608
3737,36.250
3738,63.711
3739,55.872
3740,42.789
3741,44.585
3742,54.353
3743,49.062
3744,53.723
3745,47.798
3746,70.066
3747,51.281
3748,53.375
3749,46.795
3750,53.669
3751,51.141
3752,50.485
3753,48.410
3754,35.313
3755,44.912
3756,45.463
3757,39.571
3758,51.354
3759,35.375
3760,67.698
3761,53.239
3762,43.127
3763,45.712
3764,40.457
3765,53.886
3766,55.269
3767,56.280
3768,59.366
3769,38.033
3770,41.059
3771,49.546
3772,42.464
3773,61.769
3774,49.279
3775,51.202
3776,47.355
3777,54.276
3778,46.283
3779,46.929
3780,60.609
3781,47.709
3782,45.304
3783,53.857
3784,29.575
3785,33.849
3786,42.932
3787,50.891
3788,52.173
3789,37.221
3790,50.691
3791,46.278
3792,53.775
3793,48.568
3794,45.782
3795,64.574
3796,64.249
3797,64.273
3798,46.679
3799,62.395
3800,59.338
3801,64.899
3802,31.892
3803,62.757
3804,49.437
3805,42.383
3806,41.855
3807,49.026
3808,44.794
3809,60.036
3810,69.923
3811,44.795
3812,58.057
3813,48.052
3814,42.735
3815,45.884
3816,42.206
3817,62.122
3818,35.143
3819,57.009
3820,59.377
3821,31.810
3822,57.492
3823,50.234
3824,44.835
3825,71.373
3826,53.968
3827,55.120
3828,62.927
3829,66.861
3830,35.299
3831,47.269
3832,34.141
3833,54.759
3834,55.451
3835,47.391
3836,66.148
3837,49.082
3838,40.883
3839,54.546
3840,43.944
3841,47.134
3842,35.342
3843,51.115
3844,48.569
3845,56.295
3846,50.536
3847,28.638
3848,44.918
3849,54.152
3850,29.550
3851,49.188
3852,47.233
3853,30.359
3854,50.159
3855,38.881
3856,47.746
3857,64.175
3858,52.024
3859,50.254
3860,42.385
3861,68.739
3862,63.781
3863,66.146
3864,47.137
3865,43.658
3866,60.871
3867,43.519
3868,57.666
3869,56.321
3870,31.823
3871,62.412
3872,57.516
3873,44.699
3874,58.279
3875,31.688
3876,53.847
3877,61.975
3878,34.221
3879,43.616
3880,53.482
3881,66.148
3882,36.840
3883,48.456
3884,63.469
3885,58.222
3886,50.465
3887,50.646
3888,50.788
3889,50.164
3890,43.150
3891,43.801
3892,41.135
3893,67.626
3894,46.610
3895,58.213
3896,27.528
3897,47.046
3898,33.971
3899,53.167
3900,64.932
3901,56.842
3902,52.632
3903,67.584
3904,41.227
3905,46.577
3906,42.382
3907,57.121
3908,51.198
3909,53.878
3910,59.124
3911,46.856
3912,42.305
3913,50.154
3914,64.992
3915,43.859
3916,37.250
3917,32.522
3918,60.540
3919,60.712
3920,47.803
3921,49.510
3922,53.927
3923,53.569
3924,58.909
3925,47.675
3926,50.291
3927,41.051
3928,48.435
3929,51.068
3930,42.296
3931,57.945
3932,52.354
3933,51.684
3934,55.080
3935,53.843
3936,40.023
3937,49.396
3938,48.134
3939,51.204
3940,56.829
3941,43.832
3942,51.558
3943,50.403
3944,66.093
3945,43.805
3946,47.296
3947,55.439
3948,38.930
3949,40.144
3950,53.558
3951,58.875
3952,51.199
3953,41.717
3954,52.995
3955,32.245
3956,53.043
3957,46.165
3958,40.652
3959,46.880
3960,52.278
3961,58.933
3962,59.332
3963,38.882
3964,51.060
3965,65.697
3966,52.256
3967,67.942
3968,56.877
3969,47.942
3970,61.378
3971,52.537
3972,54.044
3973,47.224
3974,44.193
3975,64.408
3976,67.002
3977,54.069
3978,55.405
3979,31.674
3980,56.089
3981,39.863
3982,57.061
3983,47.434
3984,58.405
3985,54.531
3986,79.876
3987,57.937
3988,61.054
3989,74.107
3990,37.838
3991,58.422
3992,63.635
3993,57.855
3994,33.680
3995,70.487
3996,48.932
3997,64.576
3998,46.484
3999,50.926
4000,62.211
4001,75.614
4002,59.530
4003,51.924
4004,41.706
4005,53.064
4006,47.898
4007,61.695
4008,41.249
4009,68.755
4010,57.641
4011,31.249
4012,53.872
4013,32.309
4014,32.856
4015,46.238
4016,50.223
4017,65.617
4018,40.753
4019,43.596
4020,56.923
4021,64.206
4022,64.167
4023,50.570
4024,64.473
4025,26.525
4026,52.817
4027,45.269
4028,45.692
4029,58.851
4030,53.691
4031,61.934
4032,53.311
4033,38.712
4034,51.352
4035,65.067
4036,46.217
4037,60.330
4038,41.118
4039,45.020
4040,42.135
4041,61.024
4042,46.578
4043,76.222
4044,48.678
4045,47.607
4046,71.724
4047,54.805
4048,50.021
4049,43.352
4050,55.593
4051,36.100
4052,26.632
4053,54.701
4054,63.346
4055,61.596
4056,56.577
4057,49.322
4058,60.793
4059,57.966
4060,46.956
4061,45.564
4062,37.635
4063,51.478
4064,49.465
4065,58.779
4066,55.517
4067,40.782
4068,48.794
4069,52.563
4070,48.346
4071,50.515
4072,48.088
4073,51.502
4074,52.951
4075,46.363
4076,52.019
4077,65.924
4078,51.575
4079,48.302
4080,59.194
4081,36.408
4082,41.266
4083,54.114
4084,54.463
4085,55.046
4086,43.844
4087,50.982
4088,43.841
4089,57.838
4090,43.382
4091,48.183
4092,40.872
4093,65.194
4094,47.829
4095,39.561
4096,51.227
4097,48.653
4098,47.859
4099,58.415
4100,45.259
4101,72.297
4102,54.983
4103,54.270
4104,19.984
4105,65.636
4106,58.979
4107,51.597
4108,45.224
4109,32.834
4110,59.008
4111,53.343
4112,53.716
4113,50.440
4114,56.907
4115,53.052
4116,49.080
4117,43.208
4118,56.857
4119,56.113
4120,48.266
4121,47.624
4122,45.575
4123,37.671
4124,45.735
4125,46.956
4126,55.262
4127,41.886
4128,43.081
4129,55.107
4130,56.098
4131,55.936
4132,43.410
4133,41.868
4134,55.241
4135,50.477
4136,68.010
4137,42.039
4138,59.281
4139,59.386
