Id,Group,Value
1664,A,33.136
1665,A,56.766
1666,A,26.857
1667,A,26.070
1668,A,29.728
1669,A,40.123
1670,A,39.920
1671,A,17.434
1672,A,37.572
1673,A,33.705
1674,A,35.927
1675,A,26.130
1676,A,26.325
1677,A,21.075
1678,A,31.975
1679,A,31.690
1680,A,30.843
1681,A,33.832
1682,A,30.592
1683,A,29.861
1684,A,29.407
1685,A,41.420
1686,A,35.191
1687,A,40.426
1688,A,38.848
1689,A,19.915
1690,A,48.875
1691,A,28.090
1692,A,41.148
1693,A,45.966
1694,A,28.327
1695,A,44.665
1696,A,29.853
1697,A,36.463
1698,A,31.157
1699,A,46.764
1700,A,34.266
1701,A,35.687
1702,A,32.275
1703,A,37.032
1704,A,29.387
1705,A,32.038
1706,A,36.121
1707,A,34.017
1708,A,35.716
1709,A,38.070
1710,A,29.699
1711,A,31.457
1712,A,35.866
1713,A,25.996
1714,A,45.255
1715,A,31.576
1716,A,39.092
1717,A,49.470
1718,A,33.727
1719,A,37.689
1720,A,39.589
1721,A,43.522
1722,A,30.050
1723,A,41.529
1724,A,26.442
1725,A,38.422
1726,A,24.260
1727,A,46.792
1728,A,32.334
1729,A,55.460
1730,A,27.366
1731,A,41.386
1732,A,43.417
1733,A,35.066
1734,A,21.725
1735,A,27.727
1736,A,36.482
1737,A,52.958
1738,A,41.602
1739,A,22.491
1740,A,40.080
1741,A,24.469
1742,A,42.502
1743,A,30.289
1744,A,18.416
1745,A,36.885
1746,A,41.471
1747,A,36.053
1748,A,35.296
1749,A,33.613
1750,A,37.086
1751,A,31.867
1752,A,28.759
1753,A,37.155
1754,A,41.528
1755,A,32.670
1756,A,43.935
1757,A,25.905
1758,A,34.922
1759,A,28.343
1760,A,32.959
1761,A,29.986
1762,A,40.632
1763,A,20.974
1764,A,28.000
1765,A,43.326
1766,A,45.990
1767,A,26.489
1768,A,34.110
1769,A,26.648
1770,A,30.541
1771,A,24.335
1772,A,36.044
1773,A,25.403
1774,A,33.196
1775,A,40.775
1776,A,33.263
1777,A,42.828
1778,A,48.795
1779,A,33.023
1780,A,34.097
1781,A,34.520
1782,A,34.979
1783,A,29.846
1784,A,43.139
1785,A,60.038
1786,A,38.293
1787,A,36.835
1788,A,34.798
1789,A,32.983
1790,A,35.108
1791,A,19.193
1792,A,31.612
1793,A,30.264
1794,A,49.573
1795,A,39.780
1796,A,37.404
1797,A,43.414
1798,A,42.503
1799,A,25.230
1800,A,30.658
1801,A,36.557
1802,A,26.322
1803,A,34.152
1804,A,40.836
1805,A,21.274
1806,A,26.733
1807,A,37.833
1808,A,33.297
1809,A,32.168
1810,A,41.711
1811,A,33.342
1812,A,37.784
1813,A,35.541
1814,A,29.648
1815,A,35.168
1816,A,27.380
1817,A,34.811
1818,A,44.368
1819,A,30.017
1820,A,41.392
1821,A,46.022
1822,A,23.822
1823,A,25.932
1824,A,44.264
1825,A,27.920
1826,A,41.918
1827,A,17.227
1828,A,25.697
1829,A,43.115
1830,A,30.836
1831,A,29.076
1832,A,39.468
1833,A,34.042
1834,A,45.994
1835,A,35.220
1836,A,45.917
1837,A,32.304
1838,A,38.323
1839,A,40.896
1840,A,36.484
1841,A,33.303
1842,A,22.563
1843,A,47.277
1844,A,30.938
1845,A,29.126
1846,A,38.542
1847,A,37.443
1848,A,37.372
1849,A,29.544
1850,A,29.828
1851,A,39.928
1852,A,33.513
1853,A,30.173
1854,A,34.786
1855,A,39.635
1856,A,37.558
1857,A,38.321
1858,A,34.516
1859,A,27.336
1860,A,33.589
1861,A,33.376
1862,A,30.072
1863,A,40.644
1864,A,20.923
1865,A,23.382
1866,A,39.048
1867,A,37.485
1868,A,31.705
1869,A,23.970
1870,A,34.214
1871,A,40.639
1872,A,29.778
1873,A,31.164
1874,A,42.970
1875,A,32.827
1876,A,30.395
1877,A,24.815
1878,A,36.196
1879,A,43.523
1880,A,43.346
1881,A,28.010
1882,A,50.678
1883,A,24.670
1884,A,39.256
1885,A,30.213
1886,A,48.461
1887,A,23.259
1888,A,44.031
1889,A,41.670
1890,A,22.906
1891,A,23.965
1892,A,36.330
1893,A,26.000
1894,A,39.279
1895,A,38.445
1896,A,38.927
1897,A,31.448
1898,A,39.605
1899,A,34.875
1900,A,35.161
1901,A,34.372
1902,A,42.457
1903,A,47.451
1904,A,34.473
1905,A,35.873
1906,A,28.307
1907,A,33.888
1908,A,39.183
1909,A,37.525
1910,A,50.427
1911,A,31.169
1912,A,20.791
1913,A,34.429
1914,A,42.092
1915,A,25.070
1916,A,41.234
1917,A,33.809
1918,A,19.020
1919,A,35.282
1920,A,26.539
1921,A,42.792
1922,A,29.326
1923,A,46.566
1924,A,39.743
1925,A,22.691
1926,A,39.515
1927,A,41.776
1928,A,44.890
1929,A,27.044
1930,A,39.996
1931,A,37.557
1932,A,30.466
1933,A,36.431
1934,A,58.021
1935,A,27.306
1936,A,37.057
1937,A,47.250
1938,A,28.215
1939,A,34.169
1940,A,28.741
1941,A,32.107
1942,A,36.177
1943,A,44.632
1944,A,32.638
1945,A,46.064
1946,A,28.268
1947,A,20.875
1948,A,34.146
1949,A,45.664
1950,A,15.504
1951,A,36.152
1952,A,36.684
1953,A,43.985
1954,A,54.355
1955,A,25.120
1956,A,37.713
1957,A,31.338
1958,A,38.290
1959,A,21.624
1960,A,35.643
1961,A,25.715
1962,A,56.867
1963,A,35.149
1964,A,37.350
1965,A,28.248
1966,A,38.013
1967,A,40.170
1968,A,21.747
1969,A,34.040
1970,A,39.292
1971,A,32.587
1972,A,43.148
1973,A,46.397
1974,A,22.051
1975,A,19.250
1976,A,37.191
1977,A,29.103
1978,A,31.004
1979,A,25.065
1980,A,21.146
1981,A,40.076
1982,A,34.418
1983,A,33.598
1984,A,14.307
1985,A,54.477
1986,A,38.143
1987,A,16.611
1988,A,47.661
1989,A,45.450
1990,A,37.271
1991,A,41.998
1992,A,36.627
1993,A,29.608
1994,A,32.783
1995,A,28.944
1996,A,24.760
1997,A,38.196
1998,A,31.685
1999,A,45.566
2000,A,15.849
2001,A,39.204
2002,A,35.214
2003,A,20.727
2004,A,30.453
2005,A,30.250
2006,A,43.111
2007,A,24.471
2008,A,50.967
2009,A,26.601
2010,A,47.678
2011,A,29.033
2012,A,25.624
2013,A,42.863
2014,A,37.500
2015,A,33.875
2016,A,41.904
2017,A,27.528
2018,A,40.413
2019,A,33.038
2020,A,33.680
2021,A,27.262
2022,A,36.607
2023,A,32.134
2024,A,44.672
2025,A,32.278
2026,A,40.896
2027,A,29.879
2028,A,50.763
2029,A,44.171
2030,A,43.774
2031,A,48.607
2032,A,31.659
2033,A,30.299
2034,A,33.813
2035,A,25.900
2036,A,34.793
2037,A,45.526
2038,A,29.573
2039,A,38.062
2040,A,45.376
2041,A,44.243
2042,A,35.608
2043,A,31.952
2044,A,31.900
2045,A,31.711
2046,A,35.768
2047,A,37.421
2048,A,34.430
2049,A,34.223
2050,A,42.428
2051,A,34.844
2052,A,29.281
2053,A,31.666
2054,A,26.259
2055,A,32.956
2056,A,41.192
2057,A,43.409
2058,A,39.862
2059,A,42.995
2060,A,34.242
2061,A,39.597
2062,A,24.473
2063,A,41.672
2064,A,42.328
2065,A,19.628
2066,A,45.036
2067,A,30.224
2068,A,25.219
2069,A,44.846
2070,A,41.705
2071,A,32.212
2072,A,28.544
2073,A,40.138
2074,A,42.665
2075,A,44.392
2076,A,31.356
2077,A,34.055
2078,A,34.076
2079,A,45.908
2080,A,24.490
2081,A,40.350
2082,A,34.568
2083,A,35.489
2084,A,29.941
2085,A,18.424
2086,A,20.376
2087,A,43.953
2088,A,39.487
2089,A,36.777
2090,A,32.899
2091,A,44.039
2092,A,38.460
2093,A,34.353
2094,A,26.272
2095,A,42.598
2096,A,44.498
2097,A,36.978
2098,A,24.564
2099,A,38.588
2100,A,34.132
2101,A,48.833
2102,A,39.683
2103,A,49.952
2104,A,28.722
2105,A,26.253
2106,A,35.140
2107,A,41.795
2108,A,24.300
2109,A,20.083
2110,A,51.611
2111,A,43.841
2112,A,36.431
2113,A,27.592
2114,A,40.367
2115,A,44.308
2116,A,38.706
2117,A,27.653
2118,A,27.859
2119,A,35.907
2120,A,37.785
2121,A,35.385
2122,A,38.307
2123,A,41.891
2124,A,33.239
2125,A,20.713
2126,A,28.464
2127,A,39.519
2128,A,40.099
2129,A,22.722
2130,A,32.061
2131,A,30.090
2132,A,20.240
2133,A,42.477
2134,A,32.059
2135,A,23.479
2136,A,52.617
2137,A,56.666
2138,A,35.336
2139,A,48.493
2140,A,35.022
2141,A,49.773
2142,A,26.245
2143,A,43.696
2144,A,23.125
2145,A,29.590
2146,A,41.541
2147,A,37.593
2148,A,48.795
2149,A,31.218
2150,A,33.485
2151,A,40.187
2152,A,42.185
2153,A,35.137
2154,A,33.645
2155,A,33.330
2156,A,36.011
2157,A,40.831
2158,A,36.157
2159,A,30.153
2160,A,26.236
2161,A,36.248
2162,A,36.717
2163,A,48.967
2164,A,27.866
2165,A,29.004
2166,A,34.406
2167,A,30.080
2168,A,41.715
2169,A,25.386
2170,A,32.731
2171,A,39.062
2172,A,24.886
2173,A,42.700
2174,A,29.652
2175,A,24.735
2176,A,33.691
2177,A,34.160
2178,A,38.188
2179,A,38.079
2180,A,40.662
2181,A,32.406
2182,A,23.533
2183,A,17.815
2184,A,34.507
2185,A,27.826
2186,A,40.287
2187,A,34.684
2188,A,35.362
2189,A,42.480
2190,A,31.259
2191,A,39.397
2192,A,29.545
2193,A,11.115
2194,A,22.431
2195,A,33.836
2196,A,29.765
2197,A,37.985
2198,A,40.083
2199,A,33.805
2200,A,33.752
2201,A,22.283
2202,A,36.262
2203,A,21.442
2204,A,48.618
2205,A,37.189
2206,A,41.302
2207,A,42.596
2208,A,40.886
2209,A,33.482
2210,A,36.622
2211,A,36.274
2212,A,37.879
2213,A,27.116
2214,A,29.116
2215,A,36.011
2216,A,36.484
2217,A,40.154
2218,A,30.743
2219,A,22.946
2220,A,24.059
2221,A,47.608
2222,A,21.772
2223,A,36.603
2224,A,26.949
2225,A,27.145
2226,A,45.820
2227,A,33.468
2228,A,37.428
2229,A,33.973
2230,A,25.061
2231,A,34.853
2232,A,40.860
2233,A,27.810
2234,A,42.197
2235,A,34.166
2236,A,32.170
2237,A,19.587
2238,A,45.372
2239,A,34.869
2240,A,23.933
2241,A,42.041
2242,A,27.968
2243,A,25.712
2244,A,35.415
2245,A,29.447
2246,A,41.093
2247,A,39.022
2248,A,30.435
2249,A,49.875
2250,A,29.551
2251,A,36.503
2252,A,53.676
2253,A,29.442
2254,A,46.411
2255,A,20.711
2256,A,36.322
2257,A,17.492
2258,A,38.988
2259,A,35.674
2260,A,47.332
2261,A,21.713
2262,A,37.976
2263,A,26.806
2264,A,27.552
2265,A,30.877
2266,A,47.807
2267,A,30.436
2268,A,33.160
2269,A,60.373
2270,A,31.132
2271,A,29.091
2272,A,45.607
2273,A,24.837
2274,A,36.669
2275,A,42.632
2276,A,30.064
2277,A,40.584
2278,A,39.966
2279,A,24.784
2280,A,29.695
2281,A,25.996
2282,A,28.308
2283,A,30.848
2284,A,28.501
2285,A,43.256
2286,A,39.758
2287,A,52.542
2288,A,37.441
2289,A,53.693
2290,A,36.064
2291,A,40.534
2292,A,22.857
2293,A,30.135
2294,A,30.170
2295,A,47.922
2296,A,31.866
2297,A,52.789
2298,A,29.207
2299,A,46.179
2300,A,27.710
2301,A,39.661
2302,A,46.647
2303,A,19.348
2304,A,35.576
2305,A,28.183
2306,A,34.822
2307,A,33.840
2308,A,43.365
2309,A,40.301
2310,A,42.527
2311,A,39.091
2312,A,24.131
2313,A,37.901
2314,A,36.493
2315,A,32.721
2316,A,30.170
2317,A,41.885
2318,A,28.804
2319,A,33.714
2320,A,52.306
2321,A,35.621
2322,A,33.469
2323,A,39.889
2324,A,33.954
2325,A,17.630
2326,A,37.062
2327,A,31.519
2328,A,39.216
2329,A,24.472
2330,A,39.118
2331,A,37.497
2332,A,40.846
2333,A,35.517
2334,A,44.758
2335,A,23.614
2336,A,33.064
2337,A,29.047
2338,A,32.202
2339,A,33.538
2340,A,31.043
2341,A,34.795
2342,A,32.690
2343,A,30.827
2344,A,46.229
2345,A,18.983
2346,A,36.996
2347,A,35.020
2348,A,49.996
2349,A,38.342
2350,A,30.989
2351,A,14.483
2352,A,34.424
2353,A,42.047
2354,A,27.690
2355,A,32.297
2356,A,34.076
2357,A,36.658
2358,A,45.148
2359,A,42.322
2360,A,27.925
2361,A,33.241
2362,A,23.754
2363,A,40.141
2364,A,43.996
2365,A,32.371
2366,A,33.521
2367,A,23.888
2368,A,26.565
2369,A,23.503
2370,A,32.866
2371,A,39.932
2372,A,25.118
2373,A,37.436
2374,A,35.569
2375,A,24.090
2376,A,42.769
2377,A,34.312
2378,A,24.926
2379,A,23.443
2380,A,30.217
2381,A,41.658
2382,A,34.639
2383,A,37.045
2384,A,38.144
2385,A,24.923
2386,A,52.432
2387,A,27.882
2388,A,36.618
2389,A,31.689
2390,A,28.513
2391,A,31.605
2392,A,38.111
2393,A,17.911
2394,A,30.386
2395,A,33.997
2396,A,44.357
2397,A,27.065
2398,A,33.894
2399,A,40.597
2400,A,19.529
2401,A,27.790
2402,A,37.582
2403,A,30.355
2404,A,47.727
2405,A,27.005
2406,A,48.812
2407,A,36.109
2408,A,43.414
2409,A,36.298
2410,A,45.679
2411,A,44.342
2412,A,35.796
2413,A,28.198
2414,A,33.670
2415,A,27.336
2416,A,29.391
2417,A,37.837
2418,A,32.743
2419,A,39.481
2420,A,39.092
2421,A,40.491
2422,A,17.867
2423,A,36.369
2424,A,34.292
2425,A,28.403
2426,A,33.695
2427,A,19.430
2428,A,35.839
2429,A,22.569
2430,A,30.384
2431,A,31.503
2432,A,31.443
2433,A,22.546
2434,A,29.759
2435,A,42.520
2436,A,43.616
2437,A,29.024
2438,A,30.624
2439,A,37.704
2440,A,47.038
2441,A,26.271
2442,A,37.643
2443,A,41.943
2444,A,33.106
2445,A,38.546
2446,A,34.860
2447,A,31.663
2448,A,41.808
2449,A,32.790
2450,A,52.526
2451,A,41.985
2452,A,35.705
2453,A,34.451
2454,A,33.486
2455,A,33.483
2456,A,30.569
2457,A,28.582
2458,A,20.797
2459,A,35.610
2460,A,34.421
2461,A,39.822
2462,A,23.773
2463,A,51.632
2464,A,36.883
2465,A,38.483
2466,A,26.611
2467,A,35.158
2468,A,56.418
2469,A,45.953
2470,A,28.965
2471,A,45.592
2472,A,40.614
2473,A,43.341
2474,A,33.317
2475,A,38.021
2476,A,32.853
2477,A,32.328
2478,A,43.059
2479,A,31.674
2480,A,31.061
2481,A,31.020
2482,A,28.769
2483,A,43.671
2484,A,31.114
2485,A,24.524
2486,A,20.532
2487,A,36.331
2488,A,31.815
2489,A,38.088
2490,A,42.638
2491,A,31.882
2492,A,38.497
2493,A,40.400
2494,A,44.468
2495,A,26.655
2496,A,38.605
2497,A,24.617
2498,A,45.485
2499,A,49.992
2500,A,32.151
2501,A,31.012
2502,A,36.546
2503,A,23.357
2504,A,45.362
2505,A,43.674
2506,A,32.850
2507,A,30.683
2508,A,37.205
2509,A,26.208
2510,A,37.462
2511,A,32.177
2512,A,38.946
2513,A,37.765
2514,A,29.642
2515,A,24.692
2516,A,36.867
2517,A,32.025
2518,A,31.592
2519,A,33.668
2520,A,38.447
2521,A,29.557
2522,A,34.208
2523,A,36.932
2524,A,40.097
2525,A,36.095
2526,A,44.441
2527,A,27.582
2528,A,28.362
2529,A,40.621
2530,A,43.603
2531,A,42.878
2532,A,30.455
2533,A,22.908
2534,A,39.517
2535,A,32.997
2536,A,31.140
2537,A,27.148
2538,A,27.688
2539,A,26.270
2540,A,28.722
2541,A,41.817
2542,A,27.461
2543,A,28.228
2544,A,35.976
2545,A,22.276
2546,A,42.516
2547,A,25.213
2548,A,27.656
2549,A,26.234
2550,A,43.121
2551,A,29.138
2552,A,38.444
2553,A,31.876
2554,A,39.173
2555,A,25.634
2556,A,24.109
2557,A,27.565
2558,A,27.224
2559,A,42.090
2560,A,19.109
2561,A,35.791
2562,A,48.021
2563,A,49.292
2564,A,49.557
2565,A,13.680
2566,A,37.781
2567,A,37.801
2568,A,33.562
2569,A,46.131
2570,A,27.482
2571,A,33.154
2572,A,34.658
2573,A,32.430
2574,A,21.147
2575,A,29.381
2576,A,29.041
2577,A,39.924
2578,A,32.373
2579,A,42.376
2580,A,36.756
2581,A,35.991
2582,A,33.084
2583,A,31.222
2584,A,38.254
2585,A,42.938
2586,A,47.249
2587,A,38.028
2588,A,50.701
2589,A,26.681
2590,A,37.053
2591,A,28.765
2592,A,26.729
2593,A,40.236
2594,A,35.465
2595,A,39.666
2596,A,47.389
2597,A,32.300
2598,A,36.341
2599,A,47.443
2600,A,45.045
2601,A,51.393
2602,A,36.458
2603,A,29.300
2604,A,16.279
2605,A,36.582
2606,A,37.543
2607,A,24.679
2608,A,40.201
2609,A,31.111
2610,A,37.800
2611,A,31.915
2612,A,29.055
2613,A,36.223
2614,A,21.018
2615,A,30.856
2616,A,43.841
2617,A,29.678
2618,A,48.254
2619,A,26.130
2620,A,34.339
2621,A,33.451
2622,A,49.748
2623,A,34.683
2624,A,44.712
2625,A,27.605
2626,A,36.098
2627,A,33.782
2628,A,23.515
2629,A,38.907
2630,A,52.072
2631,A,36.679
2632,A,33.522
2633,A,30.126
2634,A,38.496
2635,A,30.583
2636,A,50.124
2637,A,28.425
2638,A,25.245
2639,A,25.775
2640,A,36.549
2641,A,37.851
2642,A,20.542
2643,A,21.505
2644,A,11.814
2645,A,43.020
2646,A,20.985
2647,A,39.619
2648,A,36.656
2649,A,47.346
2650,A,32.566
2651,A,15.965
2652,A,32.235
2653,A,39.888
2654,A,20.070
2655,A,45.024
2656,A,27.958
2657,A,25.989
2658,A,46.838
2659,A,30.116
2660,A,31.448
2661,A,52.453
2662,A,35.698
2663,A,40.152
2664,A,44.529
2665,A,24.343
2666,A,30.152
2667,A,33.556
2668,A,27.347
2669,A,39.575
2670,A,15.785
2671,A,31.473
2672,A,37.164
2673,A,35.778
2674,A,29.814
2675,A,37.616
2676,A,30.097
2677,A,30.373
2678,A,35.732
2679,A,21.566
2680,A,32.008
2681,A,24.141
2682,A,32.109
2683,A,45.368
2684,A,46.347
2685,A,34.107
2686,A,29.235
2687,A,23.151
2688,A,19.579
2689,A,42.033
2690,A,28.435
2691,A,23.860
2692,A,34.108
2693,A,38.755
2694,A,32.813
2695,A,23.624
2696,A,20.339
2697,A,47.945
2698,A,35.077
2699,A,42.879
2700,A,44.302
2701,A,39.385
2702,A,46.579
2703,A,41.853
2704,A,35.203
2705,A,34.530
2706,A,40.586
2707,A,14.080
2708,A,33.890
2709,A,35.139
2710,A,43.954
2711,A,38.742
2712,A,36.487
2713,A,30.803
2714,A,32.987
2715,A,39.373
2716,A,40.460
2717,A,28.486
2718,A,30.478
2719,A,30.545
2720,A,23.764
2721,A,38.142
2722,A,31.504
2723,A,30.878
2724,A,30.383
2725,A,37.987
2726,A,33.628
2727,A,33.218
2728,A,31.494
2729,A,41.760
2730,A,39.809
2731,A,52.072
2732,A,44.627
2733,A,40.630
2734,A,29.298
2735,A,32.472
2736,A,46.725
2737,A,34.855
2738,A,43.659
2739,A,44.509
2740,A,21.812
2741,A,30.585
2742,A,41.251
2743,A,42.550
2744,A,47.350
2745,A,27.023
2746,A,35.218
2747,A,39.492
2748,A,38.587
2749,A,47.793
2750,A,33.521
2751,A,24.215
2752,A,29.648
2753,A,47.751
2754,A,28.804
2755,A,44.583
2756,A,34.043
2757,A,32.330
2758,A,25.682
2759,A,35.440
2760,A,30.203
2761,A,38.771
2762,A,33.931
2763,A,48.785
2764,A,29.234
2765,A,48.265
2766,A,24.160
2767,A,46.429
2768,A,36.269
2769,A,30.375
2770,A,37.120
2771,A,36.411
2772,A,32.351
2773,A,36.718
2774,A,46.079
2775,A,41.929
2776,A,34.551
2777,A,36.386
2778,A,39.777
2779,A,43.035
2780,A,32.131
2781,A,43.202
2782,A,42.692
2783,A,32.766
2784,A,34.123
2785,A,39.499
2786,A,52.351
2787,A,30.762
2788,A,33.848
2789,A,32.165
2790,A,31.309
2791,A,38.426
2792,A,33.168
2793,A,30.783
2794,A,42.792
2795,A,31.000
2796,A,33.783
2797,A,33.881
2798,A,35.119
2799,A,37.513
2800,A,29.776
2801,A,44.935
2802,A,38.910
2803,A,35.746
2804,A,27.956
2805,A,43.123
2806,A,38.210
2807,A,30.885
2808,A,44.922
2809,A,39.419
2810,A,37.084
2811,A,39.379
2812,A,42.733
2813,A,29.938
2814,A,37.576
2815,A,44.126
2816,A,39.452
2817,A,32.930
2818,A,46.700
2819,A,40.254
2820,A,17.093
2821,A,28.016
2822,A,18.531
2823,A,39.316
2824,A,22.614
2825,A,33.604
2826,A,38.501
2827,A,19.703
2828,A,23.416
2829,A,35.435
2830,A,38.676
2831,A,33.647
2832,A,34.266
2833,A,40.098
2834,A,46.888
2835,A,23.654
2836,A,29.048
2837,A,43.355
2838,A,36.470
2839,A,50.309
2840,A,38.878
2841,A,33.603
2842,A,21.948
2843,A,39.423
2844,A,18.646
2845,A,27.827
2846,A,43.693
2847,A,30.186
2848,A,32.546
2849,A,34.338
2850,A,27.428
2851,A,27.471
2852,A,36.293
2853,A,29.202
2854,A,24.007
2855,A,44.012
2856,A,36.032
2857,A,42.419
2858,A,33.390
2859,A,49.240
2860,A,38.228
2861,A,27.064
2862,A,38.957
2863,A,39.953
2864,A,31.426
2865,A,38.045
2866,A,32.756
2867,A,27.543
2868,A,29.344
2869,A,43.412
2870,A,33.594
2871,A,32.631
2872,A,40.945
2873,A,38.273
2874,A,23.658
2875,A,33.659
2876,A,37.748
2877,A,42.858
2878,A,32.538
2879,A,34.405
2880,A,37.492
2881,A,30.505
2882,A,29.367
2883,A,37.897
2884,A,33.196
2885,A,30.767
2886,A,36.630
2887,A,40.569
2888,A,22.640
2889,A,42.417
2890,A,26.015
2891,A,30.665
2892,A,9.769
2893,A,33.665
2894,A,42.431
2895,A,32.851
2896,A,23.181
2897,A,38.807
2898,A,46.452
2899,A,41.528
2900,A,29.976
2901,A,41.930
2902,A,40.977
2903,A,30.624
2904,A,42.892
2905,A,30.210
2906,A,35.161
2907,A,37.506
2908,A,26.782
2909,A,42.764
2910,A,17.407
2911,A,30.185
2912,A,42.305
2913,A,44.657
2914,A,32.069
2915,A,35.409
2916,A,29.555
2917,A,36.880
2918,A,41.730
2919,A,31.004
2920,A,38.318
2921,A,47.975
2922,A,39.987
2923,A,24.946
2924,A,37.709
2925,A,31.756
2926,A,41.474
2927,A,34.916
2928,A,35.205
2929,A,33.338
2930,A,41.142
2931,A,42.814
2932,A,32.577
2933,A,39.739
2934,A,49.733
2935,A,33.444
2936,A,22.008
2937,A,34.731
2938,A,44.310
2939,A,32.347
2940,A,32.439
2941,A,30.019
2942,A,42.619
2943,A,27.540
2944,A,55.321
2945,A,29.812
2946,A,25.296
2947,A,22.420
2948,A,25.820
2949,A,39.024
2950,A,33.485
2951,A,21.509
2952,A,40.259
2953,A,42.181
2954,A,16.738
2955,A,34.549
2956,A,44.672
2957,A,45.799
2958,A,32.059
2959,A,37.329
2960,A,41.993
2961,A,35.607
2962,A,13.669
2963,A,34.491
2964,A,38.290
2965,A,34.739
2966,A,30.200
2967,A,32.603
2968,A,23.216
2969,A,42.005
2970,A,22.227
2971,A,30.526
2972,A,38.780
2973,A,26.349
2974,A,30.590
2975,A,23.348
2976,A,26.077
2977,A,22.696
2978,A,34.261
2979,A,32.991
2980,A,37.934
2981,A,45.768
2982,A,39.591
2983,A,30.561
2984,A,49.814
2985,A,25.866
2986,A,40.732
2987,A,43.994
2988,A,41.474
2989,A,26.601
2990,A,37.707
2991,A,23.757
2992,A,41.515
2993,A,39.434
2994,A,39.420
2995,A,38.615
2996,A,34.174
2997,A,27.802
2998,A,15.606
2999,A,46.055
3000,A,36.919
3001,A,44.546
3002,A,35.872
3003,A,37.271
3004,A,31.113
3005,A,28.075
3006,A,38.604
3007,A,34.403
3008,A,31.871
3009,A,34.327
3010,A,41.090
3011,A,25.681
3012,A,46.638
3013,A,41.185
3014,A,38.639
3015,A,54.829
3016,A,46.253
3017,A,40.216
3018,A,26.640
3019,A,37.505
3020,A,26.427
3021,A,40.981
3022,A,56.299
3023,A,36.192
3024,A,40.525
3025,A,32.501
3026,A,25.329
3027,A,48.199
3028,A,26.073
3029,A,31.803
3030,A,32.267
3031,A,12.604
3032,A,47.571
3033,A,34.644
3034,A,39.494
3035,A,40.842
3036,A,42.774
3037,A,34.442
3038,A,28.286
3039,A,39.820
3040,A,25.653
3041,A,38.165
3042,A,35.164
3043,A,33.124
3044,A,36.576
3045,A,52.270
3046,A,38.148
3047,A,33.797
3048,A,49.730
3049,A,35.591
3050,A,46.345
3051,A,27.274
3052,A,43.257
3053,A,27.364
3054,A,45.494
3055,A,38.013
3056,A,31.149
3057,A,37.028
3058,A,27.824
3059,A,30.754
3060,A,27.501
3061,A,30.271
3062,A,20.049
3063,A,27.881
3064,A,29.188
3065,A,30.115
3066,A,25.070
3067,A,43.764
3068,A,29.585
3069,A,42.633
3070,A,39.507
3071,A,39.954
3072,A,34.357
3073,A,27.993
3074,A,29.349
3075,A,35.130
3076,A,31.062
3077,A,38.748
3078,A,24.846
3079,A,32.752
3080,A,30.234
3081,A,30.672
3082,A,61.277
3083,A,35.935
3084,A,28.686
3085,A,37.510
3086,A,48.645
3087,A,35.499
3088,A,38.291
3089,A,48.934
3090,A,31.309
3091,A,49.653
3092,A,33.135
3093,A,52.825
3094,A,30.688
3095,A,58.949
3096,A,37.957
3097,A,23.191
3098,A,33.786
3099,A,39.349
3100,A,35.699
3101,A,45.324
3102,A,46.896
3103,A,30.414
3104,A,17.530
3105,A,47.481
3106,A,44.622
3107,A,23.008
3108,A,27.531
3109,A,34.701
3110,A,21.978
3111,A,35.158
3112,A,36.216
3113,A,24.371
3114,A,36.803
3115,A,28.192
3116,A,23.354
3117,A,34.148
3118,A,33.436
3119,A,44.189
3120,A,39.354
3121,A,36.287
3122,A,37.028
3123,A,37.801
3124,A,39.128
3125,A,29.726
3126,A,37.977
3127,A,44.274
3128,A,36.874
3129,A,41.326
3130,A,34.217
3131,A,38.263
3132,A,27.830
3133,A,43.693
3134,A,33.975
3135,A,44.259
3136,A,39.745
3137,A,32.247
3138,A,40.269
3139,A,31.771
3140,A,44.307
3141,A,28.671
3142,A,32.087
3143,A,37.010
3144,A,44.140
3145,A,39.171
3146,A,41.573
3147,A,22.323
3148,A,43.964
3149,A,62.040
3150,A,30.513
3151,A,44.155
3152,A,41.427
3153,A,43.051
3154,A,24.835
3155,A,37.950
3156,A,37.686
3157,A,43.193
3158,A,41.429
3159,A,32.526
3160,A,52.567
3161,A,43.483
3162,A,34.045
3163,A,14.836
3164,A,39.124
3165,A,47.950
3166,A,37.109
3167,A,36.649
3168,A,39.414
3169,A,23.423
3170,A,33.939
3171,A,37.315
3172,A,47.781
3173,A,36.970
3174,A,45.694
3175,A,18.649
3176,A,31.609
3177,A,33.665
3178,A,24.943
3179,A,27.362
3180,A,28.492
3181,A,30.101
3182,A,52.431
3183,A,35.808
3184,A,41.858
3185,A,28.936
3186,A,35.660
3187,A,45.195
3188,A,27.593
3189,A,33.158
3190,A,36.838
3191,A,39.754
3192,A,31.012
3193,A,50.496
3194,A,43.052
3195,A,34.659
3196,A,28.767
3197,A,39.990
3198,A,23.072
3199,A,34.295
3200,A,30.148
3201,A,39.106
3202,A,25.451
3203,A,54.323
3204,A,33.125
3205,A,46.319
3206,A,27.858
3207,A,46.169
3208,A,28.230
3209,A,24.110
3210,A,29.502
3211,A,32.015
3212,A,23.478
3213,A,35.435
3214,A,36.219
3215,A,37.739
3216,A,28.006
3217,A,35.911
