Id,X,Y,Class
7213,-1.7531,0.5345,A
7214,-1.5458,-1.2961,A
7215,-1.2779,-1.8346,A
7216,-0.9635,-0.6042,A
7217,-1.7613,-0.5592,A
7218,-1.2963,-0.7719,A
7219,-0.4331,-0.6334,A
7220,-0.9072,-0.9842,A
7221,-1.4990,-0.8554,A
7222,-0.3937,-0.6681,A
7223,0.1938,-1.3382,A
7224,-1.2745,-1.5698,A
7225,-2.6287,-1.7666,A
7226,-0.5871,-1.5691,A
7227,-0.4669,-1.4139,A
7228,-0.4764,-0.9453,A
7229,-0.1753,-1.1909,A
7230,-1.0620,-0.4850,A
7231,-1.9304,-1.7689,A
7232,-0.2055,-0.3900,A
7233,-0.4861,-2.1167,A
7234,-1.4674,-2.4900,A
7235,0.1995,-0.6599,A
7236,-1.7670,-1.6062,A
7237,0.2916,-2.3530,A
7238,-1.6296,0.3479,A
7239,-0.8416,0.2533,A
7240,-1.2224,-0.8539,A
7241,-0.0668,-1.1616,A
7242,-1.8508,-0.4663,A
7243,-1.3945,-1.2497,A
7244,-0.6786,-0.6031,A
7245,-0.9968,0.1964,A
7246,-0.7657,-1.6278,A
7247,-2.5500,-0.1426,A
7248,-0.6569,-0.4355,A
7249,-0.8041,-1.8882,A
7250,-2.5510,-1.0724,A
7251,-0.8730,-1.1099,A
7252,-1.5259,-0.3708,A
7253,-1.2118,-0.7803,A
7254,-1.1887,-1.7606,A
7255,-1.3938,-1.5957,A
7256,-0.2942,-2.0171,A
7257,-0.8928,-1.3482,A
7258,0.4049,-0.5419,A
7259,-1.3600,-1.7462,A
7260,-1.1313,-0.4361,A
7261,-0.2601,-1.1494,A
7262,-0.6251,-1.0569,A
7263,-2.1953,-1.9321,A
7264,-2.1163,-1.1679,A
7265,-0.2550,-0.7702,A
7266,-1.6362,-1.1742,A
7267,-0.6235,-0.0445,A
7268,-0.6990,-1.2253,A
7269,-0.7150,-0.9825,A
7270,-1.2930,-0.6316,A
7271,-0.9253,-0.9126,A
7272,-2.0728,-1.0759,A
7273,-2.1465,-1.9763,A
7274,-0.5077,-2.3446,A
7275,-2.1285,-1.7341,A
7276,-1.8370,-0.9387,A
7277,-0.3918,-1.6903,A
7278,-1.6107,-1.5901,A
7279,-1.2620,-1.5163,A
7280,-1.0226,-2.3462,A
7281,-1.4851,-1.8911,A
7282,-0.7158,-0.2001,A
7283,-1.0862,-1.6319,A
7284,-2.1188,-0.5683,A
7285,-2.1027,-1.1452,A
7286,-2.2962,-1.5403,A
7287,-0.6432,-0.9727,A
7288,-1.1522,-0.8460,A
7289,-0.7084,-1.4525,A
7290,-1.7723,-0.3847,A
7291,-0.3436,-2.1932,A
7292,-0.7280,-2.3046,A
7293,-2.6500,-0.5287,A
7294,-0.0699,-0.5861,A
7295,-2.0017,-0.0879,A
7296,-0.9918,0.1528,A
7297,-1.1534,-1.3243,A
7298,-1.3497,-1.0614,A
7299,-1.9187,-1.3416,A
7300,-0.6587,0.2530,A
7301,-1.4549,-0.6885,A
7302,-0.8949,-0.5857,A
7303,-2.1546,-1.4118,A
7304,-2.4082,-1.6449,A
7305,0.0081,-2.0634,A
7306,-0.2571,-1.9008,A
7307,-1.1661,-0.9820,A
7308,-1.0995,-1.8061,A
7309,-1.2581,-0.4838,A
7310,-2.0796,-0.8214,A
7311,-0.5609,-0.2933,A
7312,-0.5730,-2.0947,A
7313,-0.3375,-1.2673,A
7314,-1.0409,-1.4004,A
7315,-0.9479,-1.8613,A
7316,-0.5428,-1.9620,A
7317,-1.0736,0.3896,A
7318,-1.3844,-0.6604,A
7319,-1.5461,0.0153,A
7320,-0.0340,-0.8567,A
7321,-0.7992,-1.3020,A
7322,-0.9994,-0.6418,A
7323,-0.0665,-0.9159,A
7324,-0.4024,-1.3788,A
7325,-1.3514,-1.6565,A
7326,-1.0871,-2.2055,A
7327,0.1693,-1.3349,A
7328,-1.6826,-0.7726,A
7329,0.1053,-0.7088,A
7330,-1.0803,-0.9915,A
7331,-2.5811,-2.3795,A
7332,-0.6383,0.3522,A
7333,-1.3090,-0.9146,A
7334,-0.8384,-1.6043,A
7335,-1.4494,-0.9993,A
7336,-1.8004,-1.3633,A
7337,-1.0875,-0.3768,A
7338,-0.9151,-0.2721,A
7339,-1.1588,0.5172,A
7340,-1.0344,-1.9099,A
7341,-0.5273,-0.6261,A
7342,-0.5655,-0.8434,A
7343,-1.4741,-1.6414,A
7344,-1.3803,-0.1825,A
7345,-2.0987,-0.9243,A
7346,-0.8418,0.1683,A
7347,-0.9277,-1.6746,A
7348,-0.3241,-0.3715,A
7349,-1.0117,-0.2719,A
7350,-0.3171,-0.6748,A
7351,-0.9099,-1.3343,A
7352,-1.1858,-1.6222,A
7353,-1.3904,-0.8789,A
7354,-2.0930,-0.1097,A
7355,-1.9370,-1.3442,A
7356,-1.3135,-0.7292,A
7357,-1.7943,-1.0001,A
7358,-1.0420,-0.9761,A
7359,-0.1704,-1.1355,A
7360,-0.2360,0.1957,A
7361,-1.1329,-1.6995,A
7362,-1.3174,-0.0910,A
7363,-3.0088,-1.2588,A
7364,-0.5569,-0.0675,A
7365,-1.7561,-1.5692,A
7366,-1.3846,-0.1333,A
7367,-1.6788,-1.4193,A
7368,-1.6055,-0.9516,A
7369,-1.8007,-1.6055,A
7370,-1.8130,-0.6453,A
7371,-2.6425,-1.4392,A
7372,-0.6458,-1.9232,A
7373,0.8474,-0.0859,A
7374,-1.5562,0.0664,A
7375,-0.5818,-1.1572,A
7376,-0.9585,-1.6505,A
7377,-1.2247,-0.9925,A
7378,-0.6191,-1.8011,A
7379,-1.6471,-0.1101,A
7380,-2.1731,-0.5714,A
7381,-1.5440,-0.3392,A
7382,-1.6723,-1.2195,A
7383,-2.0001,-0.8519,A
7384,-1.1685,-0.8860,A
7385,-1.1489,-1.2417,A
7386,-1.4795,-0.5802,A
7387,-0.9878,-1.1801,A
7388,-1.8891,-1.2315,A
7389,-1.2494,-0.4760,A
7390,-1.4872,-0.7288,A
7391,-1.7883,0.0162,A
7392,-1.4014,-1.3325,A
7393,-1.1255,-0.4833,A
7394,-0.9411,-1.0341,A
7395,-0.6430,-0.1680,A
7396,1.0492,-0.2044,A
7397,-0.4741,-2.9445,A
7398,-2.1881,-0.8772,A
7399,-0.5901,-0.9609,A
7400,-0.4050,-1.2332,A
7401,-0.3461,-0.8114,A
7402,-0.6801,-0.7632,A
7403,-1.4296,-0.9069,A
7404,-0.6254,-0.3487,A
7405,-0.2188,-1.4497,A
7406,-0.6071,-1.1666,A
7407,-1.9911,-0.7536,A
7408,-0.5357,0.2259,A
7409,-0.2505,-1.8289,A
7410,-0.9614,-1.0859,A
7411,-2.3862,-2.6257,A
7412,0.2809,-1.1542,A
7413,-0.5659,-2.1093,A
7414,-2.2246,-0.7200,A
7415,0.5181,-0.8925,A
7416,-1.2067,-1.0171,A
7417,-1.5670,-0.8435,A
7418,-1.1035,-0.5350,A
7419,-0.2328,0.6521,A
7420,-2.1365,-0.4306,A
7421,-1.5710,-1.3691,A
7422,-1.5815,-1.8329,A
7423,-0.5148,-0.8608,A
7424,-0.9833,-0.4330,A
7425,-0.9999,-0.2362,A
7426,-0.2727,-1.5574,A
7427,-1.0172,-0.2382,A
7428,-1.6129,-0.8506,A
7429,0.0027,-1.0410,A
7430,-0.9916,-0.5564,A
7431,-1.7265,-1.8857,A
7432,-0.7315,-0.7049,A
7433,-2.6439,-0.9630,A
7434,-1.2669,-0.9657,A
7435,-1.4486,-0.4770,A
7436,-0.6093,-2.4227,A
7437,-0.8672,-1.0524,A
7438,0.9174,-0.9307,A
7439,-2.4123,-1.2557,A
7440,-1.1034,-1.4659,A
7441,-0.9189,-0.5612,A
7442,-1.6309,-1.4544,A
7443,-0.3771,-0.9651,A
7444,-1.2650,-2.2391,A
7445,-1.2746,-0.0814,A
7446,-1.3489,-1.1543,A
7447,-0.4454,-0.0726,A
7448,-0.8742,-1.4373,A
7449,0.0670,-0.9627,A
7450,-0.6039,0.1574,A
7451,-1.4001,-1.0580,A
7452,-2.1128,-0.6471,A
7453,-0.9342,-2.0365,A
7454,-1.7743,-1.5499,A
7455,-1.7833,-2.0147,A
7456,-0.6390,-1.5835,A
7457,-1.4208,-1.7506,A
7458,-1.3017,-1.3844,A
7459,-1.5266,-1.4641,A
7460,-0.4033,-0.0702,A
7461,0.7438,-0.3067,A
7462,-2.2327,-0.8806,A
7463,-1.9310,-1.9804,A
7464,-0.8958,-0.8630,A
7465,-0.7386,-1.3534,A
7466,0.3861,-1.0757,A
7467,-1.8592,-3.0151,A
7468,-1.9616,-1.1255,A
7469,-1.0537,-0.7415,A
7470,-1.5136,-1.8687,A
7471,-0.8616,-1.2037,A
7472,-0.5565,-1.3099,A
7473,-2.1621,-0.6635,A
7474,-0.4841,-0.2276,A
7475,-1.3169,-1.6169,A
7476,-0.7936,-0.3798,A
7477,-0.7984,-0.1570,A
7478,-1.6633,-1.5567,A
7479,-1.3163,-0.5275,A
7480,-1.2252,-1.1453,A
7481,-1.5633,-0.9271,A
7482,-0.9723,-1.1762,A
7483,-0.0938,-1.3525,A
7484,-1.0035,-0.6536,A
7485,-0.6719,0.1528,A
7486,-2.3479,-0.0029,A
7487,-0.2337,-1.1665,A
7488,-1.0347,-1.8488,A
7489,-0.7484,-1.5564,A
7490,-2.0170,-1.5227,A
7491,-0.9418,-0.9485,A
7492,-1.1713,-0.6818,A
7493,-0.4165,-0.8142,A
7494,-1.7372,-1.6495,A
7495,-1.5828,-0.7322,A
7496,-0.1158,-0.3878,A
7497,-2.2569,-1.7471,A
7498,-1.9566,-1.2318,A
7499,-2.1373,0.0119,A
7500,-1.7736,-1.0476,A
7501,-0.2681,-1.1148,A
7502,-1.7224,-1.0188,A
7503,-1.3813,-2.5200,A
7504,-1.3418,-2.4156,A
7505,-2.0011,-1.6739,A
7506,-1.0894,-0.4259,A
7507,-0.6029,-1.1457,A
7508,-2.2256,-0.4584,A
7509,-1.4486,-0.0459,A
7510,-0.9562,-1.0424,A
7511,-1.9253,-2.1085,A
7512,-0.1313,-0.7082,A
7513,-1.0500,-1.7849,A
7514,-0.7003,-1.2077,A
7515,-1.3990,-0.1550,A
7516,-0.3787,-0.9894,A
7517,-0.0965,-0.3458,A
7518,-1.6865,-0.6346,A
7519,-0.8208,-1.7871,A
7520,-1.7944,-0.7531,A
7521,-1.3518,-0.8388,A
7522,-1.6756,-0.2060,A
7523,-1.2548,-1.2958,A
7524,-0.0975,-1.4525,A
7525,-1.1029,-0.4536,A
7526,-0.8740,-0.0432,A
7527,-1.1569,-0.8327,A
7528,-0.7246,-1.5166,A
7529,-1.1814,-1.1867,A
7530,0.2127,-2.3988,A
7531,-0.9963,-1.8646,A
7532,-1.1095,-1.4489,A
7533,-0.5563,-0.2310,A
7534,-0.6395,-0.2798,A
7535,-0.8988,-0.4426,A
7536,-1.4574,-1.1639,A
7537,-1.1067,-0.4999,A
7538,-0.2414,-0.4395,A
7539,-0.2592,-0.4404,A
7540,-0.9158,-0.8002,A
7541,-1.2955,-1.3914,A
7542,-0.5314,-0.6658,A
7543,-1.9685,-0.6064,A
7544,0.3413,-0.4769,A
7545,-1.5749,-0.7341,A
7546,-0.7243,-1.0014,A
7547,-1.3905,-0.5672,A
7548,-0.2738,-1.8094,A
7549,-1.6915,-0.8523,A
7550,-0.8945,0.1832,A
7551,-0.2815,-1.3379,A
7552,-0.0794,-0.7366,A
7553,-1.0597,-1.2919,A
7554,-0.6046,-1.3398,A
7555,-2.7211,-0.9833,A
7556,-1.2685,-1.7341,A
7557,-0.9555,-1.0799,A
7558,-1.7352,-0.9556,A
7559,-0.7751,-2.2844,A
7560,-1.0002,-1.1838,A
7561,-0.5994,-0.1688,A
7562,-0.9076,-1.6373,A
7563,-0.6874,0.4422,A
7564,-1.0415,-1.7867,A
7565,-0.6057,0.0430,A
7566,-0.1664,-1.1910,A
7567,-0.6279,-0.2031,A
7568,-0.2995,-0.6244,A
7569,-1.1360,-1.8513,A
7570,-1.9483,-0.3584,A
7571,-1.3246,-0.7073,A
7572,-0.7070,-0.8370,A
7573,-0.4532,-1.3288,A
7574,-0.9469,-0.6764,A
7575,-1.1535,-0.0761,A
7576,-1.1609,-1.6914,A
7577,-1.3311,-1.4018,A
7578,-0.9655,-2.1644,A
7579,-1.3082,-1.3121,A
7580,-1.9727,-1.3993,A
7581,-0.6085,-1.2832,A
7582,-2.2791,-2.5849,A
7583,0.2644,-0.5521,A
7584,-1.1903,-0.7527,A
7585,-0.0282,-1.1257,A
7586,-1.6785,-1.4971,A
7587,-0.5210,-1.6574,A
7588,-0.9616,-1.8478,A
7589,-1.2906,-2.1351,A
7590,-0.6815,-0.8070,A
7591,-1.6017,-2.7027,A
7592,-1.6559,-0.8193,A
7593,-0.3682,-1.7484,A
7594,-1.4700,-0.9049,A
7595,-0.5384,-1.5684,A
7596,-0.7859,-0.2423,A
7597,-1.2665,-0.6957,A
7598,-1.1718,-0.6116,A
7599,-0.2211,-1.7163,A
7600,-0.0635,-1.0334,A
7601,-0.0222,-1.4534,A
7602,-1.1476,-0.7480,A
7603,-0.5208,-1.8606,A
7604,-0.6638,-0.9591,A
7605,-1.2927,-0.1696,A
7606,-1.2374,-1.3235,A
7607,-0.9437,0.1491,A
7608,-1.2840,-1.6529,A
7609,-0.2098,-2.2131,A
7610,-1.3671,-1.3628,A
7611,-1.5774,-1.1435,A
7612,-0.5810,-1.3440,A
7613,-0.8173,-0.9329,A
7614,-0.8862,-2.4245,A
7615,-1.1180,-2.0164,A
7616,1.2413,-1.5312,A
7617,-0.2260,-1.3524,A
7618,-2.1728,-0.4479,A
7619,-0.3200,-0.9144,A
7620,-1.4540,-0.7948,A
7621,-1.0635,-0.9884,A
7622,-0.9720,-0.6640,A
7623,-0.7015,-1.7123,A
7624,-0.6661,-0.9868,A
7625,-0.2068,-1.9934,A
7626,-0.2358,-0.0591,A
7627,-1.0427,1.0912,A
7628,-0.8944,-0.5802,A
7629,-0.9851,-0.7993,A
7630,-1.0793,-1.5105,A
7631,-1.3675,-1.2648,A
7632,-2.2027,-0.8299,A
7633,-1.0994,-1.2522,A
7634,-0.8762,-2.7415,A
7635,-1.3517,-1.7098,A
7636,-1.1990,-0.6591,A
7637,-1.7548,0.3926,A
7638,-2.6841,0.5351,A
7639,-0.7022,-0.5856,A
7640,-0.9737,-0.7855,A
7641,-1.3324,-1.7578,A
7642,-2.8091,-0.8998,A
7643,-0.2632,-1.5265,A
7644,-0.7195,-1.1291,A
7645,-0.8812,-0.0720,A
7646,-0.5186,-1.0562,A
7647,-2.0450,0.4034,A
7648,-1.1548,-1.3935,A
7649,-0.8992,-1.3350,A
7650,-0.9315,-0.4903,A
7651,-1.8922,-1.7942,A
7652,-1.0380,-0.9045,A
7653,-2.3037,-1.0153,A
7654,-1.9226,-1.1853,A
7655,-0.2592,-1.2587,A
7656,-0.4114,-1.7806,A
7657,-1.1096,-2.1546,A
7658,-0.5617,-0.7267,A
7659,-0.4230,-0.7480,A
7660,-1.2372,-1.3567,A
7661,-0.0411,-2.5547,A
7662,-0.6119,-0.1528,A
7663,-0.5160,-0.5413,A
7664,-1.1881,-0.0104,A
7665,-1.4087,-1.4914,A
7666,-1.7260,-0.5659,A
7667,-2.0652,-2.2527,A
7668,-2.0111,-0.7992,A
7669,-0.6290,-1.5325,A
7670,-0.1360,-1.7512,A
7671,-2.4586,-0.0032,A
7672,0.2346,-0.7310,A
7673,-1.2366,-1.0722,A
7674,-2.3640,-2.4154,A
7675,-0.5345,-1.7217,A
7676,-1.9917,-1.4039,A
7677,-0.3869,-1.6569,A
7678,0.1784,-1.9984,A
7679,-1.3379,-1.1788,A
7680,-1.1096,-1.2273,A
7681,0.1412,-1.1314,A
7682,-1.1098,-1.1754,A
7683,-1.5547,-1.1336,A
7684,-1.6990,-0.9278,A
7685,-1.3981,-1.9176,A
7686,-0.7502,-1.2268,A
7687,-1.7325,-2.8766,A
7688,-0.7137,-0.7763,A
7689,-1.8477,-0.9700,A
7690,-0.2175,-2.2235,A
7691,-1.2038,-0.9607,A
7692,-0.3486,-1.7054,A
7693,-3.2038,-0.2739,A
7694,-1.9760,-0.4016,A
7695,-1.3365,-1.8102,A
7696,-0.8865,-2.7402,A
7697,-0.7049,-0.6130,A
7698,-1.4367,-0.3494,A
7699,-0.9758,-0.5823,A
7700,-1.2946,-0.3044,A
7701,-1.7367,-0.9668,A
7702,-0.4727,-0.4039,A
7703,-1.0293,-0.6926,A
7704,-0.8535,-2.8961,A
7705,-0.2177,-0.0071,A
7706,-2.4703,-0.8749,A
7707,-1.8121,-1.7941,A
7708,-2.2199,-0.7404,A
7709,0.3560,-1.2910,A
7710,-0.9471,-0.4950,A
7711,-0.5293,-1.5481,A
7712,0.1448,0.1174,A
7713,-1.0639,-0.3563,A
7714,-1.4331,0.3158,A
7715,-0.0060,-1.1025,A
7716,-0.2536,-1.5609,A
7717,-1.2415,-1.4878,A
7718,-0.5326,-0.3177,A
7719,-1.6934,-1.6118,A
7720,-0.4761,-1.4745,A
7721,-1.5440,-2.1159,A
7722,-1.4541,-0.8428,A
7723,-0.9551,-0.7770,A
7724,-0.1681,-0.5202,A
7725,0.0748,0.4724,A
7726,-0.4896,-0.1564,A
7727,-1.2470,-2.4123,A
7728,-0.1763,-2.1052,A
7729,-1.6178,-0.4739,A
7730,-0.4198,-0.3717,A
7731,-1.1930,0.0139,A
7732,-0.3199,-1.7194,A
7733,-0.7620,-1.5649,A
7734,-0.3857,-1.3811,A
7735,0.2948,-1.1001,A
7736,-0.8914,-1.0924,A
7737,-0.1825,-1.6577,A
7738,-0.8066,-0.2423,A
7739,-0.7285,-2.0499,A
7740,-0.2666,-1.8246,A
7741,-0.8434,-0.3583,A
7742,-1.4781,-0.1116,A
7743,-0.6641,-1.0385,A
7744,-0.9475,-0.6017,A
7745,-2.0741,-0.4215,A
7746,-0.9912,-0.9120,A
7747,-1.8094,-1.1148,A
7748,-0.9050,-1.4350,A
7749,-0.1480,-0.9545,A
7750,-1.5836,-0.3798,A
7751,-1.2693,-1.7007,A
7752,-3.0902,-1.0928,A
7753,-1.2014,-1.0680,A
7754,-0.2015,-1.2163,A
7755,-0.4062,0.4865,A
7756,-1.0225,-1.6532,A
7757,-0.9356,-0.6830,A
7758,-0.4414,-0.5420,A
7759,-0.7735,-1.0942,A
7760,-0.1328,-1.9941,A
7761,-1.8087,0.0553,A
7762,-1.1196,-0.8075,A
7763,-0.5296,-1.1937,A
7764,-1.2198,-0.4295,A
7765,-1.7025,-2.4178,A
7766,-1.7432,0.9298,A
7767,-1.8481,-0.8447,A
7768,-1.4666,-1.1776,A
7769,-0.5012,-1.5395,A
7770,-1.4568,-0.1005,A
7771,-0.3505,-0.3887,A
7772,-1.3075,-0.2443,A
7773,-1.2435,0.4182,A
7774,-0.4015,-0.6140,A
7775,-0.6821,-1.3543,A
7776,0.1598,-2.1593,A
7777,-1.8684,-0.4627,A
7778,-0.7529,-0.9173,A
7779,-1.6452,-1.1794,A
7780,-1.0091,-1.7264,A
7781,-1.1206,-0.2372,A
7782,-1.0561,-1.6539,A
7783,0.3051,-1.0773,A
7784,-0.7607,-0.1518,A
7785,-0.2950,-0.6783,A
7786,-1.0833,-2.4415,A
7787,0.0554,-0.6774,A
7788,-1.2906,-1.9210,A
7789,-2.3335,-1.4536,A
7790,-0.6078,-0.9572,A
7791,-1.1645,-1.2808,A
7792,-1.2865,0.3396,A
7793,-0.5417,-2.0998,A
7794,-0.9243,-1.5621,A
7795,-0.5721,-1.4885,A
7796,-0.4103,-1.1823,A
7797,-1.9086,-1.0865,A
7798,-0.7639,-0.3722,A
7799,-0.7082,-1.8108,A
7800,-1.5089,-0.2261,A
7801,0.2425,-0.2376,A
7802,-1.5951,-1.6659,A
7803,-1.1382,-0.4430,A
7804,0.2516,-0.9927,A
7805,0.4023,-1.3074,A
7806,-0.8303,-0.4687,A
7807,-1.0241,-0.1260,A
7808,-0.3341,0.6901,A
7809,-2.6335,-0.6076,A
7810,-2.7160,-0.8593,A
7811,0.0240,-0.7592,A
7812,-0.3189,0.2649,A
7813,-0.3723,-2.1826,A
7814,-0.4036,-0.4895,A
7815,-0.8076,-0.4589,A
7816,-0.8288,-0.0893,A
7817,-1.6729,-0.4997,A
7818,-2.7215,-0.5736,A
7819,-0.6288,-0.1234,A
7820,-1.8755,-0.7733,A
7821,-1.3339,-1.6726,A
7822,-1.3710,-0.6599,A
7823,-0.8543,-1.6688,A
7824,-1.6740,0.1825,A
7825,-0.8233,-1.0903,A
7826,0.0440,-0.7567,A
7827,-2.1513,-1.8325,A
7828,0.1253,-0.9395,A
7829,-0.8857,-0.8253,A
7830,-2.3350,-1.2641,A
7831,-0.1841,0.1788,A
7832,-1.2399,-1.8684,A
7833,-0.9316,-0.9896,A
7834,-1.2637,-0.4779,A
7835,-0.9721,-0.3687,A
7836,-0.9000,-1.3695,A
7837,0.1444,0.3856,A
7838,-0.3364,-2.0111,A
7839,-0.6827,0.0419,A
7840,-1.5207,0.4891,A
7841,-1.1150,-1.1082,A
7842,-0.0289,-0.9750,A
7843,-1.0098,-1.8038,A
7844,-1.5775,-1.9608,A
7845,-1.0678,-0.9435,A
7846,0.0272,-0.8011,A
7847,-0.9614,-1.3642,A
7848,-1.1362,0.0422,A
7849,-1.0542,-2.0779,A
7850,-1.1894,-0.9907,A
7851,-2.4291,-2.1013,A
7852,-0.5850,0.1280,A
7853,-0.5625,-2.0566,A
7854,-1.6997,-1.2616,A
7855,-0.8689,-0.6459,A
7856,0.0930,-0.5116,A
7857,-0.5720,-0.7932,A
7858,-0.6168,-1.3100,A
7859,-0.3634,0.0735,A
7860,-1.4339,-0.7550,A
7861,-0.6004,-0.3492,A
7862,-1.1232,-0.5924,A
7863,-0.4008,-1.5101,A
7864,-0.9490,-0.8282,A
7865,-0.9698,-1.1084,A
7866,-0.1176,-0.6371,A
7867,-1.2174,-1.0362,A
7868,-0.9860,-1.0485,A
7869,-1.2697,-0.4269,A
7870,-1.1549,-1.6774,A
7871,-2.3393,-0.0958,A
7872,-0.8433,-0.8950,A
7873,-1.1002,-0.4509,A
7874,-0.7259,-0.8431,A
7875,-0.9133,-1.7126,A
7876,-1.2042,-1.6185,A
7877,0.5735,-0.6894,A
7878,-0.8824,-0.0254,A
7879,-1.2887,-1.4986,A
7880,0.7010,0.0118,A
7881,-1.4001,-0.7895,A
7882,-0.7917,-1.3813,A
7883,-0.1480,-1.9400,A
7884,-0.1574,-1.1922,A
7885,-0.7189,-1.4822,A
7886,-0.5316,-0.4130,A
7887,-2.1132,-1.6419,A
7888,-1.0852,-0.4538,A
7889,-1.6224,-1.6708,A
7890,0.0595,-0.6476,A
7891,-0.9123,0.0082,A
7892,0.0053,-0.3868,A
7893,-1.8683,-1.4817,A
7894,-0.9945,-0.6325,A
7895,-0.6854,-1.1239,A
7896,-0.3576,-1.1365,A
7897,-0.2201,-0.2292,A
7898,-0.2579,-1.6328,A
7899,-0.8566,-1.9069,A
7900,-0.8828,0.1406,A
7901,0.5969,-0.5910,A
7902,-0.8328,-1.4687,A
7903,-0.5715,-0.3309,A
7904,-0.5837,-1.4514,A
7905,-1.7767,-1.5309,A
7906,-1.2320,-1.1629,A
7907,-1.6147,-1.1546,A
7908,0.0363,-0.9662,A
7909,-2.1903,-2.0913,A
7910,-0.7953,-1.1987,A
7911,0.3145,-0.7511,A
7912,-0.0334,-1.1092,A
7913,-2.4262,0.2927,A
7914,-0.1363,0.2581,A
7915,-1.8489,-0.7772,A
7916,-2.4221,-1.6017,A
7917,-1.0676,-2.2045,A
7918,-0.3624,-0.0350,A
7919,0.0881,-0.4294,A
7920,-1.5358,-0.9987,A
7921,-1.0764,-0.9626,A
7922,-0.0554,-0.4918,A
7923,-0.0613,-1.1219,A
7924,-0.3525,0.1699,A
7925,-0.8060,-0.9415,A
7926,-0.4591,-2.3978,A
7927,0.3342,-2.1943,A
7928,-1.6746,-0.7631,A
7929,-0.5875,-0.7223,A
7930,-1.2419,-0.3159,A
7931,-0.1539,-1.2642,A
7932,-0.6411,-1.0311,A
7933,-1.5064,-1.2214,A
7934,-1.3235,-0.6577,A
7935,-1.6276,-1.2922,A
7936,-1.4846,-1.4851,A
7937,-0.0243,-1.7033,A
7938,-2.1804,-1.3998,A
7939,-1.3851,-1.3787,A
7940,-2.1847,-2.2891,A
7941,-0.0446,-1.4057,A
7942,-2.1279,-1.4698,A
7943,-0.8578,-1.4629,A
7944,-1.3418,-0.9350,A
7945,-0.0233,-0.6193,A
7946,-0.5616,-0.3132,A
7947,-0.8228,-2.2130,A
7948,-1.3599,-1.4085,A
7949,-1.6618,-1.6692,A
7950,-1.3671,-0.4768,A
7951,-1.4543,-0.7061,A
7952,-0.4969,-0.2568,A
7953,-0.6768,-1.3958,A
7954,-3.4886,-1.0240,A
7955,-2.4223,-0.7575,A
7956,-1.1726,-1.1524,A
7957,-1.2881,-1.6902,A
7958,-1.5709,-1.3534,A
7959,-0.6363,-1.4765,A
7960,-1.5412,-1.6910,A
7961,-0.1267,-1.4430,A
7962,-0.3147,-0.5606,A
7963,0.0486,-1.3911,A
7964,-0.6098,-2.6360,A
7965,-1.3389,-0.4580,A
7966,-0.6815,-0.6833,A
7967,-0.3360,-1.4066,A
7968,-1.9786,-0.6972,A
7969,-0.9775,-0.8207,A
7970,-1.6470,-0.9954,A
7971,-1.0957,-0.2194,A
7972,-0.9604,-0.9229,A
7973,-1.2190,-0.0632,A
7974,-0.2717,-0.0936,A
7975,-1.1656,-1.9387,A
7976,-0.6085,-2.1426,A
7977,0.2224,-1.6706,A
7978,-0.9594,-0.6569,A
7979,-0.1508,-0.6883,A
7980,-1.7598,-1.4122,A
7981,-0.9185,-1.4276,A
7982,-1.2093,-1.0062,A
7983,-1.2165,-0.7565,A
7984,-0.5798,-0.9772,A
7985,-1.5570,-1.5537,A
7986,-1.0563,-0.9533,A
7987,-0.2943,-1.1048,A
7988,0.3504,-1.7235,A
7989,-1.4867,-1.0730,A
7990,0.0337,-1.3062,A
7991,-1.3188,-1.5260,A
7992,-1.2193,-0.8472,A
7993,-0.3223,-2.2123,A
7994,-0.9714,-1.6682,A
7995,-0.1331,-0.7712,A
7996,-1.0615,-1.1319,A
7997,-2.0491,-0.8043,A
7998,-1.0439,-2.7081,A
7999,-0.6573,-1.3264,A
8000,-2.0690,-0.5106,A
8001,-1.3753,-2.7059,A
8002,-1.2590,-0.9210,A
8003,-1.6207,-2.3394,A
8004,-0.9934,-0.7180,A
8005,-1.2799,-1.1814,A
8006,-0.1061,-1.6782,A
8007,-1.3483,-0.5853,A
8008,-1.1852,-2.1658,A
8009,0.3155,-0.7315,A
8010,-0.1127,-2.1690,A
8011,-0.3825,-0.4375,A
8012,-0.9757,-0.4969,A
8013,-1.6788,-1.4446,A
8014,-2.0039,-0.6505,A
8015,-2.7050,-0.9654,A
8016,-1.5190,-0.3549,A
8017,-1.1175,-1.7382,A
8018,-1.1149,0.0206,A
8019,-1.9478,-0.9935,A
8020,-1.3447,-0.7736,A
8021,0.0392,-0.8918,A
8022,-2.2095,-0.4014,A
8023,-0.9842,-0.3091,A
8024,-0.9934,-1.6327,A
8025,-0.8387,-0.0218,A
8026,0.1587,-1.1461,A
8027,-0.1510,-0.6653,A
8028,0.1712,-1.2697,A
8029,-2.1050,-1.4640,A
8030,-0.8328,-1.4236,A
8031,-0.4962,-0.5611,A
8032,-0.8376,-1.2301,A
8033,-0.0737,-1.7316,A
8034,-0.2198,-0.4617,A
8035,-1.6643,-1.3674,A
8036,-2.1165,-1.1703,A
8037,-0.0895,-1.1478,A
8038,-0.4148,-1.1613,A
8039,-2.0920,-1.4544,A
8040,-1.1566,-3.3050,A
8041,-1.3529,-0.7957,A
