Id,X,Y,Group,Weight
9873,-0.1592,-1.6878,Main,0.269
9874,-0.1657,-1.4410,Main,0.239
9875,0.6065,1.7775,Main,1.078
9876,0.0078,1.8339,Main,0.014
9877,1.7616,1.0776,Main,1.898
9878,0.8350,-0.7632,Main,0.637
9879,-0.5495,-2.0657,Main,1.135
9880,1.3680,-0.0198,Main,0.027
9881,-0.2571,-0.7476,Main,0.192
9882,-1.1064,0.9091,Main,1.006
9883,0.6521,1.4092,Main,0.919
9884,2.6327,0.3493,Main,0.920
9885,1.0757,1.2840,Main,1.381
9886,0.4610,-0.6134,Main,0.283
9887,-0.2056,1.2008,Main,0.247
9888,-0.9717,0.8240,Main,0.801
9889,1.4105,-1.4591,Main,2.058
9890,-0.6882,-1.6476,Main,1.134
9891,0.6048,0.6169,Main,0.373
9892,0.5896,0.8749,Main,0.516
9893,-0.2320,0.3717,Main,0.086
9894,-0.8331,-1.8261,Main,1.521
9895,-1.8526,-0.3320,Main,0.615
9896,1.0689,-0.2293,Main,0.245
9897,1.4606,-1.0355,Main,1.512
9898,0.7100,-0.2245,Main,0.159
9899,-0.7421,-0.7324,Main,0.543
9900,-0.1462,-0.9559,Main,0.140
9901,-0.4799,0.5748,Main,0.276
9902,-0.5705,0.1942,Main,0.111
9903,-1.1972,-0.2242,Main,0.268
9904,0.0074,0.1262,Main,0.001
9905,-1.1460,1.2861,Main,1.474
9906,0.9943,0.3111,Main,0.309
9907,-0.6442,1.9691,Main,1.268
9908,0.4866,-0.1082,Main,0.053
9909,0.0156,0.3327,Main,0.005
9910,1.7765,0.6349,Main,1.128
9911,-0.3910,0.6181,Main,0.242
9912,-1.8095,0.9023,Main,1.633
9913,1.1931,-1.5788,Main,1.884
9914,0.5559,-0.4577,Main,0.254
9915,-0.4305,-0.3837,Main,0.165
9916,1.0066,-0.2826,Main,0.284
9917,-0.0678,-0.1649,Main,0.011
9918,0.9529,-0.4654,Main,0.443
9919,0.9377,0.3107,Main,0.291
9920,-0.2830,-0.0776,Main,0.022
9921,-1.1100,0.7237,Main,0.803
9922,1.0854,2.0749,Main,2.252
9923,-1.6363,0.3769,Main,0.617
9924,-2.1145,-0.1266,Main,0.268
9925,0.7166,-0.1292,Main,0.093
9926,0.4200,0.3363,Main,0.141
9927,0.2147,-0.2826,Main,0.061
9928,-1.3344,-0.4929,Main,0.658
9929,0.1626,0.1524,Main,0.025
9930,-0.5571,-0.0708,Main,0.039
9931,0.4261,0.2821,Main,0.120
9932,0.3068,1.0827,Main,0.332
9933,0.3896,-0.1933,Main,0.075
9934,-0.1851,-0.9874,Main,0.183
9935,-0.6845,-0.9160,Main,0.627
9936,1.7351,0.6183,Main,1.073
9937,-1.0580,-0.0996,Main,0.105
9938,1.2382,0.1976,Main,0.245
9939,0.4518,0.9112,Main,0.412
9940,-0.3380,0.0997,Main,0.034
9941,-0.8185,0.5412,Main,0.443
9942,-1.1285,-0.3099,Main,0.350
9943,0.8966,-1.5096,Main,1.353
9944,0.8960,-0.5071,Main,0.454
9945,-1.2851,0.4947,Main,0.636
9946,-0.3542,-1.1548,Main,0.409
9947,0.3221,-1.4155,Main,0.456
9948,1.1519,0.4754,Main,0.548
9949,-0.8372,1.0078,Main,0.844
9950,-0.1077,3.5954,Main,0.387
9951,0.4139,-0.6728,Main,0.278
9952,0.6482,0.4127,Main,0.268
9953,-1.2597,1.6449,Main,2.072
9954,2.7599,-0.0465,Main,0.128
9955,0.8477,0.0819,Main,0.069
9956,1.0711,-1.8595,Main,1.992
9957,-1.6360,1.1591,Main,1.896
9958,0.3822,-0.1152,Main,0.044
9959,-1.6261,-0.8023,Main,1.305
9960,0.5760,-0.0436,Main,0.025
9961,-1.8671,-0.9040,Main,1.688
9962,-0.1665,1.6197,Main,0.270
9963,1.4585,-0.0786,Main,0.115
9964,0.2427,-1.1325,Main,0.275
9965,0.2253,-0.8556,Main,0.193
9966,-1.3867,1.5218,Main,2.110
9967,0.6240,-1.2012,Main,0.750
9968,0.1415,-0.3777,Main,0.053
9969,0.1245,-0.9048,Main,0.113
9970,0.2381,1.5261,Main,0.363
9971,0.4656,0.0926,Main,0.043
9972,-1.1829,-1.6944,Main,2.004
9973,-0.7246,0.9530,Main,0.690
9974,0.2555,-0.9285,Main,0.237
9975,0.9317,-0.3777,Main,0.352
9976,1.4981,-1.9594,Main,2.935
9977,-0.5876,-0.0826,Main,0.049
9978,-0.0488,-0.6771,Main,0.033
9979,0.7491,1.2537,Main,0.939
9980,-1.9903,0.9203,Main,1.832
9981,-1.1116,0.8357,Main,0.929
9982,-1.7862,-0.6592,Main,1.178
9983,1.2928,-0.2213,Main,0.286
9984,-2.9400,-1.4114,Main,4.150
9985,-0.4393,0.5481,Main,0.241
9986,-1.8317,-0.6891,Main,1.262
9987,-0.2998,0.1731,Main,0.052
9988,0.3305,2.1343,Main,0.705
9989,-2.8464,1.9901,Main,5.665
9990,0.2300,0.7161,Main,0.165
9991,-0.4371,0.2368,Main,0.103
9992,-0.4663,0.5171,Main,0.241
9993,0.3036,-1.2096,Main,0.367
9994,-0.2689,-0.4082,Main,0.110
9995,-1.5960,0.4556,Main,0.727
9996,0.7728,0.8237,Main,0.636
9997,0.6736,0.6629,Main,0.447
9998,-0.0031,1.1277,Main,0.003
9999,-0.2670,-0.4839,Main,0.129
10000,-1.5039,0.5543,Main,0.834
10001,-0.4214,-0.4054,Main,0.171
10002,0.8883,0.2078,Main,0.185
10003,0.3525,0.3141,Main,0.111
10004,0.0830,-1.2582,Main,0.104
10005,-0.2749,-1.0025,Main,0.276
10006,1.0779,1.6214,Main,1.748
10007,0.5936,0.5038,Main,0.299
10008,-0.4164,-0.2489,Main,0.104
10009,-1.4394,-1.4464,Main,2.082
10010,0.6770,-0.6031,Main,0.408
10011,-1.2599,-1.3753,Main,1.733
10012,0.3963,0.4764,Main,0.189
10013,-1.0561,-1.2044,Main,1.272
10014,1.9368,0.0696,Main,0.135
10015,0.2317,0.5436,Main,0.126
10016,0.3695,1.1507,Main,0.425
10017,1.1599,0.9160,Main,1.063
10018,-0.4042,-0.0819,Main,0.033
10019,2.2045,1.6336,Main,3.601
10020,-0.4020,0.3112,Main,0.125
10021,1.3903,-0.3753,Main,0.522
10022,-1.7449,1.1660,Main,2.035
10023,-0.3680,-1.1272,Main,0.415
10024,0.2791,1.6397,Main,0.458
10025,-1.1893,0.2669,Main,0.317
10026,-0.1731,0.2774,Main,0.048
10027,1.9458,-0.6479,Main,1.261
10028,-0.3493,-2.4536,Main,0.857
10029,-0.5015,1.5906,Main,0.798
10030,-0.2670,-0.4449,Main,0.119
10031,-0.3037,-0.6802,Main,0.207
10032,0.3462,0.3832,Main,0.133
10033,-1.2860,0.4884,Main,0.628
10034,-1.0794,-0.5242,Main,0.566
10035,-1.6498,-0.2497,Main,0.412
10036,-1.4464,-0.2019,Main,0.292
10037,-0.8090,1.1474,Main,0.928
10038,1.7396,0.5166,Main,0.899
10039,-0.2498,0.6669,Main,0.167
10040,1.4463,1.5361,Main,2.222
10041,0.1357,-1.5547,Main,0.211
10042,-0.4249,-0.9512,Main,0.404
10043,0.4601,1.2741,Main,0.586
10044,0.7215,-0.2368,Main,0.171
10045,-1.4087,-0.3251,Main,0.458
10046,-0.8281,0.1205,Main,0.100
10047,-0.3665,0.6038,Main,0.221
10048,0.1693,0.7792,Main,0.132
10049,-0.7497,-0.5429,Main,0.407
10050,-3.1319,-0.9075,Main,2.842
10051,-0.0145,-1.5830,Main,0.023
10052,-1.3042,-0.9794,Main,1.277
10053,0.3502,-0.3084,Main,0.108
10054,-0.3716,1.2300,Main,0.457
10055,-0.6368,-1.5512,Main,0.988
10056,0.4601,1.4402,Main,0.663
10057,0.1136,-1.9007,Main,0.216
10058,2.1155,-0.6756,Main,1.429
10059,-0.2911,-1.6029,Main,0.467
10060,0.4349,-0.1726,Main,0.075
10061,-0.2228,-0.7278,Main,0.162
10062,0.6083,0.2371,Main,0.144
10063,-0.3951,-0.5103,Main,0.202
10064,-1.2206,1.1246,Main,1.373
10065,0.8127,-0.9336,Main,0.759
10066,-0.4835,-0.1494,Main,0.072
10067,0.4518,0.8638,Main,0.390
10068,0.3114,-0.7673,Main,0.239
10069,0.5852,2.6324,Main,1.540
10070,-0.3534,1.0282,Main,0.363
10071,0.5960,1.4163,Main,0.844
10072,-0.4024,-0.2691,Main,0.108
10073,-0.1171,-0.0328,Main,0.004
10074,-0.7090,0.8269,Main,0.586
10075,-0.5700,2.2676,Main,1.293
10076,-0.0185,-0.4499,Main,0.008
10077,-1.2788,-1.2821,Main,1.640
10078,0.2970,0.1373,Main,0.041
10079,-1.6497,-1.0809,Main,1.783
10080,-1.7925,-1.0575,Main,1.896
10081,-1.7200,-0.5671,Main,0.976
10082,1.3403,1.5738,Main,2.109
10083,1.2930,-0.7839,Main,1.014
10084,-1.6475,1.5394,Main,2.536
10085,0.2641,-0.0061,Main,0.002
10086,1.4029,1.7883,Main,2.509
10087,-1.3475,-0.5474,Main,0.738
10088,-1.1100,-3.0722,Main,3.410
10089,1.7039,0.3897,Main,0.664
10090,1.0385,-1.0454,Main,1.086
10091,1.1810,-0.9992,Main,1.180
10092,1.9073,-0.4045,Main,0.771
10093,0.0224,2.0550,Main,0.046
10094,-0.8465,0.3715,Main,0.315
10095,1.2212,-0.7858,Main,0.960
10096,-0.1025,-0.2186,Main,0.022
10097,-0.9260,-0.3877,Main,0.359
10098,1.8647,0.3490,Main,0.651
10099,0.6209,0.5161,Main,0.320
10100,-0.3276,0.0191,Main,0.006
10101,-0.0820,-0.7776,Main,0.064
10102,1.1228,1.3119,Main,1.473
10103,0.1739,0.8153,Main,0.142
10104,0.3853,-0.5107,Main,0.197
10105,0.3787,0.0510,Main,0.019
10106,1.2347,-0.6932,Main,0.856
10107,0.1382,1.9572,Main,0.270
10108,0.5726,-0.7315,Main,0.419
10109,-0.8924,-1.0631,Main,0.949
10110,0.5060,0.4002,Main,0.202
10111,-0.7859,0.6994,Main,0.550
10112,1.9285,-1.3344,Main,2.574
10113,0.5758,0.1683,Main,0.097
10114,1.4702,-0.6746,Main,0.992
10115,-0.6944,0.9830,Main,0.683
10116,0.4465,-2.1996,Main,0.982
10117,-0.0820,1.5258,Main,0.125
10118,-0.8175,0.4653,Main,0.380
10119,0.2661,-0.9049,Main,0.241
10120,-1.1881,-0.3469,Main,0.412
10121,-0.7015,0.2017,Main,0.141
10122,-0.9641,0.4796,Main,0.462
10123,0.0646,0.3223,Main,0.021
10124,-0.4471,-0.6320,Main,0.283
10125,-1.2554,0.4895,Main,0.615
10126,-0.7329,0.5233,Main,0.383
10127,-0.3283,-0.2506,Main,0.082
10128,0.2091,0.7142,Main,0.149
10129,-1.4652,0.6244,Main,0.915
10130,-0.0148,-1.2283,Main,0.018
10131,2.2059,-0.0868,Main,0.192
10132,-1.7185,-1.4991,Main,2.576
10133,0.1582,1.4826,Main,0.235
10134,0.9934,0.5387,Main,0.535
10135,1.1045,1.0193,Main,1.126
10136,1.3380,1.0288,Main,1.376
10137,-0.7897,0.0231,Main,0.018
10138,0.7096,0.6911,Main,0.490
10139,1.1032,-0.8657,Main,0.955
10140,1.3463,0.8748,Main,1.178
10141,0.4521,-2.2150,Main,1.001
10142,-0.3920,-0.0051,Main,0.002
10143,0.6434,1.5754,Main,1.014
10144,1.4956,-1.7207,Main,2.574
10145,-0.3614,0.9135,Main,0.330
10146,0.0511,1.0484,Main,0.054
10147,0.8534,-0.4470,Main,0.381
10148,1.4354,-1.9572,Main,2.809
10149,2.9690,-0.6281,Main,1.865
10150,-1.3271,2.2977,Main,3.049
10151,0.1980,-1.9640,Main,0.389
10152,0.7287,-1.1011,Main,0.802
10153,-0.6927,0.4715,Main,0.327
10154,-0.3172,-0.0906,Main,0.029
10155,0.4879,0.4727,Main,0.231
10156,-0.5261,-1.2137,Main,0.638
10157,0.1238,-0.4947,Main,0.061
10158,-0.6831,0.8113,Main,0.554
10159,-0.0534,-0.2778,Main,0.015
10160,0.0180,0.3657,Main,0.007
10161,-0.5296,1.6099,Main,0.853
10162,-0.7749,0.9412,Main,0.729
10163,-1.0209,-1.0099,Main,1.031
10164,-0.8052,-0.5262,Main,0.424
10165,0.1326,0.3718,Main,0.049
10166,-0.6991,0.3889,Main,0.272
10167,-1.1777,0.6515,Main,0.767
10168,0.2029,0.0421,Main,0.009
10169,0.6261,-0.2412,Main,0.151
10170,-0.1758,-0.0085,Main,0.001
10171,1.9604,2.4395,Main,4.782
10172,0.5599,-1.6892,Main,0.946
10173,0.1154,0.5988,Main,0.069
10174,0.3481,0.6318,Main,0.220
10175,-0.0498,0.8330,Main,0.041
10176,0.1274,-0.7082,Main,0.090
10177,0.3301,0.1468,Main,0.048
10178,0.7705,0.5841,Main,0.450
10179,0.1947,-1.8217,Main,0.355
10180,-0.6806,1.0704,Main,0.728
10181,1.3038,-0.3794,Main,0.495
10182,-0.8279,-1.0784,Main,0.893
10183,-0.5290,0.5678,Main,0.300
10184,0.3815,0.8686,Main,0.331
10185,0.6160,0.1309,Main,0.081
10186,-1.8495,-0.0902,Main,0.167
10187,0.7087,-0.9216,Main,0.653
10188,0.2737,-0.2483,Main,0.068
10189,-1.5466,-0.5254,Main,0.813
10190,0.7366,-0.2497,Main,0.184
10191,0.3820,1.1958,Main,0.457
10192,-0.9434,-0.2801,Main,0.264
10193,0.8121,0.4143,Main,0.336
10194,-0.8176,0.8256,Main,0.675
10195,0.2878,-0.6802,Main,0.196
10196,-1.7309,-0.6556,Main,1.135
10197,-0.2402,-0.6488,Main,0.156
10198,-0.4774,-1.1146,Main,0.532
10199,-0.1165,0.7526,Main,0.088
10200,0.5829,-1.6434,Main,0.958
10201,0.4882,-1.0771,Main,0.526
10202,-0.9142,-1.2473,Main,1.140
10203,-0.0900,-0.5020,Main,0.045
10204,0.0895,-0.2325,Main,0.021
10205,2.4604,-2.1758,Main,5.353
10206,0.1505,0.5520,Main,0.083
10207,-0.3287,-1.2416,Main,0.408
10208,1.8366,-1.8333,Main,3.367
10209,1.1075,-0.7635,Main,0.846
10210,-0.2030,1.5807,Main,0.321
10211,0.5580,0.5192,Main,0.290
10212,-0.4488,-0.1446,Main,0.065
10213,0.4765,0.0549,Main,0.026
10214,-0.4950,1.6835,Main,0.833
10215,-0.9055,1.3623,Main,1.234
10216,-1.0532,-0.0212,Main,0.022
10217,-0.9991,0.3897,Main,0.389
10218,-0.5614,-0.4419,Main,0.248
10219,-0.0815,2.5616,Main,0.209
10220,-1.8509,-2.4712,Main,4.574
10221,-0.6437,0.2367,Main,0.152
10222,0.1571,-0.1442,Main,0.023
10223,-0.0434,-1.6666,Main,0.072
10224,-0.3368,0.7396,Main,0.249
10225,0.6645,-0.2380,Main,0.158
10226,-0.0624,-0.6204,Main,0.039
10227,-0.3671,-0.0275,Main,0.010
10228,1.1506,0.9766,Main,1.124
10229,-0.0870,0.2316,Main,0.020
10230,0.5344,-1.3649,Main,0.729
10231,1.2120,-0.0881,Main,0.107
10232,1.6962,0.3834,Main,0.650
10233,-0.3970,0.1150,Main,0.046
10234,-0.6450,-0.1686,Main,0.109
10235,1.8129,-0.9645,Main,1.749
10236,-1.3161,0.9895,Main,1.302
10237,-0.3271,0.9143,Main,0.299
10238,-0.4332,-1.5910,Main,0.689
10239,-0.2555,0.1858,Main,0.047
10240,1.0046,-2.1778,Main,2.188
10241,0.2243,0.5555,Main,0.125
10242,-0.1258,-0.3132,Main,0.039
10243,-0.9952,-1.6502,Main,1.642
10244,-1.4219,-0.6797,Main,0.967
10245,0.7487,-0.2795,Main,0.209
10246,0.9048,-1.0751,Main,0.973
10247,1.6503,-0.8361,Main,1.380
10248,-0.4738,1.3054,Main,0.618
10249,-0.6611,0.7359,Main,0.487
10250,-1.2875,-0.7426,Main,0.956
10251,-0.4583,-1.2684,Main,0.581
10252,-0.6295,0.7875,Main,0.496
10253,-0.3223,0.8830,Main,0.285
10254,-0.5377,-1.0196,Main,0.548
10255,-0.3327,-0.5405,Main,0.180
10256,-2.1702,-1.2849,Main,2.788
10257,0.4538,0.5283,Main,0.240
10258,1.0905,-0.0911,Main,0.099
10259,-0.2773,-1.5629,Main,0.433
10260,0.0779,0.3709,Main,0.029
10261,-0.4353,1.4751,Main,0.642
10262,1.4149,-1.3634,Main,1.929
10263,0.3488,-0.8435,Main,0.294
10264,-0.3943,0.5268,Main,0.208
10265,1.7451,0.5767,Main,1.006
10266,0.1711,1.1638,Main,0.199
10267,-1.8289,1.8020,Main,3.296
10268,0.1700,-0.0015,Main,0.000
10269,-0.7813,0.1670,Main,0.131
10270,-0.0802,0.2801,Main,0.022
10271,0.2560,-0.2030,Main,0.052
10272,-0.2135,-0.0432,Main,0.009
10273,-0.4026,-1.9429,Main,0.782
10274,0.5694,-0.3880,Main,0.221
10275,-0.3495,0.5952,Main,0.208
10276,-1.2847,0.2499,Main,0.321
10277,-0.9630,0.9300,Main,0.896
10278,0.6214,-0.7296,Main,0.453
10279,0.0463,0.3558,Main,0.016
10280,0.4450,-0.8566,Main,0.381
10281,1.4492,0.7515,Main,1.089
10282,-0.4189,0.4440,Main,0.186
10283,0.6173,1.1300,Main,0.698
10284,-0.2018,-0.2168,Main,0.044
10285,1.2829,0.6001,Main,0.770
10286,-1.3986,-0.1777,Main,0.249
10287,0.7833,-2.0499,Main,1.606
10288,0.4816,-0.2267,Main,0.109
10289,-0.5101,0.4085,Main,0.208
10290,-0.7885,0.3128,Main,0.247
10291,-0.9123,1.7830,Main,1.627
10292,1.1042,0.7290,Main,0.805
10293,0.5275,-1.2511,Main,0.660
10294,0.0920,0.8988,Main,0.083
10295,0.8319,-1.0375,Main,0.863
10296,0.2205,-0.0569,Main,0.013
10297,-0.5799,0.3408,Main,0.198
10298,-1.0921,0.3865,Main,0.422
10299,-0.4286,0.0924,Main,0.040
10300,0.9792,1.9935,Main,1.952
10301,0.4086,0.0966,Main,0.039
10302,0.9955,-1.4792,Main,1.473
10303,0.6545,-0.1020,Main,0.067
10304,-0.5049,0.2872,Main,0.145
10305,0.6730,0.2622,Main,0.176
10306,-0.0501,0.9810,Main,0.049
10307,0.1545,-1.0457,Main,0.162
10308,-0.1045,0.3667,Main,0.038
10309,-0.7874,0.1781,Main,0.140
10310,-0.1773,-0.2559,Main,0.045
10311,-0.9122,-1.7558,Main,1.602
10312,-0.0253,0.4251,Main,0.011
10313,0.8201,-1.3171,Main,1.080
10314,-1.5918,2.3908,Main,3.806
10315,-0.7528,-0.3064,Main,0.231
10316,-0.0889,0.9590,Main,0.085
10317,-1.2941,-0.0751,Main,0.097
10318,0.0191,1.3178,Main,0.025
10319,1.6536,-1.0058,Main,1.663
10320,0.1816,0.2686,Main,0.049
10321,0.6497,1.6377,Main,1.064
10322,-0.5192,1.0011,Main,0.520
10323,-0.4256,1.2471,Main,0.531
10324,-1.6431,0.2549,Main,0.419
10325,-2.2733,-1.7187,Main,3.907
10326,-1.9204,-0.8725,Main,1.676
10327,0.3443,-0.3812,Main,0.131
10328,-0.8369,-0.3981,Main,0.333
10329,2.1861,-0.8467,Main,1.851
10330,-2.2304,-0.1205,Main,0.269
10331,-0.1782,-0.6451,Main,0.115
10332,0.2902,-0.2934,Main,0.085
10333,-0.0316,-0.1000,Main,0.003
10334,0.4032,-0.3982,Main,0.161
10335,0.2295,0.7616,Main,0.175
10336,-1.1572,-2.2346,Main,2.586
10337,-2.3391,-0.1874,Main,0.438
10338,1.6876,0.3152,Main,0.532
10339,0.3476,0.1684,Main,0.059
10340,0.4823,-0.1940,Main,0.094
10341,0.7588,-0.4091,Main,0.310
10342,1.8205,-0.4406,Main,0.802
10343,0.7815,1.1879,Main,0.928
10344,0.0525,0.0128,Main,0.001
10345,-0.4862,0.3169,Main,0.154
10346,-0.5135,-0.8915,Main,0.458
10347,-1.8073,0.6724,Main,1.215
10348,-0.3795,0.3372,Main,0.128
10349,-0.7643,-0.3001,Main,0.229
10350,0.8959,-0.1926,Main,0.173
10351,0.8704,1.5420,Main,1.342
10352,-0.1741,-1.6004,Main,0.279
10353,-0.2205,-0.0203,Main,0.004
10354,1.4105,-0.3819,Main,0.539
10355,-0.1817,-0.0769,Main,0.014
10356,1.4211,-0.4022,Main,0.572
10357,-0.2858,0.6152,Main,0.176
10358,0.0610,0.0778,Main,0.005
10359,1.4314,0.7672,Main,1.098
10360,0.2284,-0.7667,Main,0.175
10361,-1.1266,1.0005,Main,1.127
10362,-0.0899,1.2572,Main,0.113
10363,0.8402,-0.0469,Main,0.039
10364,0.0459,-1.0176,Main,0.047
10365,-0.0695,0.5182,Main,0.036
10366,0.7762,-0.7217,Main,0.560
10367,1.7050,-1.1518,Main,1.964
10368,0.4218,1.7556,Main,0.740
10369,0.5599,1.3251,Main,0.742
10370,-0.8126,-1.2768,Main,1.037
10371,-0.4894,-0.2330,Main,0.114
10372,-0.1992,-0.8806,Main,0.175
10373,-0.5836,-0.9045,Main,0.528
10374,0.4438,-0.5293,Main,0.235
10375,-2.0258,0.3807,Main,0.771
10376,1.3211,0.5154,Main,0.681
10377,-1.3262,0.0399,Main,0.053
10378,-0.2008,1.6365,Main,0.329
10379,-0.5873,1.1614,Main,0.682
10380,1.0805,-0.5558,Main,0.601
10381,-0.9864,-0.9031,Main,0.891
10382,-0.6839,-0.8692,Main,0.594
10383,0.1028,0.5192,Main,0.053
10384,-0.3362,-0.8391,Main,0.282
10385,1.3522,-1.5610,Main,2.111
10386,0.5529,-0.4835,Main,0.267
10387,-0.3198,-0.1875,Main,0.060
10388,1.5926,0.5847,Main,0.931
10389,-0.7767,0.9129,Main,0.709
10390,-0.8684,1.0152,Main,0.882
10391,-0.1748,-0.1172,Main,0.020
10392,1.2729,-1.3747,Main,1.750
10393,-0.0421,-0.2900,Main,0.012
10394,-1.8563,0.4618,Main,0.857
10395,0.3943,0.3794,Main,0.150
10396,-0.5293,1.0068,Main,0.533
10397,1.1534,1.5629,Main,1.803
10398,0.6088,-0.7133,Main,0.434
10399,0.7579,0.4053,Main,0.307
10400,0.0749,-1.9072,Main,0.143
10401,0.4515,0.5803,Main,0.262
10402,-0.4768,0.2331,Main,0.111
10403,-0.0061,1.0959,Main,0.007
10404,-0.6543,-1.4616,Main,0.956
10405,-1.1306,0.2908,Main,0.329
10406,-0.5439,0.3872,Main,0.211
10407,-0.9338,-1.1212,Main,1.047
10408,1.6011,0.7745,Main,1.240
10409,-1.1049,-2.0148,Main,2.226
10410,-0.6309,-0.0464,Main,0.029
10411,-0.5131,-0.8007,Main,0.411
10412,-0.6455,-0.0864,Main,0.056
10413,-2.5123,0.9253,Main,2.325
10414,-0.9554,1.8019,Main,1.722
10415,0.5402,0.9228,Main,0.499
10416,-1.5548,0.3497,Main,0.544
10417,-1.3132,0.3294,Main,0.433
10418,0.3585,-0.6402,Main,0.230
10419,-1.8990,-0.5403,Main,1.026
10420,-0.0687,-1.1641,Main,0.080
10421,-0.3263,-0.7000,Main,0.228
10422,1.0108,0.3551,Main,0.359
10423,0.0964,-1.1465,Main,0.111
10424,-0.5198,0.0656,Main,0.034
10425,-1.5053,0.7948,Main,1.196
10426,-0.1156,-0.5977,Main,0.069
10427,-0.4450,0.1416,Main,0.063
10428,0.7470,-0.3607,Main,0.269
10429,0.1643,1.2277,Main,0.202
10430,-1.6645,0.9485,Main,1.579
10431,0.7480,0.0541,Main,0.040
10432,0.3392,-0.2802,Main,0.095
10433,-0.2645,0.4103,Main,0.109
10434,1.0460,-0.6761,Main,0.707
10435,0.7596,2.1060,Main,1.600
10436,-0.9907,-0.8082,Main,0.801
10437,-0.8975,2.5466,Main,2.286
10438,1.1413,0.8481,Main,0.968
10439,0.8732,1.3329,Main,1.164
10440,0.7177,0.4780,Main,0.343
10441,0.1319,-0.0039,Main,0.001
10442,-0.8656,1.6040,Main,1.388
10443,0.1385,0.1524,Main,0.021
10444,-0.5375,2.6858,Main,1.444
10445,-0.7323,-0.3216,Main,0.235
10446,-1.2283,0.3793,Main,0.466
10447,-0.9782,-0.9947,Main,0.973
10448,0.0344,0.3779,Main,0.013
10449,-1.0294,0.2558,Main,0.263
10450,-0.4757,1.1792,Main,0.561
10451,-1.2460,0.0959,Main,0.119
10452,0.9561,2.5903,Main,2.476
10453,-1.4754,1.4741,Main,2.175
10454,-0.1513,0.6663,Main,0.101
10455,-0.9664,-0.0346,Main,0.033
10456,-1.1780,-0.4137,Main,0.487
10457,-1.0821,-0.8228,Main,0.890
10458,-0.5060,-1.7584,Main,0.890
10459,1.3050,1.5609,Main,2.037
10460,0.1565,0.4197,Main,0.066
10461,1.1140,1.1939,Main,1.330
10462,-0.3568,-0.2637,Main,0.094
10463,-0.3642,0.5172,Main,0.188
10464,0.5918,0.7297,Main,0.432
10465,0.8677,-0.7377,Main,0.640
10466,-0.9683,-1.3389,Main,1.296
10467,-0.8868,0.3751,Main,0.333
10468,-0.3487,0.7120,Main,0.248
10469,1.2659,-1.4824,Main,1.877
10470,-0.2506,-0.5314,Main,0.133
10471,1.6656,0.8179,Main,1.362
10472,-1.7197,0.2748,Main,0.473
10473,-1.6565,1.6763,Main,2.777
10474,-0.5026,0.7307,Main,0.367
10475,0.8209,0.9206,Main,0.756
10476,-1.0658,0.4941,Main,0.527
10477,0.5022,0.2188,Main,0.110
10478,0.6608,1.2370,Main,0.817
10479,-1.5974,0.6174,Main,0.986
10480,0.7544,0.3044,Main,0.230
10481,-0.1642,-0.7341,Main,0.121
10482,-0.5445,-3.5260,Main,1.920
10483,-0.1136,0.5243,Main,0.060
10484,-0.1399,1.5576,Main,0.218
10485,0.9919,0.1716,Main,0.170
10486,0.3376,1.6479,Main,0.556
10487,0.8581,0.4882,Main,0.419
10488,-1.1282,-1.2301,Main,1.388
10489,-0.4688,-1.2890,Main,0.604
10490,1.0097,1.6116,Main,1.627
10491,0.6703,-2.1573,Main,1.446
10492,1.2818,0.2617,Main,0.335
10493,1.1651,-0.8503,Main,0.991
10494,-0.4933,-0.4889,Main,0.241
10495,-1.2960,1.1373,Main,1.474
10496,1.4254,0.4235,Main,0.604
10497,-0.0607,-1.7482,Main,0.106
10498,0.7988,0.7932,Main,0.634
10499,0.6844,-0.3114,Main,0.213
10500,-0.6662,1.0314,Main,0.687
10501,0.2885,-0.6058,Main,0.175
10502,0.3398,0.9277,Main,0.315
10503,0.5144,-0.5548,Main,0.285
10504,1.5845,-0.3440,Main,0.545
10505,0.6487,-1.0387,Main,0.674
10506,-1.0673,-0.2290,Main,0.244
10507,1.0407,-2.1856,Main,2.275
10508,0.8891,-2.3719,Main,2.109
10509,0.1493,-0.9185,Main,0.137
10510,-0.2248,-0.3032,Main,0.068
10511,-0.7512,0.8156,Main,0.613
10512,1.0464,0.3905,Main,0.409
10513,0.0348,-1.3373,Main,0.047
10514,0.8201,0.5132,Main,0.421
10515,-0.8811,0.2005,Main,0.177
10516,0.1261,-1.2878,Main,0.162
10517,-0.3848,0.2040,Main,0.079
10518,-1.4919,-2.7543,Main,4.109
10519,-0.3154,1.1109,Main,0.350
10520,1.1785,0.8300,Main,0.978
10521,2.7404,-1.5888,Main,4.354
10522,0.7627,1.1454,Main,0.874
10523,0.5341,-1.3413,Main,0.716
10524,0.5399,-1.2124,Main,0.655
10525,1.9135,0.9081,Main,1.738
10526,-0.7777,1.5087,Main,1.173
10527,-1.1475,-1.6748,Main,1.922
10528,1.0395,1.4197,Main,1.476
10529,-0.9840,-2.1997,Main,2.164
10530,-1.9812,1.4458,Main,2.864
10531,-0.5548,-0.6061,Main,0.336
10532,-0.5340,-0.4556,Main,0.243
10533,0.8099,-1.0389,Main,0.841
10534,-0.2340,-1.4262,Main,0.334
10535,-1.8374,-0.6268,Main,1.152
10536,0.3251,-1.6354,Main,0.532
10537,-1.5547,0.8187,Main,1.273
